Date,Solar in MAW
2014-12-31 23:00:00,0
2014-12-31 23:15:00,0
2014-12-31 23:30:00,0
2014-12-31 23:45:00,0
2015-01-01 00:00:00,0
2015-01-01 00:15:00,0
2015-01-01 00:30:00,0
2015-01-01 00:45:00,0
2015-01-01 01:00:00,0
2015-01-01 01:15:00,0
2015-01-01 01:30:00,0
2015-01-01 01:45:00,0
2015-01-01 02:00:00,0
2015-01-01 02:15:00,0
2015-01-01 02:30:00,0
2015-01-01 02:45:00,0
2015-01-01 03:00:00,0
2015-01-01 03:15:00,0
2015-01-01 03:30:00,0
2015-01-01 03:45:00,0
2015-01-01 04:00:00,0
2015-01-01 04:15:00,0
2015-01-01 04:30:00,0
2015-01-01 04:45:00,0
2015-01-01 05:00:00,0
2015-01-01 05:15:00,0
2015-01-01 05:30:00,0
2015-01-01 05:45:00,0
2015-01-01 06:00:00,0
2015-01-01 06:15:00,0
2015-01-01 06:30:00,0
2015-01-01 06:45:00,0
2015-01-01 07:00:00,0
2015-01-01 07:15:00,14
2015-01-01 07:30:00,49
2015-01-01 07:45:00,149
2015-01-01 08:00:00,341
2015-01-01 08:15:00,573
2015-01-01 08:30:00,866
2015-01-01 08:45:00,1313
2015-01-01 09:00:00,1623
2015-01-01 09:15:00,1890
2015-01-01 09:30:00,2229
2015-01-01 09:45:00,2725
2015-01-01 10:00:00,3017
2015-01-01 10:15:00,3196
2015-01-01 10:30:00,3485
2015-01-01 10:45:00,3759
2015-01-01 11:00:00,4123
2015-01-01 11:15:00,4256
2015-01-01 11:30:00,4286
2015-01-01 11:45:00,4128
2015-01-01 12:00:00,3904
2015-01-01 12:15:00,3655
2015-01-01 12:30:00,3332
2015-01-01 12:45:00,3111
2015-01-01 13:00:00,2814
2015-01-01 13:15:00,2465
2015-01-01 13:30:00,2102
2015-01-01 13:45:00,1734
2015-01-01 14:00:00,1300
2015-01-01 14:15:00,874
2015-01-01 14:30:00,534
2015-01-01 14:45:00,274
2015-01-01 15:00:00,120
2015-01-01 15:15:00,52
2015-01-01 15:30:00,24
2015-01-01 15:45:00,4
2015-01-01 16:00:00,0
2015-01-01 16:15:00,0
2015-01-01 16:30:00,0
2015-01-01 16:45:00,0
2015-01-01 17:00:00,0
2015-01-01 17:15:00,0
2015-01-01 17:30:00,0
2015-01-01 17:45:00,0
2015-01-01 18:00:00,0
2015-01-01 18:15:00,0
2015-01-01 18:30:00,0
2015-01-01 18:45:00,0
2015-01-01 19:00:00,0
2015-01-01 19:15:00,0
2015-01-01 19:30:00,0
2015-01-01 19:45:00,0
2015-01-01 20:00:00,0
2015-01-01 20:15:00,0
2015-01-01 20:30:00,0
2015-01-01 20:45:00,0
2015-01-01 21:00:00,0
2015-01-01 21:15:00,0
2015-01-01 21:30:00,0
