Date,Realised/Wind Onshore in MAW
2016-10-27 16:30:00,6788
2016-10-27 16:45:00,7048
2016-10-27 17:00:00,7340
2016-10-27 17:15:00,7625
2016-10-27 17:30:00,7929
2016-10-27 17:45:00,8152
2016-10-27 18:00:00,8314
2016-10-27 18:15:00,8524
2016-10-27 18:30:00,8731
2016-10-27 18:45:00,8678
2016-10-27 19:00:00,8841
2016-10-27 19:15:00,9155
2016-10-27 19:30:00,9561
2016-10-27 19:45:00,9816
2016-10-27 20:00:00,9879
2016-10-27 20:15:00,10115
2016-10-27 20:30:00,10375
2016-10-27 20:45:00,10583
2016-10-27 21:00:00,10760
2016-10-27 21:15:00,10791
2016-10-27 21:30:00,10565
2016-10-27 21:45:00,10780
2016-10-28 22:00:00,9226
2016-10-28 22:15:00,9204
2016-10-28 22:30:00,9179
2016-10-28 22:45:00,9110
2016-10-28 23:00:00,8877
2016-10-28 23:15:00,8627
2016-10-28 23:30:00,8498
2016-10-28 23:45:00,8393
2016-10-29 00:00:00,8278
2016-10-29 00:15:00,8216
2016-10-29 00:30:00,8156
2016-10-29 00:45:00,8128
2016-10-29 01:00:00,8288
2016-10-29 01:15:00,8448
2016-10-29 01:30:00,8677
2016-10-29 01:45:00,8829
2016-10-29 02:00:00,8883
2016-10-29 02:15:00,8996
2016-10-29 02:30:00,8999
2016-10-29 02:45:00,8901
2016-10-29 03:00:00,8855
2016-10-29 03:15:00,8799
2016-10-29 03:30:00,8823
2016-10-29 03:45:00,8882
2016-10-29 04:00:00,9017
2016-10-29 04:15:00,9237
2016-10-29 04:30:00,9401
2016-10-29 04:45:00,9541
2016-10-29 05:00:00,9733
2016-10-29 05:15:00,9771
2016-10-29 05:30:00,9743
2016-10-29 05:45:00,9480
2016-10-29 06:00:00,9405
2016-10-29 06:15:00,9334
2016-10-29 06:30:00,9223
2016-10-29 06:45:00,9097
2016-10-29 07:00:00,9239
2016-10-29 07:15:00,9246
2016-10-29 07:30:00,9135
2016-10-29 07:45:00,9271
2016-10-29 08:00:00,8997
2016-10-29 08:15:00,8888
2016-10-29 08:30:00,8987
2016-10-29 08:45:00,9295
2016-10-29 09:00:00,9219
2016-10-29 09:15:00,9421
2016-10-29 09:30:00,9690
2016-10-29 09:45:00,9692
2016-10-29 10:00:00,9999
2016-10-29 10:15:00,10375
2016-10-29 10:30:00,10870
2016-10-29 10:45:00,11372
2016-10-29 11:00:00,11870
2016-10-29 11:15:00,12333
2016-10-29 11:30:00,12675
2016-10-29 11:45:00,12928
2016-10-29 12:00:00,12660
2016-10-29 12:15:00,12678
2016-10-29 12:30:00,12659
2016-10-29 12:45:00,12607
2016-10-29 13:00:00,12527
2016-10-29 13:15:00,11959
2016-10-29 13:30:00,11540
2016-10-29 13:45:00,11212
2016-10-29 14:00:00,10961
2016-10-29 14:15:00,10794
2016-10-29 14:30:00,10389
2016-10-29 14:45:00,10189
2016-10-29 15:00:00,9789
2016-10-29 15:15:00,9336
2016-10-29 15:30:00,9228
2016-10-29 15:45:00,8890
2016-10-29 16:00:00,8927
2016-10-29 16:15:00,9005
2016-10-29 16:30:00,8861
2016-10-29 16:45:00,8922
2016-10-29 17:00:00,8847
2016-10-29 17:15:00,8803
2016-10-29 17:30:00,8713
2016-10-29 17:45:00,8661
2016-10-29 18:00:00,8459
2016-10-29 18:15:00,8498
2016-10-29 18:30:00,8613
2016-10-29 18:45:00,8645
2016-10-29 19:00:00,8621
2016-10-29 19:15:00,8666
2016-10-29 19:30:00,8743
2016-10-29 19:45:00,8783
2016-10-29 20:00:00,8572
2016-10-29 20:15:00,8396
2016-10-29 20:30:00,8348
2016-10-29 20:45:00,8333
2016-10-29 21:00:00,8299
2016-10-29 21:15:00,8213
2016-10-29 21:30:00,8170
2016-10-29 21:45:00,7936
2016-10-29 22:00:00,7789
2016-10-29 22:15:00,7748
2016-10-29 22:30:00,7687
2016-10-29 22:45:00,7701
2016-10-29 23:00:00,7598
2016-10-29 23:30:00,7418
2016-10-29 23:45:00,7488
2016-10-30 00:00:00,7217
2016-10-30 00:15:00,7332
2016-10-30 00:30:00,7270
2016-10-30 00:45:00,7086
2016-10-30 01:00:00,7155
2016-10-30 01:15:00,7161
2016-10-30 01:30:00,7194
2016-10-30 02:00:00,7065
2016-10-30 02:15:00,6921
2016-10-30 02:30:00,6926
2016-10-30 02:45:00,6867
2016-10-30 03:00:00,6810
2016-10-30 03:15:00,6745
2016-10-30 03:30:00,6631
2016-10-30 03:45:00,6600
2016-10-30 04:00:00,6571
2016-10-30 04:15:00,6149
2016-10-30 04:30:00,6409
2016-10-30 04:45:00,6331
2016-10-30 05:00:00,6230
2016-10-30 05:15:00,6212
2016-10-30 05:30:00,6218
2016-10-30 05:45:00,6016
2016-10-30 06:15:00,5570
2016-10-30 06:30:00,5274
2016-10-30 06:45:00,5081
2016-10-30 07:00:00,4876
2016-10-30 07:15:00,4802
2016-10-30 07:30:00,4686
2016-10-30 07:45:00,4440
2016-10-30 08:00:00,4129
2016-10-30 08:15:00,3900
2016-10-30 08:30:00,3638
2016-10-30 08:45:00,3474
2016-10-30 09:00:00,3363
2016-10-30 09:15:00,3379
2016-10-30 09:30:00,3381
2016-10-30 09:45:00,3288
2016-10-30 10:00:00,3282
2016-10-30 10:15:00,3202
2016-10-30 10:30:00,3141
2016-10-30 10:45:00,3064
2016-10-30 11:00:00,2964
2016-10-30 11:15:00,2852
2016-10-30 11:30:00,2710
2016-10-30 11:45:00,2656
2016-10-30 12:00:00,2603
2016-10-30 12:15:00,2482
2016-10-30 12:30:00,2480
2016-10-30 12:45:00,2384
2016-10-30 13:00:00,2341
2016-10-30 13:15:00,2265
2016-10-30 13:30:00,2149
2016-10-30 13:45:00,2080
2016-10-30 14:00:00,1964
2016-10-30 14:15:00,1884
2016-10-30 14:30:00,1733
2016-10-30 14:45:00,1604
2016-10-30 15:00:00,1583
2016-10-30 15:15:00,1541
2016-10-30 15:30:00,1558
2016-10-30 15:45:00,1645
2016-10-30 16:00:00,1757
2016-10-30 16:15:00,1832
2016-10-30 16:30:00,1984
2016-10-30 16:45:00,2053
2016-10-30 17:00:00,2089
2016-10-30 17:15:00,2176
2016-10-30 17:30:00,2267
2016-10-30 17:45:00,2298
2016-10-30 18:00:00,2303
2016-10-30 18:15:00,2291
2016-10-30 18:30:00,2292
2016-10-30 18:45:00,2364
2016-10-30 19:00:00,2361
2016-10-30 19:15:00,2256
2016-10-30 19:30:00,2207
2016-10-30 19:45:00,2150
2016-10-30 20:00:00,2089
2016-10-30 20:15:00,2044
2016-10-30 20:30:00,1954
2016-10-30 20:45:00,1902
2016-10-30 21:00:00,1836
2016-10-30 21:15:00,1809
2016-10-30 21:30:00,1763
2016-10-30 21:45:00,1750
2016-10-30 22:00:00,1708
2016-10-30 22:15:00,1715
2016-10-30 22:30:00,1685
2016-10-30 22:45:00,1683
2016-10-30 23:00:00,1693
2016-10-30 23:15:00,1695
2016-10-30 23:30:00,1678
2016-10-30 23:45:00,1666
2016-10-31 00:00:00,1665
2016-10-31 00:15:00,1678
2016-10-31 00:30:00,1680
2016-10-31 00:45:00,1709
2016-10-31 01:00:00,1746
2016-10-31 01:15:00,1803
2016-10-31 01:30:00,1855
2016-10-31 01:45:00,1853
2016-10-31 02:00:00,1823
2016-10-31 02:15:00,1857
2016-10-31 02:30:00,1919
2016-10-31 02:45:00,1889
2016-10-31 03:00:00,1933
2016-10-31 03:15:00,1985
2016-10-31 03:30:00,1962
2016-10-31 03:45:00,1925
2016-10-31 04:00:00,1914
2016-10-31 04:15:00,1950
2016-10-31 04:30:00,1942
2016-10-31 04:45:00,1920
2016-10-31 05:00:00,1930
2016-10-31 05:15:00,1945
2016-10-31 05:30:00,1972
2016-10-31 05:45:00,2004
2016-10-31 06:00:00,2042
2016-10-31 06:15:00,2067
2016-10-31 06:30:00,2125
2016-10-31 06:45:00,2182
2016-10-31 07:00:00,2257
2016-10-31 07:15:00,2227
2016-10-31 07:30:00,2128
2016-10-31 07:45:00,2077
2016-10-31 08:00:00,1989
2016-10-31 08:15:00,1870
2016-10-31 08:30:00,1797
2016-10-31 08:45:00,1693
2016-10-31 09:00:00,1617
2016-10-31 09:15:00,1495
2016-10-31 09:30:00,1373
2016-10-31 09:45:00,1302
2016-10-31 10:00:00,1234
2016-10-31 10:15:00,1204
2016-10-31 10:30:00,1187
2016-10-31 10:45:00,1123
2016-10-31 11:00:00,1124
2016-10-31 11:15:00,1110
2016-10-31 11:30:00,1146
2016-10-31 11:45:00,1239
2016-10-31 12:00:00,1270
2016-10-31 12:15:00,1305
2016-10-31 12:30:00,1331
2016-10-31 12:45:00,1359
2016-10-31 13:00:00,1378
2016-10-31 13:15:00,1323
2016-10-31 13:30:00,1324
2016-10-31 13:45:00,1339
2016-10-31 14:00:00,1375
2016-10-31 14:15:00,1377
2016-10-31 14:30:00,1400
2016-10-31 14:45:00,1398
2016-10-31 15:00:00,1346
2016-10-31 15:15:00,1315
2016-10-31 15:30:00,1322
2016-10-31 15:45:00,1425
2016-10-31 16:00:00,1551
2016-10-31 16:15:00,1573
2016-10-31 16:30:00,1627
2016-10-31 16:45:00,1680
2016-10-31 17:00:00,1747
2016-10-31 17:15:00,1842
2016-10-31 17:30:00,1924
2016-10-31 17:45:00,1994
2016-10-31 18:00:00,2079
2016-10-31 18:15:00,2138
2016-10-31 18:30:00,2183
2016-10-31 18:45:00,2244
2016-10-31 19:00:00,2260
2016-10-31 19:15:00,2246
2016-10-31 19:30:00,2267
2016-10-31 19:45:00,2345
2016-10-31 20:00:00,2430
2016-10-31 20:15:00,2515
2016-10-31 20:30:00,2564
2016-10-31 20:45:00,2645
2016-10-31 21:00:00,2683
2016-10-31 21:15:00,2706
2016-10-31 21:30:00,2812
2016-10-31 21:45:00,2883
2016-10-31 22:00:00,2953
2016-10-31 22:15:00,3005
2016-10-31 22:30:00,3124
2016-10-31 22:45:00,3120
2016-10-31 23:00:00,3217
2016-10-31 23:15:00,3419
2016-10-31 23:30:00,3612
2016-10-31 23:45:00,3740
2016-11-01 00:00:00,3834
2016-11-01 00:15:00,3899
2016-11-01 00:30:00,4042
2016-11-01 00:45:00,4221
2016-11-01 01:00:00,4405
2016-11-01 01:15:00,4493
2016-11-01 01:30:00,4349
2016-11-01 01:45:00,4408
2016-11-01 02:00:00,4353
2016-11-01 02:15:00,4530
2016-11-01 02:30:00,4687
2016-11-01 02:45:00,4801
2016-11-01 03:00:00,4825
2016-11-01 03:15:00,4837
2016-11-01 03:30:00,4887
2016-11-01 03:45:00,5001
2016-11-01 04:00:00,5092
2016-11-01 04:15:00,5164
2016-11-01 04:30:00,5291
2016-11-01 04:45:00,5501
2016-11-01 05:00:00,5685
2016-11-01 05:15:00,5810
2016-11-01 05:30:00,5859
2016-11-01 05:45:00,5939
2016-11-01 06:00:00,6009
2016-11-01 06:15:00,6086
2016-11-01 06:30:00,6099
2016-11-01 06:45:00,6143
2016-11-01 07:00:00,6223
2016-11-01 07:15:00,6193
2016-11-01 07:30:00,6020
2016-11-01 07:45:00,5794
2016-11-01 08:00:00,5623
2016-11-01 08:15:00,5448
2016-11-01 08:30:00,5285
2016-11-01 08:45:00,5081
2016-11-01 09:00:00,5046
2016-11-01 09:15:00,5084
2016-11-01 09:30:00,5251
2016-11-01 09:45:00,5169
2016-11-01 10:00:00,5097
2016-11-01 10:15:00,5181
2016-11-01 10:30:00,5301
2016-11-01 10:45:00,5346
2016-11-01 11:00:00,5616
2016-11-01 11:15:00,5982
2016-11-01 11:30:00,6117
2016-11-01 11:45:00,6053
2016-11-01 12:00:00,6068
2016-11-01 12:15:00,6089
2016-11-01 12:30:00,6245
2016-11-01 12:45:00,6402
2016-11-01 13:00:00,6612
2016-11-01 13:15:00,6449
2016-11-01 13:30:00,6449
2016-11-01 13:45:00,6440
2016-11-01 14:00:00,6705
2016-11-01 14:15:00,6970
2016-11-01 14:30:00,6872
2016-11-01 14:45:00,6916
2016-11-01 15:00:00,7197
2016-11-01 15:15:00,7596
2016-11-01 15:30:00,7795
2016-11-01 15:45:00,8105
2016-11-01 16:00:00,8380
2016-11-01 16:15:00,8408
2016-11-01 16:30:00,8553
2016-11-01 16:45:00,8785
2016-11-01 17:00:00,8870
2016-11-01 17:15:00,9202
2016-11-01 17:30:00,9329
2016-11-01 17:45:00,9644
2016-11-01 18:00:00,9807
2016-11-01 18:15:00,10156
2016-11-01 18:30:00,10266
2016-11-01 18:45:00,10631
2016-11-01 19:00:00,11212
2016-11-01 19:15:00,11297
2016-11-01 19:30:00,11513
2016-11-01 19:45:00,11615
2016-11-01 20:00:00,11887
2016-11-01 20:15:00,11963
2016-11-01 20:30:00,12139
2016-11-01 20:45:00,12068
2016-11-01 21:00:00,11684
2016-11-01 21:15:00,11818
2016-11-01 21:30:00,12086
2016-11-01 21:45:00,12192
2016-11-01 22:00:00,12236
2016-11-01 22:15:00,12500
2016-11-01 22:30:00,12634
2016-11-01 22:45:00,12786
2016-11-01 23:00:00,12802
2016-11-01 23:15:00,12804
2016-11-01 23:30:00,13138
2016-11-01 23:45:00,13351
2016-11-02 00:00:00,13549
2016-11-02 00:15:00,13697
2016-11-02 00:30:00,13696
2016-11-02 00:45:00,13864
2016-11-02 01:00:00,14155
2016-11-02 01:15:00,14275
2016-11-02 01:30:00,14395
2016-11-02 01:45:00,14381
2016-11-02 02:00:00,14414
2016-11-02 02:15:00,14723
2016-11-02 02:30:00,14657
2016-11-02 02:45:00,14901
2016-11-02 03:00:00,15039
2016-11-02 03:15:00,15239
2016-11-02 03:30:00,15296
2016-11-02 03:45:00,15479
2016-11-02 04:00:00,15310
2016-11-02 04:15:00,15611
2016-11-02 04:30:00,15718
2016-11-02 04:45:00,15995
2016-11-02 05:00:00,16561
2016-11-02 05:15:00,16502
2016-11-02 05:30:00,16430
2016-11-02 05:45:00,16404
2016-11-02 06:00:00,16405
2016-11-02 06:15:00,16375
2016-11-02 06:30:00,16507
2016-11-02 06:45:00,16692
2016-11-02 07:00:00,16570
2016-11-02 07:15:00,16629
2016-11-02 07:30:00,16788
2016-11-02 07:45:00,16630
2016-11-02 08:00:00,17004
2016-11-02 08:15:00,17063
2016-11-02 08:30:00,16988
2016-11-02 08:45:00,17049
2016-11-02 09:00:00,17347
2016-11-02 09:15:00,17680
2016-11-02 09:30:00,18198
2016-11-02 09:45:00,18371
2016-11-02 10:00:00,18475
2016-11-02 10:15:00,18664
2016-11-02 10:30:00,18907
2016-11-02 10:45:00,19297
2016-11-02 11:00:00,19384
2016-11-02 11:15:00,19388
2016-11-02 11:30:00,19480
2016-11-02 11:45:00,19415
2016-11-02 12:00:00,19516
2016-11-02 12:15:00,19475
2016-11-02 12:30:00,19507
2016-11-02 12:45:00,19323
2016-11-02 13:00:00,19339
2016-11-02 13:15:00,19072
2016-11-02 13:30:00,18840
2016-11-02 13:45:00,18343
2016-11-02 14:00:00,18027
2016-11-02 14:15:00,17611
2016-11-02 14:30:00,17399
2016-11-02 14:45:00,17173
2016-11-02 15:00:00,16823
2016-11-02 15:15:00,16413
2016-11-02 15:30:00,16098
2016-11-02 15:45:00,15684
2016-11-02 16:00:00,15531
2016-11-02 16:15:00,15560
2016-11-02 16:30:00,15924
2016-11-02 16:45:00,16081
2016-11-02 17:00:00,16171
2016-11-02 17:15:00,16191
2016-11-02 17:30:00,15880
2016-11-02 17:45:00,15711
2016-11-02 18:00:00,15560
2016-11-02 18:15:00,15168
2016-11-02 18:30:00,14963
2016-11-02 18:45:00,14654
2016-11-02 19:00:00,14374
2016-11-02 19:15:00,14079
2016-11-02 19:30:00,13634
2016-11-02 19:45:00,13022
2016-11-02 20:00:00,12410
2016-11-02 20:15:00,12134
2016-11-02 20:30:00,11802
2016-11-02 20:45:00,11479
2016-11-02 21:00:00,11256
2016-11-02 21:15:00,10946
2016-11-02 21:30:00,10605
2016-11-02 21:45:00,10278
2016-11-02 22:00:00,9924
2016-11-02 22:15:00,9635
2016-11-02 22:30:00,9337
2016-11-02 22:45:00,9052
2016-11-02 23:00:00,8801
2016-11-02 23:15:00,8558
2016-11-02 23:30:00,8277
2016-11-02 23:45:00,8061
2016-11-03 00:00:00,7898
2016-11-03 00:15:00,7601
2016-11-03 00:30:00,7388
2016-11-03 00:45:00,7266
2016-11-03 01:00:00,7222
2016-11-03 01:15:00,7097
2016-11-03 01:30:00,6900
2016-11-03 01:45:00,6755
2016-11-03 02:00:00,6647
2016-11-03 02:15:00,6647
2016-11-03 02:30:00,6623
2016-11-03 02:45:00,6466
2016-11-03 03:00:00,6356
2016-11-03 03:15:00,6169
2016-11-03 03:30:00,5942
2016-11-03 03:45:00,5651
2016-11-03 04:00:00,5499
2016-11-03 04:15:00,5342
2016-11-03 04:30:00,5144
2016-11-03 04:45:00,4896
2016-11-03 05:00:00,4709
2016-11-03 05:15:00,4486
2016-11-03 05:30:00,4296
2016-11-03 05:45:00,3998
2016-11-03 06:00:00,3903
2016-11-03 06:15:00,3746
2016-11-03 06:30:00,3645
2016-11-03 06:45:00,3427
2016-11-03 07:00:00,3226
2016-11-03 07:15:00,3037
2016-11-03 07:30:00,2768
2016-11-03 07:45:00,2571
2016-11-03 08:00:00,2332
2016-11-03 08:15:00,2105
2016-11-03 08:30:00,1882
2016-11-03 08:45:00,1741
2016-11-03 09:00:00,1593
2016-11-03 09:15:00,1493
2016-11-03 09:30:00,1498
2016-11-03 09:45:00,1501
2016-11-03 10:00:00,1477
2016-11-03 10:15:00,1482
2016-11-03 10:30:00,1569
2016-11-03 10:45:00,1615
2016-11-03 11:00:00,1655
2016-11-03 11:15:00,1677
2016-11-03 11:30:00,1706
2016-11-03 11:45:00,1800
2016-11-03 12:00:00,1832
2016-11-03 12:15:00,1888
2016-11-03 12:30:00,1947
2016-11-03 12:45:00,2019
2016-11-03 13:00:00,2039
2016-11-03 13:15:00,2072
2016-11-03 13:30:00,1930
2016-11-03 13:45:00,2017
2016-11-03 14:00:00,2227
2016-11-03 14:15:00,2370
2016-11-03 16:15:00,2803
2016-11-03 16:30:00,2995
2016-11-03 16:45:00,3284
2016-11-03 17:00:00,3494
2016-11-03 17:15:00,3757
2016-11-03 17:30:00,3956
2016-11-03 17:45:00,4268
2016-11-03 18:00:00,4523
2016-11-03 18:15:00,4750
2016-11-03 18:30:00,4952
2016-11-03 18:45:00,5135
2016-11-03 19:00:00,5289
2016-11-03 19:15:00,5260
2016-11-03 19:30:00,5312
2016-11-03 19:45:00,5307
2016-11-03 20:00:00,5337
2016-11-03 20:15:00,5393
2016-11-03 20:30:00,5443
2016-11-03 20:45:00,5509
2016-11-03 21:00:00,5631
2016-11-03 21:15:00,5821
2016-11-03 21:30:00,6046
2016-11-03 21:45:00,6165
2016-11-03 22:00:00,6215
2016-11-03 22:15:00,6346
2016-11-03 22:30:00,6388
2016-11-03 22:45:00,6552
2016-11-03 23:00:00,6705
2016-11-03 23:15:00,6755
2016-11-03 23:30:00,6957
2016-11-03 23:45:00,7202
2016-11-04 00:00:00,7281
2016-11-04 00:15:00,7388
2016-11-04 00:30:00,7409
2016-11-04 00:45:00,7589
2016-11-04 01:00:00,7875
2016-11-04 01:15:00,8228
2016-11-04 01:30:00,8333
2016-11-04 01:45:00,8528
2016-11-04 02:00:00,8673
2016-11-04 02:15:00,8745
2016-11-04 02:30:00,8850
2016-11-04 02:45:00,8885
2016-11-04 03:00:00,8815
2016-11-04 03:15:00,8869
2016-11-04 03:30:00,8980
2016-11-04 03:45:00,9087
2016-11-04 04:00:00,9031
2016-11-04 04:15:00,9144
2016-11-04 04:30:00,9147
2016-11-04 04:45:00,9234
2016-11-04 05:00:00,9451
2016-11-04 05:15:00,9469
2016-11-04 05:30:00,9607
2016-11-04 05:45:00,9796
2016-11-04 06:00:00,9820
2016-11-04 06:15:00,9862
2016-11-04 06:30:00,9890
2016-11-04 06:45:00,9777
2016-11-04 07:00:00,9658
2016-11-04 07:15:00,9772
2016-11-04 07:30:00,9840
2016-11-04 07:45:00,9994
2016-11-04 08:00:00,10025
2016-11-04 08:15:00,9902
2016-11-04 08:30:00,9635
2016-11-04 08:45:00,9427
2016-11-04 09:00:00,9178
2016-11-04 09:15:00,9158
2016-11-04 09:30:00,9074
2016-11-04 09:45:00,8894
2016-11-04 10:00:00,8723
2016-11-04 10:15:00,8613
2016-11-04 10:30:00,8480
2016-11-04 10:45:00,8301
2016-11-04 11:00:00,8205
2016-11-04 11:15:00,7933
2016-11-04 11:30:00,7827
2016-11-04 11:45:00,7640
2016-11-04 12:00:00,7590
2016-11-04 12:15:00,7486
2016-11-04 12:30:00,7425
2016-11-04 12:45:00,7280
2016-11-04 13:00:00,6969
2016-11-04 13:15:00,6900
2016-11-04 13:30:00,6595
2016-11-04 13:45:00,6706
2016-11-04 14:00:00,6855
2016-11-04 14:15:00,6589
2016-11-04 14:30:00,6557
2016-11-04 14:45:00,6552
2016-11-04 15:00:00,6553
2016-11-04 15:15:00,6772
2016-11-04 15:30:00,7072
2016-11-04 15:45:00,7200
2016-11-04 16:00:00,7263
2016-11-04 16:15:00,7596
2016-11-04 16:30:00,7894
2016-11-04 16:45:00,8306
2016-11-04 17:00:00,8715
2016-11-04 17:15:00,8912
2016-11-04 17:30:00,8976
2016-11-04 17:45:00,8944
2016-11-04 18:00:00,9097
2016-11-04 18:15:00,9343
2016-11-04 18:30:00,9445
2016-11-04 18:45:00,9503
2016-11-04 19:00:00,9524
2016-11-04 19:15:00,9518
2016-11-04 19:30:00,9403
2016-11-04 19:45:00,9326
2016-11-04 20:00:00,9330
2016-11-04 20:15:00,9084
2016-11-04 20:30:00,8831
2016-11-04 20:45:00,8618
2016-11-04 21:00:00,8406
2016-11-04 21:15:00,8342
2016-11-04 21:30:00,8179
2016-11-04 21:45:00,8037
2016-11-04 22:00:00,8030
2016-11-04 22:15:00,7944
2016-11-04 22:30:00,7835
2016-11-04 22:45:00,7791
2016-11-04 23:00:00,7560
2016-11-04 23:15:00,7418
2016-11-04 23:30:00,7413
2016-11-04 23:45:00,7307
2016-11-05 00:00:00,7362
2016-11-05 00:15:00,7436
2016-11-05 00:30:00,7387
2016-11-05 00:45:00,7552
2016-11-05 01:00:00,7685
2016-11-05 01:15:00,7757
2016-11-05 01:30:00,7820
2016-11-05 01:45:00,7833
2016-11-05 02:00:00,7723
2016-11-05 02:15:00,7796
2016-11-05 02:30:00,7753
2016-11-05 02:45:00,7587
2016-11-05 03:00:00,7627
2016-11-05 03:15:00,7581
2016-11-05 03:30:00,7554
2016-11-05 03:45:00,7383
2016-11-05 04:00:00,7348
2016-11-05 04:15:00,7316
2016-11-05 04:30:00,7347
2016-11-05 04:45:00,7316
2016-11-05 05:00:00,7257
2016-11-05 05:15:00,7277
2016-11-05 05:30:00,7338
2016-11-05 05:45:00,7405
2016-11-05 06:00:00,7356
2016-11-05 06:15:00,7352
2016-11-05 06:30:00,7210
2016-11-05 06:45:00,7390
2016-11-05 07:00:00,7571
2016-11-05 07:15:00,7570
2016-11-05 07:30:00,7372
2016-11-05 07:45:00,7176
2016-11-05 08:00:00,7071
2016-11-05 08:15:00,6921
2016-11-05 08:30:00,6760
2016-11-05 08:45:00,6617
2016-11-05 09:00:00,6361
2016-11-05 09:15:00,6184
2016-11-05 09:30:00,6082
2016-11-05 09:45:00,5879
2016-11-05 10:00:00,5661
2016-11-05 10:15:00,5581
2016-11-05 10:30:00,5520
2016-11-05 10:45:00,5407
2016-11-05 11:00:00,5259
2016-11-05 11:15:00,5085
2016-11-05 11:30:00,4920
2016-11-05 11:45:00,4772
2016-11-05 12:00:00,4719
2016-11-05 12:15:00,4638
2016-11-05 12:30:00,4688
2016-11-05 12:45:00,4670
2016-11-05 13:00:00,4561
2016-11-05 13:15:00,4489
2016-11-05 13:30:00,4359
2016-11-05 13:45:00,4347
2016-11-05 14:00:00,4209
2016-11-05 14:15:00,4080
2016-11-05 14:30:00,4120
2016-11-05 14:45:00,4159
2016-11-05 15:00:00,4399
2016-11-05 15:15:00,4677
2016-11-05 15:30:00,4762
2016-11-05 15:45:00,4786
2016-11-05 16:00:00,4761
2016-11-05 16:15:00,4829
2016-11-05 16:30:00,5002
2016-11-05 16:45:00,5342
2016-11-05 17:00:00,5593
2016-11-05 17:15:00,5770
2016-11-05 17:30:00,6077
2016-11-05 17:45:00,6197
2016-11-05 18:00:00,6372
2016-11-05 18:15:00,6634
2016-11-05 18:30:00,6757
2016-11-05 18:45:00,6932
2016-11-05 19:00:00,7211
2016-11-05 19:15:00,7438
2016-11-05 19:30:00,7594
2016-11-05 19:45:00,7781
2016-11-05 20:00:00,7715
2016-11-05 20:15:00,7760
2016-11-05 20:30:00,7960
2016-11-05 20:45:00,8186
2016-11-05 21:00:00,8369
2016-11-05 21:15:00,8293
2016-11-05 21:30:00,8275
2016-11-05 21:45:00,8361
2016-11-05 22:00:00,8538
2016-11-05 22:15:00,8696
2016-11-05 22:30:00,8866
2016-11-05 22:45:00,8958
2016-11-05 23:00:00,8939
2016-11-05 23:15:00,8949
2016-11-05 23:30:00,9124
2016-11-05 23:45:00,9024
2016-11-06 00:00:00,8969
2016-11-06 00:15:00,9015
2016-11-06 00:30:00,9101
2016-11-06 00:45:00,9034
2016-11-06 01:00:00,8963
2016-11-06 01:15:00,8936
2016-11-06 01:30:00,8889
2016-11-06 01:45:00,8779
2016-11-06 02:00:00,8937
2016-11-06 02:15:00,8817
2016-11-06 02:30:00,8754
2016-11-06 02:45:00,8645
2016-11-06 03:00:00,8595
2016-11-06 03:15:00,8534
