Date,System total load in MAW
2015-10-30 05:45:00,60590
2015-10-30 06:00:00,62201
2015-10-30 06:15:00,62972
2015-10-30 06:30:00,63669
2015-10-30 06:45:00,64615
2015-10-30 07:00:00,65458
2015-10-30 07:15:00,65992
2015-10-30 07:30:00,66321
2015-10-30 07:45:00,66495
2015-10-30 08:00:00,66227
2015-10-30 08:15:00,66493
2015-10-30 08:30:00,66646
2015-10-30 08:45:00,66868
2015-10-30 09:00:00,67178
2015-10-30 09:15:00,67416
2015-10-30 09:30:00,67766
2015-10-30 09:45:00,67773
2015-10-30 10:00:00,67807
2015-10-30 10:15:00,67961
2015-10-30 10:30:00,68141
2015-10-30 10:45:00,67926
2015-10-30 11:00:00,67191
2015-10-30 11:15:00,66458
2015-10-30 11:30:00,66104
2015-10-30 11:45:00,65851
2015-10-30 12:00:00,65118
2015-10-30 12:15:00,65166
2015-10-30 12:30:00,64874
2015-10-30 12:45:00,64034
2015-10-30 13:00:00,63556
2015-10-30 13:15:00,63463
2015-10-30 13:30:00,63205
2015-10-30 13:45:00,63048
2015-10-30 14:00:00,63235
2015-10-30 14:15:00,62701
2015-10-30 14:30:00,62543
2015-10-30 14:45:00,61989
2015-10-30 15:00:00,61993
2015-10-30 15:15:00,61918
2015-10-30 15:30:00,62134
2015-10-30 15:45:00,63179
2015-10-30 16:00:00,64515
2015-10-30 16:15:00,65725
2015-10-30 16:30:00,66884
2015-10-30 16:45:00,67243
2015-10-30 17:00:00,67097
2015-10-30 17:15:00,66643
2015-10-30 17:30:00,66428
2015-10-30 17:45:00,66253
2015-10-30 18:00:00,65734
2015-10-30 18:15:00,64686
2015-10-30 18:30:00,63873
2015-10-30 18:45:00,63137
2015-10-30 19:00:00,61952
2015-10-30 19:15:00,60549
2015-10-30 19:30:00,59393
2015-10-30 19:45:00,58153
2015-10-30 20:00:00,57455
2015-10-30 20:15:00,56895
2015-10-30 20:30:00,55646
2015-10-30 20:45:00,54992
2015-10-30 21:00:00,54260
2015-10-30 21:15:00,53750
2015-10-30 21:30:00,52676
2015-10-30 21:45:00,51590
2015-10-30 22:00:00,50745
2015-10-30 22:15:00,49409
2015-10-30 22:30:00,48399
2015-10-30 22:45:00,47294
2015-10-30 23:00:00,46524
2015-10-30 23:15:00,45823
2015-10-30 23:30:00,45140
2015-10-30 23:45:00,44567
2015-10-31 00:00:00,44086
2015-10-31 00:15:00,43554
2015-10-31 00:30:00,43106
2015-10-31 00:45:00,42657
2015-10-31 01:00:00,42220
2015-10-31 01:15:00,42075
2015-10-31 01:30:00,42054
2015-10-31 01:45:00,41985
2015-10-31 02:00:00,42059
2015-10-31 02:15:00,42005
2015-10-31 02:30:00,42098
2015-10-31 02:45:00,42200
2015-10-31 03:00:00,42375
2015-10-31 03:15:00,42514
2015-10-31 03:30:00,42416
2015-10-31 03:45:00,42514
2015-10-31 04:00:00,42781
2015-10-31 04:15:00,42896
2015-10-31 04:30:00,42787
2015-10-31 04:45:00,42666
2015-10-31 05:00:00,43195
2015-10-31 05:15:00,43708
2015-10-31 05:30:00,44188
2015-10-31 05:45:00,44861
2015-10-31 06:00:00,45798
2015-10-31 06:15:00,46496
2015-10-31 06:30:00,47504
2015-10-31 06:45:00,48628
2015-10-31 07:00:00,49609
2015-10-31 07:15:00,50181
2015-10-31 07:30:00,51004
2015-10-31 07:45:00,51812
2015-10-31 08:00:00,52590
2015-10-31 08:15:00,53083
2015-10-31 08:30:00,53771
2015-10-31 08:45:00,54173
2015-10-31 09:00:00,54500
2015-10-31 09:15:00,54617
2015-10-31 09:30:00,54749
2015-10-31 09:45:00,55054
2015-10-31 10:00:00,54865
2015-10-31 10:15:00,55460
2015-10-31 10:30:00,55746
2015-10-31 10:45:00,55460
2015-10-31 11:00:00,54734
2015-10-31 11:15:00,54198
2015-10-31 11:30:00,53935
2015-10-31 11:45:00,53392
2015-10-31 12:00:00,52972
2015-10-31 12:15:00,52374
2015-10-31 12:30:00,51788
2015-10-31 12:45:00,51299
2015-10-31 13:00:00,51146
2015-10-31 13:15:00,50563
2015-10-31 13:30:00,50349
2015-10-31 13:45:00,50127
2015-10-31 14:00:00,50152
2015-10-31 14:15:00,49806
2015-10-31 14:30:00,49939
2015-10-31 14:45:00,49739
2015-10-31 15:00:00,49929
2015-10-31 15:15:00,49916
2015-10-31 15:30:00,50679
2015-10-31 15:45:00,51424
2015-10-31 16:00:00,52926
2015-10-31 16:15:00,54843
2015-10-31 16:30:00,56560
2015-10-31 16:45:00,57156
2015-10-31 17:00:00,57528
2015-10-31 17:15:00,57088
2015-10-31 17:30:00,56671
2015-10-31 17:45:00,56262
2015-10-31 18:00:00,55647
2015-10-31 18:15:00,54962
2015-10-31 18:30:00,54423
2015-10-31 18:45:00,53539
2015-10-31 19:00:00,52513
2015-10-31 19:15:00,51432
2015-10-31 19:30:00,50526
2015-10-31 19:45:00,49812
2015-10-31 20:00:00,49471
2015-10-31 20:15:00,48925
2015-10-31 20:30:00,48269
2015-10-31 20:45:00,47994
2015-10-31 21:00:00,48306
2015-10-31 21:15:00,47771
2015-10-31 21:30:00,47168
2015-10-31 21:45:00,46336
2015-10-31 22:00:00,45640
2015-10-31 22:15:00,44722
2015-10-31 22:30:00,44107
2015-10-31 22:45:00,43316
2015-10-31 23:00:00,42294
2015-10-31 23:15:00,41533
2015-10-31 23:30:00,41262
2015-10-31 23:45:00,40547
2015-11-01 00:00:00,40001
2015-11-01 00:15:00,39598
2015-11-01 00:30:00,39219
2015-11-01 00:45:00,38639
2015-11-01 01:00:00,38521
2015-11-01 01:15:00,38246
2015-11-01 01:30:00,38338
2015-11-01 01:45:00,38150
2015-11-01 02:00:00,38116
2015-11-01 02:15:00,38110
2015-11-01 02:30:00,38232
2015-11-01 02:45:00,38174
2015-11-01 03:00:00,38350
2015-11-01 03:15:00,38373
2015-11-01 03:30:00,38922
2015-11-01 03:45:00,38757
2015-11-01 04:00:00,38866
2015-11-01 04:15:00,38566
2015-11-01 04:30:00,38458
2015-11-01 04:45:00,38406
2015-11-01 05:00:00,38134
2015-11-01 05:15:00,38197
2015-11-01 05:30:00,38572
2015-11-01 05:45:00,38835
2015-11-01 06:00:00,39247
2015-11-01 06:15:00,39779
2015-11-01 06:30:00,40343
2015-11-01 06:45:00,41205
2015-11-01 07:00:00,42390
2015-11-01 07:15:00,43100
2015-11-01 07:30:00,43785
2015-11-01 07:45:00,44474
2015-11-01 08:00:00,45360
2015-11-01 08:15:00,46070
2015-11-01 08:30:00,46631
2015-11-01 08:45:00,47270
2015-11-01 09:00:00,47768
2015-11-01 09:15:00,47835
2015-11-01 09:30:00,48367
2015-11-01 09:45:00,49098
2015-11-01 10:00:00,49787
2015-11-01 10:15:00,50266
2015-11-01 10:30:00,50489
2015-11-01 10:45:00,49962
2015-11-01 11:00:00,49920
2015-11-01 11:15:00,49624
2015-11-01 11:30:00,48947
2015-11-01 11:45:00,48322
2015-11-01 12:00:00,47965
2015-11-01 12:15:00,47505
2015-11-01 12:30:00,46971
2015-11-01 12:45:00,46307
2015-11-01 13:00:00,46023
2015-11-01 13:15:00,45591
2015-11-01 13:30:00,45242
2015-11-01 13:45:00,45252
2015-11-01 14:00:00,45113
2015-11-01 14:15:00,44776
2015-11-01 14:30:00,45032
2015-11-01 14:45:00,45097
2015-11-01 15:00:00,45512
2015-11-01 15:15:00,45701
2015-11-01 15:30:00,46384
2015-11-01 15:45:00,47660
2015-11-01 16:00:00,49581
2015-11-01 16:15:00,51652
2015-11-01 16:30:00,53084
2015-11-01 16:45:00,53952
2015-11-01 17:00:00,54637
2015-11-01 17:15:00,54721
2015-11-01 17:30:00,54275
2015-11-01 17:45:00,54029
2015-11-01 18:00:00,53785
2015-11-01 18:15:00,53205
2015-11-01 18:30:00,52498
2015-11-01 18:45:00,52007
2015-11-01 19:00:00,51549
2015-11-01 19:15:00,50538
2015-11-01 19:30:00,49715
2015-11-01 19:45:00,49112
2015-11-01 20:00:00,48955
2015-11-01 20:15:00,48124
2015-11-01 20:30:00,47907
2015-11-01 20:45:00,47944
2015-11-01 21:00:00,48418
2015-11-01 21:15:00,47867
2015-11-01 21:30:00,47273
2015-11-01 21:45:00,46167
2015-11-01 22:00:00,45468
2015-11-01 22:15:00,44566
2015-11-01 22:30:00,44020
2015-11-01 22:45:00,43337
2015-11-01 23:00:00,42708
2015-11-01 23:15:00,41937
2015-11-01 23:30:00,41801
2015-11-01 23:45:00,41248
2015-11-02 00:00:00,40795
2015-11-02 00:15:00,40383
2015-11-02 00:30:00,40408
2015-11-02 00:45:00,40261
2015-11-02 01:00:00,40031
2015-11-02 01:15:00,39850
2015-11-02 01:30:00,40121
2015-11-02 01:45:00,40109
2015-11-02 02:00:00,40848
2015-11-02 02:15:00,40709
2015-11-02 02:30:00,41186
2015-11-02 02:45:00,41384
2015-11-02 03:00:00,42560
2015-11-02 03:15:00,42869
2015-11-02 03:30:00,43408
2015-11-02 03:45:00,44364
2015-11-02 04:00:00,46140
2015-11-02 04:15:00,47055
2015-11-02 04:30:00,48533
2015-11-02 04:45:00,50129
2015-11-02 05:00:00,53573
2015-11-02 05:15:00,55759
2015-11-02 05:30:00,58195
2015-11-02 05:45:00,59774
2015-11-02 06:00:00,61071
2015-11-02 06:15:00,62086
2015-11-02 06:30:00,62938
2015-11-02 06:45:00,63557
2015-11-02 07:00:00,64266
2015-11-02 07:15:00,64477
2015-11-02 07:30:00,64575
2015-11-02 07:45:00,64654
2015-11-02 08:00:00,64477
2015-11-02 08:15:00,64892
2015-11-02 08:30:00,65412
2015-11-02 08:45:00,65492
2015-11-02 09:00:00,65783
2015-11-02 09:15:00,66027
2015-11-02 09:30:00,66233
2015-11-02 09:45:00,66467
2015-11-02 10:00:00,66487
2015-11-02 10:15:00,66613
2015-11-02 10:30:00,66841
2015-11-02 10:45:00,66707
2015-11-02 11:00:00,66233
2015-11-02 11:15:00,65959
2015-11-02 11:30:00,65716
2015-11-02 11:45:00,65712
2015-11-02 12:00:00,65781
2015-11-02 12:15:00,65517
2015-11-02 12:30:00,65910
2015-11-02 12:45:00,65275
2015-11-02 13:00:00,65086
2015-11-02 13:15:00,65089
2015-11-02 13:30:00,64931
2015-11-02 13:45:00,64784
2015-11-02 14:00:00,64861
2015-11-02 14:15:00,64657
2015-11-02 14:30:00,64296
2015-11-02 14:45:00,64031
2015-11-02 15:00:00,63975
2015-11-02 15:15:00,64000
2015-11-02 15:30:00,64466
2015-11-02 15:45:00,65302
2015-11-02 16:00:00,66567
2015-11-02 16:15:00,68403
2015-11-02 16:30:00,69625
2015-11-02 16:45:00,70162
2015-11-02 17:00:00,69959
2015-11-02 17:15:00,69738
2015-11-02 17:30:00,69530
2015-11-02 17:45:00,69327
2015-11-02 18:00:00,68885
2015-11-02 18:15:00,68119
2015-11-02 18:30:00,67381
2015-11-02 18:45:00,66510
2015-11-02 19:00:00,65636
2015-11-02 19:15:00,64289
2015-11-02 19:30:00,63182
2015-11-02 19:45:00,61978
2015-11-02 20:00:00,61409
2015-11-02 20:15:00,60532
2015-11-02 20:30:00,59427
2015-11-02 20:45:00,58288
2015-11-02 21:00:00,58134
2015-11-02 21:15:00,57141
2015-11-02 21:30:00,55797
2015-11-02 21:45:00,54458
2015-11-02 22:00:00,53168
2015-11-02 22:15:00,51956
2015-11-02 22:30:00,50943
2015-11-02 22:45:00,50254
2015-11-02 23:00:00,49306
2015-11-02 23:15:00,48226
2015-11-02 23:30:00,47716
2015-11-02 23:45:00,47090
2015-11-03 00:00:00,46614
2015-11-03 00:15:00,46251
2015-11-03 00:30:00,46028
2015-11-03 00:45:00,45935
2015-11-03 01:00:00,45586
2015-11-03 01:15:00,45510
2015-11-03 01:30:00,45726
2015-11-03 01:45:00,45795
2015-11-03 02:00:00,45836
2015-11-03 02:15:00,46222
2015-11-03 02:30:00,46351
2015-11-03 02:45:00,46489
2015-11-03 03:00:00,47170
2015-11-03 03:15:00,47431
2015-11-03 03:30:00,47902
2015-11-03 03:45:00,48468
2015-11-03 04:00:00,49618
2015-11-03 04:15:00,50407
2015-11-03 04:30:00,51586
2015-11-03 04:45:00,53036
2015-11-03 05:00:00,55950
2015-11-03 05:15:00,58740
2015-11-03 05:30:00,60801
2015-11-03 05:45:00,62621
2015-11-03 06:00:00,64313
2015-11-03 06:15:00,65020
2015-11-03 06:30:00,65816
2015-11-03 06:45:00,66004
2015-11-03 07:00:00,66785
2015-11-03 07:15:00,67213
2015-11-03 07:30:00,67154
2015-11-03 07:45:00,66819
2015-11-03 08:00:00,66551
2015-11-03 08:15:00,66604
2015-11-03 08:30:00,66963
2015-11-03 08:45:00,67313
2015-11-03 09:00:00,67583
2015-11-03 09:15:00,67917
2015-11-03 09:30:00,68409
2015-11-03 09:45:00,68694
2015-11-03 10:00:00,68690
2015-11-03 10:15:00,68691
2015-11-03 10:30:00,68924
2015-11-03 10:45:00,68945
2015-11-03 11:00:00,67891
2015-11-03 11:15:00,67530
2015-11-03 11:30:00,67430
2015-11-03 11:45:00,67546
2015-11-03 12:00:00,67534
2015-11-03 12:15:00,67091
2015-11-03 12:30:00,66377
2015-11-03 12:45:00,65653
2015-11-03 13:00:00,65421
2015-11-03 13:15:00,65140
2015-11-03 13:30:00,65116
2015-11-03 13:45:00,64943
2015-11-03 14:00:00,65222
2015-11-03 14:15:00,65110
2015-11-03 14:30:00,64689
2015-11-03 14:45:00,64708
2015-11-03 15:00:00,64669
2015-11-03 15:15:00,64788
2015-11-03 15:30:00,65185
2015-11-03 15:45:00,66103
2015-11-03 16:00:00,67661
2015-11-03 16:15:00,69339
2015-11-03 16:30:00,70193
2015-11-03 16:45:00,70674
2015-11-03 17:00:00,70248
2015-11-03 17:15:00,69686
2015-11-03 17:30:00,69690
2015-11-03 17:45:00,69357
2015-11-03 18:00:00,69122
2015-11-03 18:15:00,68353
2015-11-03 18:30:00,67822
2015-11-03 18:45:00,66930
2015-11-03 19:00:00,65751
2015-11-03 19:15:00,64506
2015-11-03 19:30:00,63302
2015-11-03 19:45:00,62044
2015-11-03 20:00:00,61181
2015-11-03 20:15:00,60483
2015-11-03 20:30:00,59634
2015-11-03 20:45:00,58341
2015-11-03 21:00:00,58089
2015-11-03 21:15:00,57190
2015-11-03 21:30:00,55797
2015-11-03 21:45:00,54235
2015-11-03 22:00:00,53172
2015-11-03 22:15:00,52276
2015-11-03 22:30:00,51069
2015-11-03 22:45:00,50081
2015-11-03 23:00:00,49424
2015-11-03 23:15:00,48749
2015-11-03 23:30:00,47996
2015-11-03 23:45:00,47309
2015-11-04 00:00:00,47393
2015-11-04 00:15:00,46628
2015-11-04 00:30:00,46433
2015-11-04 00:45:00,45917
2015-11-04 01:00:00,45966
2015-11-04 01:15:00,45745
2015-11-04 01:30:00,45810
2015-11-04 01:45:00,45778
2015-11-04 02:00:00,45972
2015-11-04 02:15:00,46169
2015-11-04 02:30:00,46239
2015-11-04 02:45:00,46539
2015-11-04 03:00:00,47250
2015-11-04 03:15:00,47708
2015-11-04 03:30:00,48110
2015-11-04 03:45:00,48568
2015-11-04 04:00:00,50164
2015-11-04 04:15:00,50875
2015-11-04 04:30:00,52197
2015-11-04 04:45:00,53660
2015-11-04 05:00:00,56405
2015-11-04 05:15:00,59013
2015-11-04 05:30:00,61038
2015-11-04 05:45:00,62934
2015-11-04 06:00:00,64469
2015-11-04 06:15:00,65271
2015-11-04 06:30:00,65748
2015-11-04 06:45:00,66222
2015-11-04 07:00:00,66775
2015-11-04 07:15:00,66986
2015-11-04 07:30:00,67050
2015-11-04 07:45:00,66687
2015-11-04 08:00:00,66558
2015-11-04 08:15:00,66547
2015-11-04 08:30:00,66727
2015-11-04 08:45:00,66874
2015-11-04 09:00:00,66920
2015-11-04 09:15:00,66969
2015-11-04 09:30:00,66829
2015-11-04 09:45:00,67087
2015-11-04 10:00:00,66886
2015-11-04 10:15:00,68191
2015-11-04 10:30:00,68835
2015-11-04 10:45:00,68809
2015-11-04 11:00:00,68428
2015-11-04 11:15:00,68180
2015-11-04 11:30:00,67795
2015-11-04 11:45:00,67636
2015-11-04 12:00:00,67556
2015-11-04 12:15:00,67210
2015-11-04 12:30:00,66670
2015-11-04 12:45:00,65876
2015-11-04 13:00:00,65601
2015-11-04 13:15:00,65514
2015-11-04 13:30:00,65489
2015-11-04 13:45:00,65187
2015-11-04 14:00:00,65247
2015-11-04 14:15:00,65078
2015-11-04 14:30:00,64923
2015-11-04 14:45:00,64485
2015-11-04 15:00:00,64478
2015-11-04 15:15:00,64537
2015-11-04 15:30:00,65023
2015-11-04 15:45:00,66027
2015-11-04 16:00:00,67466
2015-11-04 16:15:00,69038
2015-11-04 16:30:00,69834
2015-11-04 16:45:00,70147
2015-11-04 17:00:00,69933
2015-11-04 17:15:00,69626
2015-11-04 17:30:00,69245
2015-11-04 17:45:00,69047
2015-11-04 18:00:00,68918
2015-11-04 18:15:00,68139
2015-11-04 18:30:00,67292
2015-11-04 18:45:00,66426
2015-11-04 19:00:00,65275
2015-11-04 19:15:00,64191
2015-11-04 19:30:00,62914
2015-11-04 19:45:00,61749
2015-11-04 20:00:00,60715
2015-11-04 20:15:00,59804
2015-11-04 20:30:00,59168
2015-11-04 20:45:00,58067
2015-11-04 21:00:00,57533
2015-11-04 21:15:00,56806
2015-11-04 21:30:00,55547
2015-11-04 21:45:00,54108
2015-11-04 22:00:00,53115
2015-11-04 22:15:00,51777
2015-11-04 22:30:00,50621
2015-11-04 22:45:00,49621
2015-11-04 23:00:00,49022
2015-11-04 23:15:00,48135
2015-11-04 23:30:00,47132
2015-11-04 23:45:00,46624
2015-11-05 00:00:00,46227
2015-11-05 00:15:00,45668
2015-11-05 00:30:00,45388
2015-11-05 00:45:00,45063
2015-11-05 01:00:00,44560
2015-11-05 01:15:00,44518
2015-11-05 01:30:00,44647
2015-11-05 01:45:00,44613
2015-11-05 02:00:00,44719
2015-11-05 02:15:00,44956
2015-11-05 02:30:00,45180
2015-11-05 02:45:00,45264
2015-11-05 03:00:00,46006
2015-11-05 03:15:00,46280
2015-11-05 03:30:00,46972
2015-11-05 03:45:00,47640
2015-11-05 04:00:00,48836
2015-11-05 04:15:00,49848
2015-11-05 04:30:00,51074
2015-11-05 04:45:00,52537
2015-11-05 05:00:00,55499
2015-11-05 05:15:00,58113
2015-11-05 05:30:00,60248
2015-11-05 05:45:00,62030
2015-11-05 06:00:00,63650
2015-11-05 06:15:00,64493
2015-11-05 06:30:00,64980
2015-11-05 06:45:00,65734
2015-11-05 07:00:00,66346
2015-11-05 07:15:00,66377
2015-11-05 07:30:00,66276
2015-11-05 07:45:00,65839
2015-11-05 08:00:00,65316
2015-11-05 08:15:00,65166
2015-11-05 08:30:00,65347
2015-11-05 08:45:00,65864
2015-11-05 09:00:00,65973
2015-11-05 09:15:00,66326
2015-11-05 09:30:00,66818
2015-11-05 09:45:00,67218
2015-11-05 10:00:00,67755
2015-11-05 10:15:00,68081
2015-11-05 10:30:00,68325
2015-11-05 10:45:00,68416
2015-11-05 11:00:00,67840
2015-11-05 11:15:00,67148
2015-11-05 11:30:00,66921
2015-11-05 11:45:00,66850
2015-11-05 12:00:00,66929
2015-11-05 12:15:00,66506
2015-11-05 12:30:00,66103
2015-11-05 12:45:00,65332
2015-11-05 13:00:00,65000
2015-11-05 13:15:00,64811
2015-11-05 13:30:00,64968
2015-11-05 13:45:00,64669
2015-11-05 14:00:00,64652
2015-11-05 14:15:00,64525
2015-11-05 14:30:00,64442
2015-11-05 14:45:00,63921
2015-11-05 15:00:00,63937
2015-11-05 15:15:00,64265
2015-11-05 15:30:00,64809
2015-11-05 15:45:00,65708
2015-11-05 16:00:00,67417
2015-11-05 16:15:00,68910
2015-11-05 16:30:00,69679
2015-11-05 16:45:00,70057
2015-11-05 17:00:00,69574
2015-11-05 17:15:00,69097
2015-11-05 17:30:00,69177
2015-11-05 17:45:00,68969
2015-11-05 18:00:00,68484
2015-11-05 18:15:00,67466
2015-11-05 18:30:00,66693
2015-11-05 18:45:00,65995
2015-11-05 19:00:00,65015
2015-11-05 19:15:00,63594
2015-11-05 19:30:00,62358
2015-11-05 19:45:00,61300
2015-11-05 20:00:00,60669
2015-11-05 20:15:00,59768
2015-11-05 20:30:00,58941
2015-11-05 20:45:00,57921
2015-11-05 21:00:00,57560
2015-11-05 21:15:00,56403
2015-11-05 21:30:00,55194
2015-11-05 21:45:00,53888
2015-11-05 22:00:00,52893
2015-11-05 22:15:00,51620
2015-11-05 22:30:00,50642
2015-11-05 22:45:00,49777
2015-11-05 23:00:00,48920
2015-11-05 23:15:00,47948
2015-11-05 23:30:00,47310
2015-11-05 23:45:00,46771
2015-11-06 00:00:00,46105
2015-11-06 00:15:00,45702
2015-11-06 00:30:00,45423
2015-11-06 00:45:00,45275
2015-11-06 01:00:00,44824
