Date,Day ahead/Wind Onshore in MAW
2016-10-29 15:30:00,7998
2016-10-29 15:45:00,7855
2016-10-29 16:00:00,7729
2016-10-29 16:15:00,7700
2016-10-29 16:30:00,7668
2016-10-29 16:45:00,7635
2016-10-29 17:00:00,7620
2016-10-29 17:15:00,7650
2016-10-29 17:30:00,7681
2016-10-29 17:45:00,7705
2016-10-29 18:00:00,7733
2016-10-29 18:15:00,7752
2016-10-29 18:30:00,7775
2016-10-29 18:45:00,7795
2016-10-29 19:00:00,7843
2016-10-29 19:15:00,7827
2016-10-29 19:30:00,7818
2016-10-29 19:45:00,7808
2016-10-29 20:00:00,7790
2016-10-29 20:15:00,7743
2016-10-29 20:30:00,7701
2016-10-29 20:45:00,7659
2016-10-29 21:00:00,7610
2016-10-29 21:15:00,7573
2016-10-29 21:30:00,7542
2016-10-29 21:45:00,7505
2016-10-29 22:00:00,7319
2016-10-29 22:15:00,7282
2016-10-29 22:30:00,7245
2016-10-29 22:45:00,7210
2016-10-29 23:00:00,7160
2016-10-29 23:15:00,7101
2016-10-29 23:30:00,7041
2016-10-29 23:45:00,6984
2016-10-30 00:00:00,7108
2016-10-30 00:15:00,7007
2016-10-30 00:30:00,7004
2016-10-30 00:45:00,6933
2016-10-30 01:00:00,6780
2016-10-30 01:15:00,6705
2016-10-30 01:30:00,6702
2016-10-30 01:45:00,6624
2016-10-30 02:00:00,6581
2016-10-30 02:15:00,6511
2016-10-30 02:30:00,6445
2016-10-30 02:45:00,6378
2016-10-30 03:00:00,6332
2016-10-30 03:15:00,6252
2016-10-30 03:30:00,6174
2016-10-30 03:45:00,6094
2016-10-30 04:00:00,6009
2016-10-30 04:15:00,5922
2016-10-30 04:30:00,5833
2016-10-30 04:45:00,5748
2016-10-30 05:00:00,5661
2016-10-30 05:15:00,5546
2016-10-30 05:30:00,5431
2016-10-30 05:45:00,5318
2016-10-30 06:00:00,5196
2016-10-30 06:15:00,5052
2016-10-30 06:30:00,4902
2016-10-30 06:45:00,4757
2016-10-30 07:00:00,4673
2016-10-30 07:15:00,4502
2016-10-30 07:30:00,4320
2016-10-30 07:45:00,4140
2016-10-30 08:00:00,3965
2016-10-30 08:15:00,3827
2016-10-30 08:30:00,3686
2016-10-30 08:45:00,3546
2016-10-30 09:00:00,3404
2016-10-30 09:15:00,3319
2016-10-30 09:30:00,3227
2016-10-30 09:45:00,3141
2016-10-30 10:00:00,3057
2016-10-30 10:15:00,2993
2016-10-30 10:30:00,2931
2016-10-30 10:45:00,2864
2016-10-30 11:00:00,2800
2016-10-30 11:15:00,2750
2016-10-30 11:30:00,2698
2016-10-30 11:45:00,2646
2016-10-30 12:00:00,2588
2016-10-30 12:15:00,2524
2016-10-30 12:30:00,2463
2016-10-30 12:45:00,2394
2016-10-30 13:00:00,2321
2016-10-30 13:15:00,2239
2016-10-30 13:30:00,2157
2016-10-30 13:45:00,2074
2016-10-30 14:00:00,1999
2016-10-30 14:15:00,1942
2016-10-30 14:30:00,1880
2016-10-30 14:45:00,1817
2016-10-30 15:00:00,1775
2016-10-30 15:15:00,1780
2016-10-30 15:30:00,1785
2016-10-30 15:45:00,1789
2016-10-30 16:00:00,1800
2016-10-30 16:15:00,1847
2016-10-30 16:30:00,1887
2016-10-30 16:45:00,1933
2016-10-30 17:00:00,1976
2016-10-30 17:15:00,1999
2016-10-30 17:30:00,2022
2016-10-30 17:45:00,2048
2016-10-30 18:00:00,2065
2016-10-30 18:15:00,2053
2016-10-30 18:30:00,2040
2016-10-30 18:45:00,2023
2016-10-30 19:00:00,2028
2016-10-30 19:15:00,1990
2016-10-30 19:30:00,1952
2016-10-30 19:45:00,1919
2016-10-30 20:00:00,1878
2016-10-30 20:15:00,1831
2016-10-30 20:30:00,1786
2016-10-30 20:45:00,1739
2016-10-30 21:00:00,1697
2016-10-30 21:15:00,1664
2016-10-30 21:30:00,1635
2016-10-30 21:45:00,1601
2016-10-30 22:00:00,1573
2016-10-30 22:15:00,1542
2016-10-30 22:30:00,1512
2016-10-30 22:45:00,1478
2016-10-30 23:00:00,1276
2016-10-30 23:15:00,1241
2016-10-30 23:30:00,1205
2016-10-30 23:45:00,1171
2016-10-31 00:00:00,1286
2016-10-31 00:15:00,1261
2016-10-31 00:30:00,1219
2016-10-31 00:45:00,1233
2016-10-31 01:00:00,1230
2016-10-31 01:15:00,1241
2016-10-31 01:30:00,1254
2016-10-31 01:45:00,1244
2016-10-31 02:00:00,1234
2016-10-31 02:15:00,1230
2016-10-31 02:30:00,1225
2016-10-31 02:45:00,1219
2016-10-31 03:00:00,1155
2016-10-31 03:15:00,1149
2016-10-31 03:30:00,1149
2016-10-31 03:45:00,1145
2016-10-31 04:00:00,1143
2016-10-31 04:15:00,1131
2016-10-31 04:30:00,1116
2016-10-31 04:45:00,1106
2016-10-31 05:00:00,1092
2016-10-31 05:15:00,1094
2016-10-31 05:30:00,1092
2016-10-31 05:45:00,1094
2016-10-31 06:00:00,1091
2016-10-31 06:15:00,1091
2016-10-31 06:30:00,1097
2016-10-31 06:45:00,1099
2016-10-31 07:00:00,1106
2016-10-31 07:15:00,1100
2016-10-31 07:30:00,1094
2016-10-31 07:45:00,1086
2016-10-31 08:00:00,1106
2016-10-31 08:15:00,1090
2016-10-31 08:30:00,1071
2016-10-31 08:45:00,1048
2016-10-31 09:00:00,1027
2016-10-31 09:15:00,1003
2016-10-31 09:30:00,976
2016-10-31 09:45:00,948
2016-10-31 10:00:00,925
2016-10-31 10:15:00,909
2016-10-31 10:30:00,897
2016-10-31 10:45:00,884
2016-10-31 11:00:00,870
2016-10-31 11:15:00,874
2016-10-31 11:30:00,876
2016-10-31 11:45:00,877
2016-10-31 12:00:00,880
2016-10-31 12:15:00,899
2016-10-31 12:30:00,919
2016-10-31 12:45:00,940
2016-10-31 13:00:00,961
2016-10-31 13:15:00,973
2016-10-31 13:30:00,982
2016-10-31 13:45:00,990
2016-10-31 14:00:00,1006
2016-10-31 14:15:00,1026
2016-10-31 14:30:00,1050
2016-10-31 14:45:00,1075
2016-10-31 15:00:00,1107
2016-10-31 15:15:00,1168
2016-10-31 15:30:00,1222
2016-10-31 15:45:00,1281
2016-10-31 16:00:00,1345
2016-10-31 16:15:00,1434
2016-10-31 16:30:00,1524
2016-10-31 16:45:00,1614
2016-10-31 17:00:00,1701
2016-10-31 17:15:00,1768
2016-10-31 17:30:00,1832
2016-10-31 17:45:00,1895
2016-10-31 18:00:00,1949
2016-10-31 18:15:00,2019
2016-10-31 18:30:00,2087
2016-10-31 18:45:00,2157
2016-10-31 19:00:00,2234
2016-10-31 19:15:00,2310
2016-10-31 19:30:00,2379
2016-10-31 19:45:00,2449
2016-10-31 20:00:00,2511
2016-10-31 20:15:00,2580
2016-10-31 20:30:00,2656
2016-10-31 20:45:00,2731
2016-10-31 21:00:00,2810
2016-10-31 21:15:00,2895
2016-10-31 21:30:00,2985
2016-10-31 21:45:00,3075
2016-10-31 22:00:00,3168
2016-10-31 22:15:00,3238
2016-10-31 22:30:00,3311
2016-10-31 22:45:00,3382
2016-10-31 23:00:00,3302
2016-10-31 23:15:00,3364
2016-10-31 23:30:00,3433
2016-10-31 23:45:00,3505
2016-11-01 00:00:00,4153
2016-11-01 00:15:00,4376
2016-11-01 00:30:00,4411
2016-11-01 00:45:00,4512
2016-11-01 01:00:00,4563
2016-11-01 01:15:00,4616
2016-11-01 01:30:00,4767
2016-11-01 01:45:00,4894
2016-11-01 02:00:00,4994
2016-11-01 02:15:00,5116
2016-11-01 02:30:00,5241
2016-11-01 02:45:00,5363
2016-11-01 03:00:00,5490
2016-11-01 03:15:00,5606
2016-11-01 03:30:00,5722
2016-11-01 03:45:00,5841
2016-11-01 04:00:00,5960
2016-11-01 04:15:00,6076
2016-11-01 04:30:00,6198
2016-11-01 04:45:00,6323
2016-11-01 05:00:00,6419
2016-11-01 05:15:00,6506
2016-11-01 05:30:00,6602
2016-11-01 05:45:00,6693
2016-11-01 06:00:00,6768
2016-11-01 06:15:00,6745
2016-11-01 06:30:00,6704
2016-11-01 06:45:00,6659
2016-11-01 07:00:00,6443
2016-11-01 07:15:00,6395
2016-11-01 07:30:00,6349
2016-11-01 07:45:00,6296
2016-11-01 08:00:00,6239
2016-11-01 08:15:00,6182
2016-11-01 08:30:00,6119
2016-11-01 08:45:00,6060
2016-11-01 09:00:00,6020
2016-11-01 09:15:00,6030
2016-11-01 09:30:00,6030
2016-11-01 09:45:00,6031
2016-11-01 10:00:00,6035
2016-11-01 10:15:00,6108
2016-11-01 10:30:00,6185
2016-11-01 10:45:00,6260
2016-11-01 11:00:00,6332
2016-11-01 11:15:00,6475
2016-11-01 11:30:00,6629
2016-11-01 11:45:00,6784
2016-11-01 12:00:00,6920
2016-11-01 12:15:00,6991
2016-11-01 12:30:00,7064
2016-11-01 12:45:00,7139
2016-11-01 13:00:00,7129
2016-11-01 13:15:00,7189
2016-11-01 13:30:00,7245
2016-11-01 13:45:00,7297
2016-11-01 14:00:00,7355
2016-11-01 14:15:00,7444
2016-11-01 14:30:00,7554
2016-11-01 14:45:00,7665
2016-11-01 15:00:00,7778
2016-11-01 15:15:00,7950
2016-11-01 15:30:00,8118
2016-11-01 15:45:00,8285
2016-11-01 16:00:00,8473
2016-11-01 16:15:00,8650
2016-11-01 16:30:00,8832
2016-11-01 16:45:00,9018
2016-11-01 17:00:00,9194
2016-11-01 17:15:00,9326
2016-11-01 17:30:00,9454
2016-11-01 17:45:00,9584
2016-11-01 18:00:00,9684
2016-11-01 18:15:00,9772
2016-11-01 18:30:00,9859
2016-11-01 18:45:00,9940
2016-11-01 19:00:00,10051
2016-11-01 19:15:00,10137
2016-11-01 19:30:00,10222
2016-11-01 19:45:00,10307
2016-11-01 20:00:00,10409
2016-11-01 20:15:00,10532
2016-11-01 20:30:00,10654
2016-11-01 20:45:00,10777
2016-11-01 21:00:00,10888
2016-11-01 21:15:00,10994
2016-11-01 21:30:00,11106
2016-11-01 21:45:00,11213
2016-11-01 22:00:00,11329
2016-11-01 22:15:00,11420
2016-11-01 22:30:00,11515
2016-11-01 22:45:00,11620
2016-11-01 23:00:00,11525
2016-11-01 23:15:00,11704
2016-11-01 23:30:00,11884
2016-11-01 23:45:00,12064
2016-11-02 00:00:00,13098
2016-11-02 00:15:00,13205
2016-11-02 00:30:00,13394
2016-11-02 00:45:00,13563
2016-11-02 01:00:00,13720
2016-11-02 01:15:00,13682
2016-11-02 01:30:00,13893
2016-11-02 01:45:00,14158
2016-11-02 02:00:00,14303
2016-11-02 02:15:00,14470
2016-11-02 02:30:00,14637
2016-11-02 02:45:00,14812
2016-11-02 03:00:00,14991
2016-11-02 03:15:00,15110
2016-11-02 03:30:00,15230
2016-11-02 03:45:00,15350
2016-11-02 04:00:00,15487
2016-11-02 04:15:00,15675
2016-11-02 04:30:00,15871
2016-11-02 04:45:00,16072
2016-11-02 05:00:00,16286
2016-11-02 05:15:00,16471
2016-11-02 05:30:00,16656
2016-11-02 05:45:00,16843
2016-11-02 06:00:00,17037
2016-11-02 06:15:00,17179
2016-11-02 06:30:00,17332
2016-11-02 06:45:00,17484
2016-11-02 07:00:00,17439
2016-11-02 07:15:00,17592
2016-11-02 07:30:00,17751
2016-11-02 07:45:00,17908
2016-11-02 08:00:00,18049
2016-11-02 08:15:00,18174
2016-11-02 08:30:00,18313
2016-11-02 08:45:00,18444
2016-11-02 09:00:00,18552
2016-11-02 09:15:00,18621
2016-11-02 09:30:00,18695
2016-11-02 09:45:00,18770
2016-11-02 10:00:00,18835
2016-11-02 10:15:00,18928
2016-11-02 10:30:00,19030
2016-11-02 10:45:00,19129
2016-11-02 11:00:00,19197
2016-11-02 11:15:00,19231
2016-11-02 11:30:00,19260
2016-11-02 11:45:00,19288
2016-11-02 12:00:00,19287
2016-11-02 12:15:00,19089
2016-11-02 12:30:00,18892
2016-11-02 12:45:00,18701
2016-11-02 13:00:00,18447
2016-11-02 13:15:00,18146
2016-11-02 13:30:00,17844
2016-11-02 13:45:00,17533
2016-11-02 14:00:00,17210
2016-11-02 14:15:00,16834
2016-11-02 14:30:00,16445
2016-11-02 14:45:00,16041
2016-11-02 15:00:00,15645
2016-11-02 15:15:00,15285
2016-11-02 15:30:00,14909
2016-11-02 15:45:00,14532
2016-11-02 16:00:00,14149
2016-11-02 16:15:00,13810
2016-11-02 16:30:00,13473
2016-11-02 16:45:00,13139
2016-11-02 17:00:00,12802
2016-11-02 17:15:00,12495
2016-11-02 17:30:00,12183
2016-11-02 17:45:00,11879
2016-11-02 18:00:00,11583
2016-11-02 18:15:00,11332
2016-11-02 18:30:00,11087
2016-11-02 18:45:00,10844
2016-11-02 19:00:00,10633
2016-11-02 19:15:00,10366
2016-11-02 19:30:00,10092
2016-11-02 19:45:00,9827
2016-11-02 20:00:00,9565
2016-11-02 20:15:00,9337
2016-11-02 20:30:00,9109
2016-11-02 20:45:00,8878
2016-11-02 21:00:00,8659
2016-11-02 21:15:00,8501
2016-11-02 21:30:00,8338
2016-11-02 21:45:00,8181
2016-11-02 22:00:00,8033
2016-11-02 22:15:00,7896
2016-11-02 22:30:00,7766
2016-11-02 22:45:00,7636
2016-11-02 23:00:00,7317
2016-11-02 23:15:00,7184
2016-11-02 23:30:00,7052
2016-11-02 23:45:00,6916
2016-11-03 00:00:00,7119
2016-11-03 00:15:00,7061
2016-11-03 00:30:00,6843
2016-11-03 00:45:00,6713
2016-11-03 01:00:00,6609
2016-11-03 01:15:00,6390
2016-11-03 01:30:00,6239
2016-11-03 01:45:00,6061
2016-11-03 02:00:00,5935
2016-11-03 02:15:00,5790
2016-11-03 02:30:00,5656
2016-11-03 02:45:00,5516
2016-11-03 03:00:00,5389
2016-11-03 03:15:00,5261
2016-11-03 03:30:00,5132
2016-11-03 03:45:00,5001
2016-11-03 04:00:00,4858
2016-11-03 04:15:00,4728
2016-11-03 04:30:00,4598
2016-11-03 04:45:00,4469
2016-11-03 05:00:00,4331
2016-11-03 05:15:00,4169
2016-11-03 05:30:00,4006
2016-11-03 05:45:00,3848
2016-11-03 06:00:00,3673
2016-11-03 06:15:00,3502
2016-11-03 06:30:00,3337
2016-11-03 06:45:00,3168
2016-11-03 07:00:00,3013
2016-11-03 07:15:00,2861
2016-11-03 07:30:00,2707
2016-11-03 07:45:00,2554
2016-11-03 08:00:00,2388
2016-11-03 08:15:00,2268
2016-11-03 08:30:00,2146
2016-11-03 08:45:00,2021
2016-11-03 09:00:00,1911
2016-11-03 09:15:00,1877
2016-11-03 09:30:00,1836
2016-11-03 09:45:00,1794
2016-11-03 10:00:00,1764
2016-11-03 10:15:00,1753
2016-11-03 10:30:00,1743
2016-11-03 10:45:00,1735
2016-11-03 11:00:00,1725
2016-11-03 11:15:00,1732
2016-11-03 11:30:00,1737
2016-11-03 11:45:00,1747
2016-11-03 12:00:00,1749
2016-11-03 12:15:00,1774
2016-11-03 12:30:00,1801
2016-11-03 12:45:00,1819
2016-11-03 13:00:00,1846
2016-11-03 13:15:00,1884
2016-11-03 13:30:00,1911
2016-11-03 13:45:00,1937
2016-11-03 14:00:00,1964
2016-11-03 14:15:00,1995
2016-11-03 14:30:00,2037
2016-11-03 14:45:00,2073
2016-11-03 15:00:00,2119
2016-11-03 15:15:00,2223
2016-11-03 15:30:00,2324
2016-11-03 15:45:00,2422
2016-11-03 16:00:00,2537
2016-11-03 16:15:00,2689
2016-11-03 16:30:00,2844
2016-11-03 16:45:00,2986
2016-11-03 17:00:00,3136
2016-11-03 17:15:00,3305
2016-11-03 17:30:00,3470
2016-11-03 17:45:00,3627
2016-11-03 18:00:00,3786
2016-11-03 18:15:00,3951
2016-11-03 18:30:00,4123
2016-11-03 18:45:00,4294
2016-11-03 19:00:00,4479
2016-11-03 19:15:00,4648
2016-11-03 19:30:00,4817
2016-11-03 19:45:00,4986
2016-11-03 20:00:00,5156
2016-11-03 20:15:00,5338
2016-11-03 20:30:00,5527
2016-11-03 20:45:00,5714
2016-11-03 21:00:00,5889
2016-11-03 21:15:00,6067
2016-11-03 21:30:00,6250
2016-11-03 21:45:00,6432
2016-11-03 22:00:00,6605
2016-11-03 22:15:00,6750
2016-11-03 22:30:00,6890
2016-11-03 22:45:00,7019
2016-11-03 23:00:00,6807
2016-11-03 23:15:00,6953
2016-11-03 23:30:00,7098
2016-11-03 23:45:00,7239
2016-11-04 00:00:00,6919
2016-11-04 00:15:00,7014
2016-11-04 00:30:00,7061
2016-11-04 00:45:00,7180
2016-11-04 01:00:00,7232
2016-11-04 01:15:00,7005
2016-11-04 01:30:00,7173
2016-11-04 01:45:00,7492
2016-11-04 02:00:00,7593
2016-11-04 02:15:00,7689
2016-11-04 02:30:00,7782
2016-11-04 02:45:00,7883
2016-11-04 03:00:00,8087
2016-11-04 03:15:00,8171
2016-11-04 03:30:00,8253
2016-11-04 03:45:00,8333
2016-11-04 04:00:00,8407
2016-11-04 04:15:00,8525
2016-11-04 04:30:00,8625
2016-11-04 04:45:00,8727
2016-11-04 05:00:00,8827
2016-11-04 05:15:00,8892
2016-11-04 05:30:00,8954
2016-11-04 05:45:00,9014
2016-11-04 06:00:00,9056
2016-11-04 06:15:00,9042
2016-11-04 06:30:00,9023
2016-11-04 06:45:00,9012
2016-11-04 07:00:00,8984
2016-11-04 07:15:00,8940
2016-11-04 07:30:00,8893
2016-11-04 07:45:00,8852
2016-11-04 08:00:00,8792
2016-11-04 08:15:00,8716
2016-11-04 08:30:00,8639
2016-11-04 08:45:00,8566
2016-11-04 09:00:00,8475
2016-11-04 09:15:00,8363
2016-11-04 09:30:00,8250
2016-11-04 09:45:00,8143
2016-11-04 10:00:00,8029
2016-11-04 10:15:00,7912
2016-11-04 10:30:00,7799
2016-11-04 10:45:00,7679
2016-11-04 11:00:00,7569
2016-11-04 11:15:00,7468
2016-11-04 11:30:00,7370
2016-11-04 11:45:00,7266
2016-11-04 12:00:00,7165
2016-11-04 12:15:00,7048
2016-11-04 12:30:00,6935
2016-11-04 12:45:00,6817
2016-11-04 13:00:00,6646
2016-11-04 13:15:00,6542
2016-11-04 13:30:00,6443
2016-11-04 13:45:00,6342
2016-11-04 14:00:00,6269
2016-11-04 14:15:00,6239
2016-11-04 14:30:00,6209
2016-11-04 14:45:00,6181
2016-11-04 15:00:00,6188
2016-11-04 15:15:00,6349
2016-11-04 15:30:00,6510
2016-11-04 15:45:00,6674
2016-11-04 16:00:00,6854
2016-11-04 16:15:00,7060
2016-11-04 16:30:00,7263
2016-11-04 16:45:00,7466
2016-11-04 17:00:00,7654
2016-11-04 17:15:00,7802
2016-11-04 17:30:00,7942
2016-11-04 17:45:00,8089
2016-11-04 18:00:00,8189
2016-11-04 18:15:00,8149
2016-11-04 18:30:00,8104
2016-11-04 18:45:00,8062
2016-11-04 19:00:00,7990
2016-11-04 19:15:00,7880
2016-11-04 19:30:00,7774
2016-11-04 19:45:00,7668
2016-11-04 20:00:00,7545
2016-11-04 20:15:00,7416
2016-11-04 20:30:00,7283
2016-11-04 20:45:00,7152
2016-11-04 21:00:00,7027
2016-11-04 21:15:00,6917
2016-11-04 21:30:00,6809
2016-11-04 21:45:00,6699
2016-11-04 22:00:00,6609
2016-11-04 22:15:00,6547
2016-11-04 22:30:00,6478
2016-11-04 22:45:00,6407
2016-11-04 23:00:00,6092
2016-11-04 23:15:00,6035
2016-11-04 23:30:00,5980
2016-11-04 23:45:00,5922
2016-11-05 00:00:00,6568
