Date,Wind Onshore in MAW
2017-10-27 18:30:00,15014
2017-10-27 18:45:00,15315
2017-10-27 19:00:00,15423
2017-10-27 19:15:00,15420
2017-10-27 19:30:00,15181
2017-10-27 19:45:00,15129
2017-10-27 20:00:00,15060
2017-10-27 20:15:00,15269
2017-10-27 20:30:00,15403
2017-10-27 20:45:00,15895
2017-10-27 21:00:00,16136
2017-10-27 21:15:00,16535
2017-10-27 21:30:00,16769
2017-10-27 21:45:00,16619
2017-10-27 22:00:00,16981
2017-10-27 22:15:00,17255
2017-10-27 22:30:00,17500
2017-10-27 22:45:00,17825
2017-10-27 23:00:00,18165
2017-10-27 23:15:00,18484
2017-10-27 23:30:00,18800
2017-10-27 23:45:00,19331
2017-10-28 00:00:00,19628
2017-10-28 00:15:00,19767
2017-10-28 00:30:00,20556
2017-10-28 00:45:00,21088
2017-10-28 01:00:00,21467
2017-10-28 01:15:00,21583
2017-10-28 01:30:00,21714
2017-10-28 01:45:00,21993
2017-10-28 02:00:00,22370
2017-10-28 02:15:00,22619
2017-10-28 02:30:00,22873
2017-10-28 02:45:00,23164
2017-10-28 03:00:00,23286
2017-10-28 03:15:00,23666
2017-10-28 03:30:00,23950
2017-10-28 03:45:00,24266
2017-10-28 04:00:00,25405
2017-10-28 04:15:00,25922
2017-10-28 04:30:00,26321
2017-10-28 04:45:00,26681
2017-10-28 05:00:00,27077
2017-10-28 05:15:00,27545
2017-10-28 05:30:00,28086
2017-10-28 05:45:00,28550
2017-10-28 06:00:00,28575
2017-10-28 06:15:00,28415
2017-10-28 06:30:00,28557
2017-10-28 06:45:00,28770
2017-10-28 07:00:00,29053
2017-10-28 07:15:00,29234
2017-10-28 07:30:00,29832
2017-10-28 07:45:00,30183
2017-10-28 08:00:00,30621
2017-10-28 08:15:00,31139
2017-10-28 08:30:00,31579
2017-10-28 08:45:00,32132
2017-10-28 09:00:00,32586
2017-10-28 09:15:00,32926
2017-10-28 09:30:00,33333
2017-10-28 09:45:00,33806
2017-10-28 10:00:00,34261
2017-10-28 10:15:00,34473
2017-10-28 10:30:00,34498
2017-10-28 10:45:00,34768
2017-10-28 11:00:00,34918
2017-10-28 11:15:00,34876
2017-10-28 11:30:00,34722
2017-10-28 11:45:00,34409
2017-10-28 12:00:00,34465
2017-10-28 12:15:00,34591
2017-10-28 12:30:00,34919
2017-10-28 12:45:00,34757
2017-10-28 13:00:00,35017
2017-10-28 13:15:00,34861
2017-10-28 13:30:00,34746
2017-10-28 13:45:00,34864
2017-10-28 14:00:00,34748
2017-10-28 14:15:00,34778
2017-10-28 14:30:00,34601
2017-10-28 14:45:00,34642
2017-10-28 15:00:00,34711
2017-10-28 15:15:00,34679
2017-10-28 15:30:00,34832
2017-10-28 15:45:00,35093
2017-10-28 16:00:00,35201
2017-10-28 16:15:00,35051
2017-10-28 16:30:00,35172
2017-10-28 16:45:00,35343
2017-10-28 17:00:00,35436
2017-10-28 17:15:00,35552
2017-10-28 17:30:00,35537
2017-10-28 17:45:00,35735
2017-10-28 18:00:00,35419
2017-10-28 18:15:00,35754
2017-10-28 18:30:00,35639
2017-10-28 18:45:00,35247
2017-10-28 19:00:00,35358
2017-10-28 19:15:00,35594
2017-10-28 19:30:00,35623
2017-10-28 19:45:00,35460
2017-10-28 20:00:00,34517
2017-10-28 20:15:00,34468
2017-10-28 20:30:00,34071
2017-10-28 20:45:00,34017
2017-10-28 21:00:00,33732
2017-10-28 21:15:00,33240
2017-10-28 21:30:00,33358
2017-10-28 21:45:00,32690
2017-10-28 22:00:00,31005
2017-10-28 22:15:00,30077
2017-10-28 22:30:00,29303
2017-10-28 22:45:00,28610
2017-10-28 23:00:00,28269
2017-10-28 23:15:00,27948
2017-10-28 23:30:00,28045
2017-10-28 23:45:00,26694
2017-10-29 00:00:00,26538
2017-10-29 00:15:00,26309
2017-10-29 00:30:00,26368
2017-10-29 00:45:00,26308
2017-10-29 01:00:00,26713
2017-10-29 01:15:00,26317
2017-10-29 01:30:00,26094
2017-10-29 01:45:00,26197
2017-10-29 02:00:00,26008
2017-10-29 02:15:00,26057
2017-10-29 02:30:00,26334
2017-10-29 02:45:00,26298
2017-10-29 03:00:00,26808
2017-10-29 03:15:00,27694
2017-10-29 03:30:00,28195
2017-10-29 03:45:00,28859
2017-10-29 04:00:00,30337
2017-10-29 04:15:00,29749
2017-10-29 04:30:00,30195
2017-10-29 04:45:00,29983
2017-10-29 05:00:00,29906
2017-10-29 05:15:00,30300
2017-10-29 05:30:00,31004
2017-10-29 05:45:00,31561
2017-10-29 06:00:00,31865
2017-10-29 06:15:00,31905
2017-10-29 06:30:00,32347
2017-10-29 06:45:00,32181
2017-10-29 07:00:00,31630
2017-10-29 07:15:00,31790
2017-10-29 07:30:00,31747
2017-10-29 07:45:00,31758
2017-10-29 08:00:00,32329
2017-10-29 08:15:00,32442
2017-10-29 08:30:00,32798
2017-10-29 08:45:00,32815
2017-10-29 09:00:00,32724
2017-10-29 09:15:00,33078
2017-10-29 09:30:00,33194
2017-10-29 09:45:00,32763
2017-10-29 10:00:00,32674
2017-10-29 10:15:00,32517
2017-10-29 10:30:00,31918
2017-10-29 10:45:00,31924
2017-10-29 11:00:00,31727
2017-10-29 11:15:00,31851
2017-10-29 11:30:00,32140
2017-10-29 11:45:00,31335
2017-10-29 12:00:00,30293
2017-10-29 12:15:00,29581
2017-10-29 12:30:00,29138
2017-10-29 12:45:00,29183
2017-10-29 13:00:00,29108
2017-10-29 13:15:00,29451
2017-10-29 13:30:00,30141
2017-10-29 13:45:00,29596
2017-10-29 14:00:00,28705
2017-10-29 14:15:00,28123
2017-10-29 14:30:00,27443
2017-10-29 14:45:00,26711
2017-10-29 15:00:00,25817
2017-10-29 15:15:00,25135
2017-10-29 15:30:00,25154
2017-10-29 15:45:00,25034
2017-10-29 16:00:00,24555
2017-10-29 16:15:00,24225
2017-10-29 16:30:00,24010
2017-10-29 16:45:00,23551
2017-10-29 17:00:00,23775
2017-10-29 17:15:00,24022
2017-10-29 17:30:00,24020
2017-10-29 17:45:00,24160
2017-10-29 18:00:00,23955
2017-10-29 18:15:00,23909
2017-10-29 18:30:00,23711
2017-10-29 18:45:00,23341
2017-10-29 19:00:00,23237
2017-10-29 19:15:00,23310
2017-10-29 19:30:00,23045
2017-10-29 19:45:00,22785
2017-10-29 20:00:00,22398
2017-10-29 20:15:00,22119
2017-10-29 20:30:00,21753
2017-10-29 20:45:00,21362
2017-10-29 21:00:00,20687
2017-10-29 21:15:00,20514
2017-10-29 21:30:00,20364
2017-10-29 21:45:00,20086
2017-10-29 22:00:00,19910
2017-10-29 22:15:00,19857
2017-10-29 22:30:00,19983
2017-10-29 22:45:00,19845
2017-10-29 23:00:00,19806
2017-10-29 23:15:00,19820
2017-10-29 23:30:00,19903
2017-10-29 23:45:00,19776
2017-10-30 00:00:00,19660
2017-10-30 00:15:00,19719
2017-10-30 00:30:00,19513
2017-10-30 00:45:00,19430
2017-10-30 01:00:00,19355
2017-10-30 01:15:00,18956
2017-10-30 01:30:00,18675
2017-10-30 01:45:00,18806
2017-10-30 02:00:00,18563
2017-10-30 02:15:00,18360
2017-10-30 02:30:00,18146
2017-10-30 02:45:00,18043
2017-10-30 03:00:00,17821
2017-10-30 03:15:00,17688
2017-10-30 03:30:00,17386
2017-10-30 03:45:00,17136
2017-10-30 04:00:00,17027
2017-10-30 04:15:00,17273
2017-10-30 04:30:00,17560
2017-10-30 04:45:00,17465
2017-10-30 05:00:00,17305
2017-10-30 05:15:00,17010
2017-10-30 05:30:00,16886
2017-10-30 05:45:00,16668
2017-10-30 06:00:00,16163
2017-10-30 06:15:00,15635
2017-10-30 06:30:00,15304
2017-10-30 06:45:00,14838
2017-10-30 07:00:00,14185
2017-10-30 07:15:00,13878
2017-10-30 07:30:00,13583
2017-10-30 07:45:00,13128
2017-10-30 08:00:00,12605
2017-10-30 08:15:00,12084
2017-10-30 08:30:00,11917
2017-10-30 08:45:00,11729
2017-10-30 09:00:00,11451
2017-10-30 09:15:00,11405
2017-10-30 09:30:00,11348
2017-10-30 09:45:00,11583
2017-10-30 10:00:00,11803
2017-10-30 10:15:00,12278
2017-10-30 10:30:00,12584
2017-10-30 10:45:00,13063
2017-10-30 11:00:00,13278
2017-10-30 11:15:00,13875
2017-10-30 11:30:00,14328
2017-10-30 11:45:00,14652
2017-10-30 12:00:00,15007
2017-10-30 12:15:00,15064
2017-10-30 12:30:00,15003
2017-10-30 12:45:00,14968
2017-10-30 13:00:00,14789
2017-10-30 13:15:00,14472
2017-10-30 13:30:00,14408
2017-10-30 13:45:00,14385
2017-10-30 14:00:00,14022
2017-10-30 14:15:00,13821
2017-10-30 14:30:00,12984
2017-10-30 14:45:00,12460
2017-10-30 15:00:00,12209
2017-10-30 15:15:00,12145
2017-10-30 15:30:00,11911
2017-10-30 15:45:00,11727
2017-10-30 16:00:00,10970
2017-10-30 16:15:00,10504
2017-10-30 16:30:00,10423
2017-10-30 16:45:00,10499
2017-10-30 17:00:00,10466
2017-10-30 17:15:00,10527
2017-10-30 17:30:00,10472
2017-10-30 17:45:00,10483
2017-10-30 18:00:00,10243
2017-10-30 18:15:00,10335
2017-10-30 18:30:00,10359
2017-10-30 18:45:00,10486
2017-10-30 19:00:00,10368
2017-10-30 19:15:00,10266
2017-10-30 19:30:00,10111
2017-10-30 19:45:00,10020
2017-10-30 20:00:00,9966
2017-10-30 20:15:00,9877
2017-10-30 20:30:00,9768
2017-10-30 20:45:00,9609
2017-10-30 21:00:00,9492
2017-10-30 21:15:00,9625
2017-10-30 21:30:00,9715
2017-10-30 21:45:00,9792
2017-10-30 22:00:00,9905
2017-10-30 22:15:00,9837
2017-10-30 22:30:00,9661
2017-10-30 22:45:00,9450
2017-10-30 23:00:00,9227
2017-10-30 23:15:00,9080
2017-10-30 23:30:00,9054
2017-10-30 23:45:00,8959
2017-10-31 00:00:00,8820
2017-10-31 00:15:00,8741
2017-10-31 00:30:00,8523
2017-10-31 00:45:00,8420
2017-10-31 01:00:00,8128
2017-10-31 01:15:00,7956
2017-10-31 01:30:00,7939
2017-10-31 01:45:00,7949
2017-10-31 02:00:00,7900
2017-10-31 02:15:00,7876
2017-10-31 02:30:00,7918
2017-10-31 02:45:00,7814
2017-10-31 03:00:00,7755
2017-10-31 03:15:00,7852
2017-10-31 03:30:00,7627
2017-10-31 03:45:00,7571
2017-10-31 04:00:00,7521
2017-10-31 04:15:00,7443
2017-10-31 04:30:00,7385
2017-10-31 04:45:00,7313
2017-10-31 05:00:00,7311
2017-10-31 05:15:00,7294
2017-10-31 05:30:00,7266
2017-10-31 05:45:00,7205
2017-10-31 06:00:00,7106
2017-10-31 06:15:00,6840
2017-10-31 06:30:00,6689
2017-10-31 06:45:00,6456
2017-10-31 07:00:00,6358
2017-10-31 07:15:00,6321
2017-10-31 07:30:00,6265
2017-10-31 07:45:00,6153
2017-10-31 08:00:00,6014
2017-10-31 08:15:00,5926
2017-10-31 08:30:00,5894
2017-10-31 08:45:00,5985
2017-10-31 09:00:00,6025
2017-10-31 09:15:00,6025
2017-10-31 09:30:00,6063
2017-10-31 09:45:00,6132
2017-10-31 10:00:00,6401
2017-10-31 10:15:00,6653
2017-10-31 10:30:00,6842
2017-10-31 10:45:00,7078
2017-10-31 11:00:00,7308
2017-10-31 11:15:00,7577
2017-10-31 11:30:00,7721
2017-10-31 11:45:00,7697
2017-10-31 12:00:00,7834
2017-10-31 12:15:00,7880
2017-10-31 12:30:00,7810
2017-10-31 12:45:00,7689
2017-10-31 13:00:00,7679
2017-10-31 13:15:00,7651
2017-10-31 13:30:00,7710
2017-10-31 13:45:00,7817
2017-10-31 14:00:00,7882
2017-10-31 14:15:00,7907
2017-10-31 14:30:00,7979
2017-10-31 14:45:00,7934
2017-10-31 15:00:00,8008
2017-10-31 15:15:00,8224
2017-10-31 15:30:00,8278
2017-10-31 15:45:00,8234
2017-10-31 16:00:00,8296
2017-10-31 16:15:00,8238
2017-10-31 16:30:00,8378
2017-10-31 16:45:00,8698
2017-10-31 17:00:00,8910
2017-10-31 17:15:00,9044
2017-10-31 17:30:00,9256
2017-10-31 17:45:00,9469
2017-10-31 18:00:00,9587
2017-10-31 18:15:00,9800
2017-10-31 18:30:00,9960
2017-10-31 18:45:00,10095
2017-10-31 19:00:00,10129
2017-10-31 19:15:00,10283
2017-10-31 19:30:00,10350
2017-10-31 19:45:00,10471
2017-10-31 20:00:00,10727
2017-10-31 20:15:00,10830
2017-10-31 20:30:00,11211
2017-10-31 20:45:00,11457
2017-10-31 21:00:00,11510
2017-10-31 21:15:00,11625
2017-10-31 21:30:00,11817
2017-10-31 21:45:00,11933
2017-10-31 22:00:00,12088
2017-10-31 22:15:00,12156
2017-10-31 22:30:00,12260
2017-10-31 22:45:00,12323
2017-10-31 23:00:00,12481
2017-10-31 23:15:00,12386
2017-10-31 23:30:00,12431
2017-10-31 23:45:00,12451
2017-11-01 00:00:00,12535
2017-11-01 00:15:00,12712
2017-11-01 00:30:00,12759
2017-11-01 00:45:00,12731
2017-11-01 01:00:00,12987
2017-11-01 01:15:00,13198
2017-11-01 01:30:00,13202
2017-11-01 01:45:00,13331
2017-11-01 02:00:00,13433
2017-11-01 02:15:00,13397
2017-11-01 02:30:00,13404
2017-11-01 02:45:00,13477
2017-11-01 03:00:00,13588
2017-11-01 03:15:00,13713
2017-11-01 03:30:00,13648
2017-11-01 03:45:00,13590
2017-11-01 04:00:00,13590
2017-11-01 04:15:00,13727
2017-11-01 04:30:00,13622
2017-11-01 04:45:00,13576
2017-11-01 05:00:00,13859
2017-11-01 05:15:00,13908
2017-11-01 05:30:00,13873
2017-11-01 05:45:00,14011
2017-11-01 06:00:00,14050
2017-11-01 06:15:00,14082
2017-11-01 06:30:00,13932
2017-11-01 06:45:00,13903
2017-11-01 07:00:00,13873
2017-11-01 07:15:00,13803
2017-11-01 07:30:00,13912
2017-11-01 07:45:00,14209
2017-11-01 08:00:00,14150
2017-11-01 08:15:00,13868
2017-11-01 08:30:00,13793
2017-11-01 08:45:00,13738
2017-11-01 09:00:00,13699
2017-11-01 09:15:00,13507
2017-11-01 09:30:00,13407
2017-11-01 09:45:00,13137
2017-11-01 10:00:00,13034
2017-11-01 10:15:00,12929
2017-11-01 10:30:00,12956
2017-11-01 10:45:00,13076
2017-11-01 11:00:00,13049
2017-11-01 11:15:00,13094
2017-11-01 11:30:00,13054
2017-11-01 11:45:00,13141
2017-11-01 12:00:00,12966
2017-11-01 12:15:00,12803
2017-11-01 12:30:00,12818
2017-11-01 12:45:00,12841
2017-11-01 13:00:00,12742
2017-11-01 13:15:00,12507
2017-11-01 13:30:00,12316
2017-11-01 13:45:00,12315
2017-11-01 14:00:00,12374
2017-11-01 14:15:00,12077
2017-11-01 14:30:00,12037
2017-11-01 14:45:00,11886
2017-11-01 15:00:00,12334
2017-11-01 15:15:00,12772
2017-11-01 15:30:00,12794
2017-11-01 15:45:00,12710
2017-11-01 16:00:00,12776
2017-11-01 16:15:00,12988
2017-11-01 16:30:00,13400
2017-11-01 16:45:00,13620
2017-11-01 17:00:00,13789
2017-11-01 17:15:00,14073
2017-11-01 17:30:00,14048
2017-11-01 17:45:00,14337
2017-11-01 18:00:00,14656
2017-11-01 18:15:00,14803
2017-11-01 18:30:00,15050
2017-11-01 18:45:00,15099
2017-11-01 19:00:00,15259
2017-11-01 19:15:00,15375
2017-11-01 19:30:00,15373
2017-11-01 19:45:00,15358
2017-11-01 20:00:00,15626
2017-11-01 20:15:00,15828
2017-11-01 20:30:00,15924
2017-11-01 20:45:00,16051
2017-11-01 21:00:00,15476
2017-11-01 21:15:00,15554
2017-11-01 21:30:00,15558
2017-11-01 21:45:00,15456
2017-11-01 22:00:00,15338
2017-11-01 22:15:00,15167
2017-11-01 22:30:00,15253
2017-11-01 22:45:00,15123
2017-11-01 23:00:00,15191
2017-11-01 23:15:00,15327
2017-11-01 23:30:00,15447
2017-11-01 23:45:00,15675
2017-11-02 00:00:00,15761
2017-11-02 00:15:00,15527
2017-11-02 00:30:00,15401
2017-11-02 00:45:00,15424
2017-11-02 01:00:00,15552
2017-11-02 01:15:00,15612
2017-11-02 01:30:00,15976
2017-11-02 01:45:00,16255
2017-11-02 02:00:00,16301
2017-11-02 02:15:00,16427
2017-11-02 02:30:00,16586
2017-11-02 02:45:00,16647
2017-11-02 03:00:00,16822
2017-11-02 03:15:00,16889
2017-11-02 03:30:00,16845
2017-11-02 03:45:00,16654
2017-11-02 04:00:00,16588
2017-11-02 04:15:00,16580
2017-11-02 04:30:00,16512
2017-11-02 04:45:00,16353
2017-11-02 05:00:00,16644
2017-11-02 05:15:00,16710
2017-11-02 05:30:00,16729
2017-11-02 05:45:00,16217
2017-11-02 06:00:00,15764
2017-11-02 06:15:00,15692
2017-11-02 06:30:00,15444
2017-11-02 06:45:00,15348
2017-11-02 07:00:00,15321
2017-11-02 07:15:00,14809
2017-11-02 07:30:00,14492
2017-11-02 07:45:00,14125
2017-11-02 08:00:00,13679
2017-11-02 08:15:00,13294
2017-11-02 08:30:00,12957
2017-11-02 08:45:00,12538
2017-11-02 09:00:00,12319
2017-11-02 09:15:00,12161
2017-11-02 09:30:00,12385
2017-11-02 09:45:00,12384
2017-11-02 10:00:00,12457
2017-11-02 10:15:00,12741
2017-11-02 10:30:00,13021
2017-11-02 10:45:00,12954
2017-11-02 11:00:00,13054
2017-11-02 11:15:00,13180
2017-11-02 11:30:00,13437
2017-11-02 11:45:00,13123
2017-11-02 12:00:00,13046
2017-11-02 12:15:00,13161
2017-11-02 12:30:00,13146
2017-11-02 12:45:00,13023
2017-11-02 13:00:00,13146
2017-11-02 13:15:00,12772
2017-11-02 13:30:00,12335
2017-11-02 13:45:00,12049
2017-11-02 14:00:00,11740
2017-11-02 14:15:00,11423
2017-11-02 14:30:00,11187
2017-11-02 14:45:00,10710
2017-11-02 15:00:00,10410
2017-11-02 15:15:00,10319
2017-11-02 15:30:00,10146
2017-11-02 15:45:00,9982
2017-11-02 16:00:00,9857
2017-11-02 16:15:00,9899
2017-11-02 16:30:00,9744
2017-11-02 16:45:00,9767
2017-11-02 17:00:00,9795
2017-11-02 17:15:00,9703
2017-11-02 17:30:00,9462
2017-11-02 17:45:00,9248
2017-11-02 18:00:00,9093
2017-11-02 18:15:00,9115
2017-11-02 18:30:00,9007
2017-11-02 18:45:00,8937
2017-11-02 19:00:00,8798
2017-11-02 19:15:00,8495
2017-11-02 19:30:00,8371
2017-11-02 19:45:00,8192
2017-11-02 20:00:00,8011
2017-11-02 20:15:00,7833
2017-11-02 20:30:00,7565
2017-11-02 20:45:00,7506
2017-11-02 21:00:00,7260
2017-11-02 21:15:00,6981
2017-11-02 21:30:00,6773
2017-11-02 21:45:00,6594
2017-11-02 22:00:00,6298
2017-11-02 22:15:00,6022
2017-11-02 22:30:00,5871
2017-11-02 22:45:00,5679
2017-11-02 23:00:00,5369
2017-11-02 23:15:00,5190
2017-11-02 23:30:00,4957
2017-11-02 23:45:00,4725
2017-11-03 00:00:00,4571
2017-11-03 00:15:00,4356
2017-11-03 00:30:00,4145
2017-11-03 00:45:00,3946
2017-11-03 01:00:00,3777
2017-11-03 01:15:00,3530
2017-11-03 01:30:00,3364
2017-11-03 01:45:00,3225
2017-11-03 02:00:00,3043
2017-11-03 02:15:00,2882
2017-11-03 02:30:00,2702
2017-11-03 02:45:00,2605
2017-11-03 03:00:00,2505
2017-11-03 03:15:00,2397
2017-11-03 03:30:00,2334
2017-11-03 03:45:00,2267
2017-11-03 04:00:00,2148
2017-11-03 04:15:00,2122
2017-11-03 04:30:00,2063
2017-11-03 04:45:00,2051
2017-11-03 05:00:00,2064
2017-11-03 05:15:00,2085
2017-11-03 05:30:00,2127
2017-11-03 05:45:00,2043
2017-11-03 06:00:00,1907
2017-11-03 06:15:00,1831
2017-11-03 06:30:00,1856
2017-11-03 06:45:00,1781
2017-11-03 07:00:00,1690
2017-11-03 07:15:00,1614
2017-11-03 07:30:00,1547
2017-11-03 07:45:00,1524
2017-11-03 08:00:00,1463
2017-11-03 08:15:00,1454
2017-11-03 08:30:00,1345
2017-11-03 08:45:00,1251
2017-11-03 09:00:00,1212
2017-11-03 09:15:00,1265
2017-11-03 09:30:00,1256
2017-11-03 09:45:00,1205
2017-11-03 10:00:00,1163
2017-11-03 10:15:00,1181
2017-11-03 10:30:00,1267
2017-11-03 10:45:00,1292
2017-11-03 11:00:00,1358
2017-11-03 11:15:00,1463
2017-11-03 11:30:00,1578
2017-11-03 11:45:00,1716
2017-11-03 12:00:00,1639
2017-11-03 12:15:00,1570
2017-11-03 12:30:00,1606
2017-11-03 12:45:00,1642
2017-11-03 13:00:00,1721
2017-11-03 13:15:00,1752
2017-11-03 13:30:00,1777
2017-11-03 13:45:00,1784
2017-11-03 14:00:00,1915
2017-11-03 14:15:00,2046
2017-11-03 14:30:00,2067
2017-11-03 14:45:00,2071
2017-11-03 15:00:00,2132
2017-11-03 15:15:00,2193
2017-11-03 15:30:00,2463
2017-11-03 15:45:00,2648
2017-11-03 16:00:00,2809
2017-11-03 16:15:00,3072
2017-11-03 16:30:00,3334
2017-11-03 16:45:00,3522
2017-11-03 17:00:00,3725
2017-11-03 17:15:00,4084
2017-11-03 17:30:00,4427
2017-11-03 17:45:00,4695
2017-11-03 18:00:00,4919
2017-11-03 18:15:00,5104
2017-11-03 18:30:00,5403
2017-11-03 18:45:00,5560
2017-11-03 19:00:00,5740
2017-11-03 19:15:00,5953
2017-11-03 19:30:00,6112
2017-11-03 19:45:00,6286
2017-11-03 20:00:00,6460
2017-11-03 20:15:00,6663
2017-11-03 20:30:00,6756
2017-11-03 20:45:00,6897
2017-11-03 21:00:00,6865
2017-11-03 21:15:00,6828
2017-11-03 21:30:00,6816
2017-11-03 21:45:00,6832
2017-11-03 22:00:00,6955
2017-11-03 22:15:00,7024
2017-11-03 22:30:00,7105
2017-11-03 22:45:00,7126
2017-11-03 23:00:00,7132
2017-11-03 23:15:00,7145
2017-11-03 23:30:00,7095
2017-11-03 23:45:00,7143
2017-11-04 00:00:00,7179
2017-11-04 00:15:00,7211
2017-11-04 00:30:00,7213
2017-11-04 00:45:00,7245
2017-11-04 01:00:00,7176
2017-11-04 01:15:00,7108
2017-11-04 01:30:00,6984
2017-11-04 01:45:00,6955
2017-11-04 02:00:00,6912
2017-11-04 02:15:00,6951
2017-11-04 02:30:00,6835
2017-11-04 02:45:00,6700
2017-11-04 03:00:00,6651
2017-11-04 03:15:00,6628
2017-11-04 03:30:00,6571
2017-11-04 03:45:00,6355
2017-11-04 04:00:00,6313
2017-11-04 04:15:00,6330
2017-11-04 04:30:00,6346
2017-11-04 04:45:00,6422
2017-11-04 05:00:00,6475
2017-11-04 05:15:00,6584
2017-11-04 05:30:00,6698
2017-11-04 05:45:00,6713
2017-11-04 06:00:00,6718
2017-11-04 06:15:00,6709
2017-11-04 06:30:00,6705
2017-11-04 06:45:00,6899
2017-11-04 07:00:00,6967
2017-11-04 07:15:00,6908
2017-11-04 07:30:00,6768
2017-11-04 07:45:00,6779
2017-11-04 08:00:00,6587
2017-11-04 08:15:00,6326
2017-11-04 08:30:00,6184
2017-11-04 08:45:00,5873
2017-11-04 09:00:00,5476
2017-11-04 09:15:00,5224
2017-11-04 09:30:00,4999
2017-11-04 09:45:00,4776
2017-11-04 10:00:00,4615
2017-11-04 10:15:00,4455
2017-11-04 10:30:00,4311
2017-11-04 10:45:00,4284
2017-11-04 11:00:00,4290
2017-11-04 11:15:00,4332
2017-11-04 11:30:00,4502
2017-11-04 11:45:00,4671
2017-11-04 12:00:00,4911
2017-11-04 12:15:00,5226
2017-11-04 12:30:00,5564
2017-11-04 12:45:00,5674
2017-11-04 13:00:00,5974
2017-11-04 13:15:00,6263
2017-11-04 13:30:00,6562
2017-11-04 13:45:00,6983
2017-11-04 14:00:00,7645
2017-11-04 14:15:00,8352
2017-11-04 14:30:00,9003
2017-11-04 14:45:00,9502
2017-11-04 15:00:00,10073
2017-11-04 15:15:00,10874
2017-11-04 15:30:00,11651
2017-11-04 15:45:00,12566
2017-11-04 16:00:00,13440
2017-11-04 16:15:00,14290
2017-11-04 16:30:00,14914
2017-11-04 16:45:00,15481
2017-11-04 17:00:00,16144
2017-11-04 17:15:00,16845
2017-11-04 17:30:00,17397
2017-11-04 17:45:00,18009
2017-11-04 18:00:00,18442
2017-11-04 18:15:00,18709
2017-11-04 18:30:00,18619
2017-11-04 18:45:00,18522
2017-11-04 19:00:00,18294
2017-11-04 19:15:00,18100
2017-11-04 19:30:00,18246
2017-11-04 19:45:00,18156
2017-11-04 20:00:00,17850
2017-11-04 20:15:00,17569
2017-11-04 20:30:00,17400
2017-11-04 20:45:00,17360
2017-11-04 21:00:00,17366
2017-11-04 21:15:00,17320
2017-11-04 21:30:00,17306
2017-11-04 21:45:00,17216
2017-11-04 22:00:00,17136
2017-11-04 22:15:00,17139
2017-11-04 22:30:00,16944
2017-11-04 22:45:00,16542
2017-11-04 23:00:00,15810
2017-11-04 23:15:00,15354
2017-11-04 23:30:00,14694
2017-11-04 23:45:00,14434
2017-11-05 00:00:00,14232
2017-11-05 00:15:00,13599
2017-11-05 00:30:00,13224
2017-11-05 00:45:00,12786
2017-11-05 01:00:00,12103
