Date,Realised/System total load in MAW
2016-10-26 23:00:00,46901
2016-10-26 23:15:00,46236
2016-10-26 23:30:00,45949
2016-10-26 23:45:00,45738
2016-10-27 00:00:00,45400
2016-10-27 00:15:00,45448
2016-10-27 00:30:00,45504
2016-10-27 00:45:00,45316
2016-10-27 01:00:00,45563
2016-10-27 01:15:00,45686
2016-10-27 01:30:00,46084
2016-10-27 01:45:00,46211
2016-10-27 02:00:00,46513
2016-10-27 02:15:00,47234
2016-10-27 02:30:00,47748
2016-10-27 02:45:00,48528
2016-10-27 03:00:00,49918
2016-10-27 03:15:00,50672
2016-10-27 03:30:00,51906
2016-10-27 03:45:00,53181
2016-10-27 04:00:00,56089
2016-10-27 04:15:00,58733
2016-10-27 04:30:00,60817
2016-10-27 04:45:00,62687
2016-10-27 05:00:00,64581
2016-10-27 05:15:00,66058
2016-10-27 05:30:00,67230
2016-10-27 05:45:00,67811
2016-10-27 06:00:00,68033
2016-10-27 06:15:00,68028
2016-10-27 06:30:00,68342
2016-10-27 06:45:00,68506
2016-10-27 07:00:00,68043
2016-10-27 07:15:00,68230
2016-10-27 07:30:00,68534
2016-10-27 07:45:00,68573
2016-10-27 08:00:00,68776
2016-10-27 08:15:00,68885
2016-10-27 08:30:00,69114
2016-10-27 08:45:00,69423
2016-10-27 09:00:00,69525
2016-10-27 09:15:00,69652
2016-10-27 09:30:00,69721
2016-10-27 09:45:00,69352
2016-10-27 10:00:00,68744
2016-10-27 10:15:00,68914
2016-10-27 10:30:00,68817
2016-10-27 10:45:00,68607
2016-10-27 11:00:00,68388
2016-10-27 11:15:00,68132
2016-10-27 11:30:00,67884
2016-10-27 11:45:00,67175
2016-10-27 12:00:00,67193
2016-10-27 12:15:00,67074
2016-10-27 12:30:00,67100
2016-10-27 12:45:00,66724
2016-10-27 13:00:00,66744
2016-10-27 13:15:00,66161
2016-10-27 13:30:00,66057
2016-10-27 13:45:00,65447
2016-10-27 14:00:00,64918
2016-10-27 14:15:00,64709
2016-10-27 14:30:00,64509
2016-10-27 14:45:00,64424
2016-10-27 15:00:00,64682
2016-10-27 15:15:00,65021
2016-10-27 15:30:00,65451
2016-10-27 15:45:00,66275
2016-10-27 16:00:00,66798
2016-10-27 16:15:00,67797
2016-10-27 16:30:00,68743
2016-10-27 16:45:00,69189
2016-10-27 17:00:00,69165
2016-10-27 17:15:00,68522
2016-10-27 17:30:00,68161
2016-10-27 17:45:00,67410
2016-10-27 18:00:00,66412
2016-10-27 18:15:00,65034
2016-10-27 18:30:00,64079
2016-10-27 18:45:00,62856
2016-10-27 19:00:00,61769
2016-10-27 19:15:00,60796
2016-10-27 19:30:00,59838
2016-10-27 19:45:00,59101
2016-10-27 20:00:00,58613
2016-10-27 20:15:00,57709
2016-10-27 20:30:00,56469
2016-10-27 20:45:00,55385
2016-10-27 21:00:00,54329
2016-10-27 21:15:00,53088
2016-10-27 21:30:00,51802
2016-10-27 21:45:00,50846
2016-10-27 22:00:00,49619
2016-10-27 22:15:00,48641
2016-10-27 22:30:00,48067
2016-10-27 22:45:00,47315
2016-10-27 23:00:00,46965
2016-10-27 23:15:00,46593
2016-10-27 23:30:00,46249
2016-10-27 23:45:00,46131
2016-10-28 00:00:00,45874
2016-10-28 00:15:00,45496
2016-10-28 00:30:00,45543
2016-10-28 00:45:00,45827
2016-10-28 01:00:00,46062
2016-10-28 01:15:00,46063
2016-10-28 01:30:00,46051
2016-10-28 01:45:00,46562
2016-10-28 02:00:00,47125
2016-10-28 02:15:00,47319
2016-10-28 02:30:00,48056
2016-10-28 02:45:00,48730
2016-10-28 03:00:00,49899
2016-10-28 03:15:00,50519
2016-10-28 03:30:00,51639
2016-10-28 03:45:00,53181
2016-10-28 04:00:00,56294
2016-10-28 04:15:00,58823
2016-10-28 04:30:00,60707
2016-10-28 04:45:00,62463
2016-10-28 05:00:00,64635
2016-10-28 05:15:00,65938
2016-10-28 05:30:00,67260
2016-10-28 05:45:00,68069
2016-10-28 06:00:00,68629
2016-10-28 06:15:00,68711
2016-10-28 06:30:00,68851
2016-10-28 06:45:00,69061
2016-10-28 07:00:00,68617
2016-10-28 07:15:00,68678
2016-10-28 07:30:00,68906
2016-10-28 07:45:00,69124
2016-10-28 08:00:00,69250
2016-10-28 08:15:00,69301
2016-10-28 08:30:00,69911
2016-10-28 08:45:00,69857
2016-10-28 09:00:00,69766
2016-10-28 09:15:00,69825
2016-10-28 09:30:00,70093
2016-10-28 09:45:00,70095
2016-10-28 10:00:00,69936
2016-10-28 10:15:00,69576
2016-10-28 10:30:00,69797
2016-10-28 10:45:00,69313
2016-10-28 11:00:00,68935
2016-10-28 11:15:00,68316
2016-10-28 11:30:00,67852
2016-10-28 11:45:00,67254
2016-10-28 12:00:00,66604
2016-10-28 12:15:00,66399
2016-10-28 12:30:00,66193
2016-10-28 12:45:00,65791
2016-10-28 13:00:00,65577
2016-10-28 13:15:00,64994
2016-10-28 13:30:00,64715
2016-10-28 13:45:00,64202
2016-10-28 14:00:00,64267
2016-10-28 14:15:00,63953
2016-10-28 14:30:00,63815
2016-10-28 14:45:00,63698
2016-10-28 15:00:00,63688
2016-10-28 15:15:00,63537
2016-10-28 15:30:00,63771
2016-10-28 15:45:00,64781
2016-10-28 16:00:00,65476
2016-10-28 16:15:00,66101
2016-10-28 16:30:00,66542
2016-10-28 16:45:00,66699
2016-10-28 17:00:00,66291
2016-10-28 17:15:00,65459
2016-10-28 17:30:00,65068
2016-10-28 17:45:00,64526
2016-10-28 18:00:00,63486
2016-10-28 18:15:00,62038
2016-10-28 18:30:00,60602
2016-10-28 18:45:00,59591
2016-10-28 19:00:00,58643
2016-10-28 19:15:00,58122
2016-10-28 19:30:00,57027
2016-10-28 19:45:00,56287
2016-10-28 20:00:00,55908
2016-10-28 20:15:00,54874
2016-10-28 20:30:00,53740
2016-10-28 20:45:00,52974
2016-10-28 21:00:00,51797
2016-10-28 21:15:00,50643
2016-10-28 21:30:00,49937
2016-10-28 21:45:00,48768
2016-10-28 22:00:00,47845
2016-10-28 22:15:00,46978
2016-10-28 22:30:00,46216
2016-10-28 22:45:00,45752
2016-10-28 23:00:00,45283
2016-10-28 23:15:00,44667
2016-10-28 23:30:00,44146
2016-10-28 23:45:00,43599
2016-10-29 00:00:00,43406
2016-10-29 00:15:00,43188
2016-10-29 00:30:00,43028
2016-10-29 00:45:00,43029
2016-10-29 01:00:00,43044
2016-10-29 01:15:00,43107
2016-10-29 01:30:00,43049
2016-10-29 01:45:00,42895
2016-10-29 02:00:00,43080
2016-10-29 02:15:00,43302
2016-10-29 02:30:00,43549
2016-10-29 02:45:00,43332
2016-10-29 03:00:00,43594
2016-10-29 03:15:00,43556
2016-10-29 03:30:00,43756
2016-10-29 03:45:00,43864
2016-10-29 04:00:00,44282
2016-10-29 04:15:00,44851
2016-10-29 04:30:00,45494
2016-10-29 04:45:00,46294
2016-10-29 05:00:00,47581
2016-10-29 05:15:00,48439
2016-10-29 05:30:00,49707
2016-10-29 05:45:00,50649
2016-10-29 06:00:00,51418
2016-10-29 06:15:00,52116
2016-10-29 06:30:00,52903
2016-10-29 06:45:00,53363
2016-10-29 07:00:00,54268
2016-10-29 07:15:00,54882
2016-10-29 07:30:00,55327
2016-10-29 07:45:00,55626
2016-10-29 08:00:00,55678
2016-10-29 08:15:00,55748
2016-10-29 08:30:00,56159
2016-10-29 08:45:00,56650
2016-10-29 09:00:00,56383
2016-10-29 09:15:00,56571
2016-10-29 09:30:00,56797
2016-10-29 09:45:00,56308
2016-10-29 10:00:00,55963
2016-10-29 10:15:00,55574
2016-10-29 10:30:00,55730
2016-10-29 10:45:00,55457
2016-10-29 11:00:00,55171
2016-10-29 11:15:00,54998
2016-10-29 11:30:00,54603
2016-10-29 11:45:00,53483
2016-10-29 12:00:00,53168
2016-10-29 12:15:00,53030
2016-10-29 12:30:00,52911
2016-10-29 12:45:00,52506
2016-10-29 13:00:00,52392
2016-10-29 13:15:00,51915
2016-10-29 13:30:00,51782
2016-10-29 13:45:00,51480
2016-10-29 14:00:00,51445
2016-10-29 14:15:00,51178
2016-10-29 14:30:00,51407
2016-10-29 14:45:00,51662
2016-10-29 15:00:00,51863
2016-10-29 15:15:00,52225
2016-10-29 15:30:00,52915
2016-10-29 15:45:00,53609
2016-10-29 16:00:00,54888
2016-10-29 16:15:00,56336
2016-10-29 16:30:00,57281
2016-10-29 16:45:00,57667
2016-10-29 17:00:00,57202
2016-10-29 17:15:00,56917
2016-10-29 17:30:00,56163
2016-10-29 17:45:00,55677
2016-10-29 18:00:00,54417
2016-10-29 18:15:00,53020
2016-10-29 18:30:00,52101
2016-10-29 18:45:00,51147
2016-10-29 19:00:00,50432
2016-10-29 19:15:00,49768
2016-10-29 19:30:00,49283
2016-10-29 19:45:00,48996
2016-10-29 20:00:00,49238
2016-10-29 20:15:00,48358
2016-10-29 20:30:00,47909
2016-10-29 20:45:00,47142
2016-10-29 21:00:00,46251
2016-10-29 21:15:00,45371
2016-10-29 21:30:00,44626
2016-10-29 21:45:00,43820
2016-10-29 22:00:00,43025
2016-10-29 22:15:00,42245
2016-10-29 22:30:00,41487
2016-10-29 22:45:00,41058
2016-10-29 23:00:00,40513
2016-10-29 23:15:00,39941
2016-10-29 23:30:00,39311
2016-10-29 23:45:00,39043
2016-10-30 00:00:00,38525
2016-10-30 00:15:00,38280
2016-10-30 00:30:00,38159
2016-10-30 00:45:00,38065
2016-10-30 01:00:00,38034
2016-10-30 01:15:00,37812
2016-10-30 01:30:00,37668
2016-10-30 01:45:00,37777
2016-10-30 02:00:00,37769
2016-10-30 02:15:00,37483
2016-10-30 02:30:00,37611
2016-10-30 02:45:00,37913
2016-10-30 03:00:00,38063
2016-10-30 03:15:00,37959
2016-10-30 03:30:00,38343
2016-10-30 03:45:00,38162
2016-10-30 04:00:00,38304
2016-10-30 04:15:00,38350
2016-10-30 04:30:00,38340
2016-10-30 04:45:00,38295
2016-10-30 05:00:00,38761
2016-10-30 05:15:00,38901
2016-10-30 05:30:00,39796
2016-10-30 05:45:00,40280
2016-10-30 06:00:00,40637
2016-10-30 06:15:00,41629
2016-10-30 06:30:00,42423
2016-10-30 06:45:00,43123
2016-10-30 07:00:00,44166
2016-10-30 07:15:00,45202
2016-10-30 07:30:00,46001
2016-10-30 07:45:00,46526
2016-10-30 08:00:00,47192
2016-10-30 08:15:00,47862
2016-10-30 08:30:00,48318
2016-10-30 08:45:00,48715
2016-10-30 09:00:00,48825
2016-10-30 09:15:00,49051
2016-10-30 09:30:00,49520
2016-10-30 09:45:00,49864
2016-10-30 10:00:00,50538
2016-10-30 10:15:00,50822
2016-10-30 10:30:00,51066
2016-10-30 10:45:00,50997
2016-10-30 11:00:00,50355
2016-10-30 11:15:00,49948
2016-10-30 11:30:00,49480
2016-10-30 11:45:00,48992
2016-10-30 12:00:00,48525
2016-10-30 12:15:00,47824
2016-10-30 12:30:00,47267
2016-10-30 12:45:00,46673
2016-10-30 13:00:00,46595
2016-10-30 13:15:00,46430
2016-10-30 13:30:00,46245
2016-10-30 13:45:00,46105
2016-10-30 14:00:00,46334
2016-10-30 14:15:00,46211
2016-10-30 14:30:00,46398
2016-10-30 14:45:00,46258
2016-10-30 15:00:00,46420
2016-10-30 15:15:00,46747
2016-10-30 15:30:00,47421
2016-10-30 15:45:00,48660
2016-10-30 16:00:00,50535
2016-10-30 16:15:00,52303
2016-10-30 16:30:00,53910
2016-10-30 16:45:00,54684
2016-10-30 17:00:00,54785
2016-10-30 17:15:00,54622
2016-10-30 17:30:00,54231
2016-10-30 17:45:00,53887
2016-10-30 18:00:00,53586
2016-10-30 18:15:00,53028
2016-10-30 18:30:00,52431
2016-10-30 18:45:00,51932
2016-10-30 19:00:00,51263
2016-10-30 19:15:00,50358
2016-10-30 19:30:00,49473
2016-10-30 19:45:00,48691
2016-10-30 20:00:00,48630
2016-10-30 20:15:00,48156
2016-10-30 20:30:00,47515
2016-10-30 20:45:00,47601
2016-10-30 21:00:00,48000
2016-10-30 21:15:00,47384
2016-10-30 21:30:00,46581
2016-10-30 21:45:00,45783
2016-10-30 22:00:00,44913
2016-10-30 22:15:00,44057
2016-10-30 22:30:00,43377
2016-10-30 22:45:00,42333
2016-10-30 23:00:00,41677
2016-10-30 23:15:00,41008
2016-10-30 23:30:00,40498
2016-10-30 23:45:00,40102
2016-10-31 00:00:00,40036
2016-10-31 00:15:00,39595
2016-10-31 00:30:00,39488
2016-10-31 00:45:00,39335
2016-10-31 01:00:00,39212
2016-10-31 01:15:00,39182
2016-10-31 01:30:00,39227
2016-10-31 01:45:00,39293
2016-10-31 02:00:00,39222
2016-10-31 02:15:00,39203
2016-10-31 02:30:00,39715
2016-10-31 02:45:00,40176
2016-10-31 03:00:00,40583
2016-10-31 03:15:00,41043
2016-10-31 03:30:00,41740
2016-10-31 03:45:00,42238
2016-10-31 04:00:00,43264
2016-10-31 04:15:00,43815
2016-10-31 04:30:00,44794
2016-10-31 04:45:00,45943
2016-10-31 05:00:00,48142
2016-10-31 05:15:00,49959
2016-10-31 05:30:00,51794
2016-10-31 05:45:00,53242
2016-10-31 06:00:00,54877
2016-10-31 06:15:00,55133
2016-10-31 06:30:00,55996
2016-10-31 06:45:00,56952
2016-10-31 07:00:00,57700
2016-10-31 07:15:00,58195
2016-10-31 07:30:00,58554
2016-10-31 07:45:00,59033
2016-10-31 08:00:00,59484
2016-10-31 08:15:00,59511
2016-10-31 08:30:00,59842
2016-10-31 08:45:00,59795
2016-10-31 09:00:00,60028
2016-10-31 09:15:00,59814
2016-10-31 09:30:00,59991
2016-10-31 09:45:00,60285
2016-10-31 10:00:00,60532
2016-10-31 10:15:00,60887
2016-10-31 10:30:00,61368
2016-10-31 10:45:00,61368
2016-10-31 11:00:00,60801
2016-10-31 11:15:00,60680
2016-10-31 11:30:00,60537
2016-10-31 11:45:00,60373
2016-10-31 12:00:00,60458
2016-10-31 12:15:00,60089
2016-10-31 12:30:00,59451
2016-10-31 12:45:00,59010
2016-10-31 13:00:00,58756
2016-10-31 13:15:00,58468
2016-10-31 13:30:00,58063
2016-10-31 13:45:00,57791
2016-10-31 14:00:00,57666
2016-10-31 14:15:00,57516
2016-10-31 14:30:00,57370
2016-10-31 14:45:00,57243
2016-10-31 15:00:00,57308
2016-10-31 15:15:00,57238
2016-10-31 15:30:00,57525
2016-10-31 15:45:00,58223
2016-10-31 16:00:00,59648
2016-10-31 16:15:00,61092
2016-10-31 16:30:00,62381
2016-10-31 16:45:00,62808
2016-10-31 17:00:00,62663
2016-10-31 17:15:00,62093
2016-10-31 17:30:00,61890
2016-10-31 17:45:00,61656
2016-10-31 18:00:00,61289
2016-10-31 18:15:00,60672
2016-10-31 18:30:00,60005
2016-10-31 18:45:00,59466
2016-10-31 19:00:00,58460
2016-10-31 19:15:00,56966
2016-10-31 19:30:00,56151
2016-10-31 19:45:00,55142
2016-10-31 20:00:00,54645
2016-10-31 20:15:00,54003
2016-10-31 20:30:00,53350
2016-10-31 20:45:00,52275
2016-10-31 21:00:00,52068
2016-10-31 21:15:00,51150
2016-10-31 21:30:00,50242
2016-10-31 21:45:00,49122
2016-10-31 22:00:00,47517
2016-10-31 22:15:00,46821
2016-10-31 22:30:00,46373
2016-10-31 22:45:00,45548
2016-10-31 23:00:00,44950
2016-10-31 23:15:00,44173
2016-10-31 23:30:00,43445
2016-10-31 23:45:00,43168
2016-11-01 00:00:00,42971
2016-11-01 00:15:00,42424
2016-11-01 00:30:00,42266
2016-11-01 00:45:00,41804
2016-11-01 01:00:00,41543
2016-11-01 01:15:00,41507
2016-11-01 01:30:00,41479
2016-11-01 01:45:00,41413
2016-11-01 02:00:00,41301
2016-11-01 02:15:00,41452
2016-11-01 02:30:00,41759
2016-11-01 02:45:00,42164
2016-11-01 03:00:00,42485
2016-11-01 03:15:00,42681
2016-11-01 03:30:00,42787
2016-11-01 03:45:00,43382
2016-11-01 04:00:00,44042
2016-11-01 04:15:00,43999
2016-11-01 04:30:00,44413
2016-11-01 04:45:00,45086
2016-11-01 05:00:00,46045
2016-11-01 05:15:00,47236
2016-11-01 05:30:00,48256
2016-11-01 05:45:00,49186
2016-11-01 06:00:00,49851
2016-11-01 06:15:00,50363
2016-11-01 06:30:00,51151
2016-11-01 06:45:00,51586
2016-11-01 07:00:00,52652
2016-11-01 07:15:00,53018
2016-11-01 07:30:00,53517
2016-11-01 07:45:00,54078
2016-11-01 08:00:00,54349
2016-11-01 08:15:00,54836
2016-11-01 08:30:00,55390
2016-11-01 08:45:00,55792
2016-11-01 09:00:00,55911
2016-11-01 09:15:00,56084
2016-11-01 09:30:00,56641
2016-11-01 09:45:00,56949
2016-11-01 10:00:00,57595
2016-11-01 10:15:00,57918
2016-11-01 10:30:00,57997
2016-11-01 10:45:00,58206
2016-11-01 11:00:00,58038
2016-11-01 11:15:00,57970
2016-11-01 11:30:00,57333
2016-11-01 11:45:00,56991
2016-11-01 12:00:00,56850
2016-11-01 12:15:00,56041
2016-11-01 12:30:00,55625
2016-11-01 12:45:00,55087
2016-11-01 13:00:00,54877
2016-11-01 13:15:00,54739
2016-11-01 13:30:00,54688
2016-11-01 13:45:00,54237
2016-11-01 14:00:00,54575
2016-11-01 14:15:00,54258
2016-11-01 14:30:00,54131
2016-11-01 14:45:00,53827
2016-11-01 15:00:00,54162
2016-11-01 15:15:00,54425
2016-11-01 15:30:00,55344
2016-11-01 15:45:00,56124
2016-11-01 16:00:00,58055
2016-11-01 16:15:00,59469
2016-11-01 16:30:00,60416
2016-11-01 16:45:00,60760
2016-11-01 17:00:00,60846
2016-11-01 17:15:00,60501
2016-11-01 17:30:00,60653
2016-11-01 17:45:00,60717
2016-11-01 18:00:00,60089
2016-11-01 18:15:00,59516
2016-11-01 18:30:00,59050
2016-11-01 18:45:00,58213
2016-11-01 19:00:00,57631
2016-11-01 19:15:00,56406
2016-11-01 19:30:00,55380
2016-11-01 19:45:00,54888
2016-11-01 20:00:00,54381
2016-11-01 20:15:00,53669
2016-11-01 20:30:00,53245
2016-11-01 20:45:00,52682
2016-11-01 21:00:00,53411
2016-11-01 21:15:00,52534
2016-11-01 21:30:00,51645
2016-11-01 21:45:00,50625
2016-11-01 22:00:00,49442
2016-11-01 22:15:00,48585
2016-11-01 22:30:00,47659
2016-11-01 22:45:00,46842
2016-11-01 23:00:00,46056
2016-11-01 23:15:00,44998
2016-11-01 23:30:00,44805
2016-11-01 23:45:00,44309
2016-11-02 00:00:00,43764
2016-11-02 00:15:00,43502
2016-11-02 00:30:00,43017
2016-11-02 00:45:00,42924
2016-11-02 01:00:00,43060
2016-11-02 01:15:00,42836
2016-11-02 01:30:00,43025
2016-11-02 01:45:00,42941
2016-11-02 02:00:00,43205
2016-11-02 02:15:00,43614
2016-11-02 02:30:00,43850
2016-11-02 02:45:00,44031
2016-11-02 03:00:00,44635
2016-11-02 03:15:00,45242
2016-11-02 03:30:00,46382
2016-11-02 03:45:00,47099
2016-11-02 04:00:00,48175
2016-11-02 04:15:00,49275
2016-11-02 04:30:00,50817
2016-11-02 04:45:00,52859
2016-11-02 05:00:00,56483
2016-11-02 05:15:00,59122
2016-11-02 05:30:00,61574
2016-11-02 05:45:00,62993
2016-11-02 06:00:00,64686
2016-11-02 06:15:00,65529
2016-11-02 06:30:00,66330
2016-11-02 06:45:00,67113
2016-11-02 07:00:00,68094
2016-11-02 07:15:00,68782
2016-11-02 07:30:00,68792
2016-11-02 07:45:00,68793
2016-11-02 08:00:00,69381
2016-11-02 08:15:00,70134
2016-11-02 08:30:00,70166
2016-11-02 08:45:00,70579
2016-11-02 09:00:00,70976
2016-11-02 09:15:00,70997
2016-11-02 09:30:00,71407
2016-11-02 09:45:00,71911
2016-11-02 10:00:00,72058
2016-11-02 10:15:00,72759
2016-11-02 10:30:00,72866
2016-11-02 10:45:00,73134
2016-11-02 11:00:00,72423
2016-11-02 11:15:00,72111
2016-11-02 11:30:00,71947
2016-11-02 11:45:00,72000
2016-11-02 12:00:00,72072
2016-11-02 12:15:00,71875
2016-11-02 12:30:00,71355
2016-11-02 12:45:00,70553
2016-11-02 13:00:00,70466
2016-11-02 13:15:00,70039
2016-11-02 13:30:00,70000
2016-11-02 13:45:00,69419
2016-11-02 14:00:00,69352
2016-11-02 14:15:00,68757
2016-11-02 14:30:00,68723
2016-11-02 14:45:00,68860
2016-11-02 15:00:00,68840
2016-11-02 15:15:00,68565
2016-11-02 15:30:00,68450
2016-11-02 15:45:00,68943
2016-11-02 16:00:00,70038
2016-11-02 16:15:00,70262
2016-11-02 16:30:00,71897
2016-11-02 16:45:00,72305
2016-11-02 17:00:00,71675
2016-11-02 17:15:00,70984
2016-11-02 17:30:00,70721
2016-11-02 17:45:00,71059
2016-11-02 18:00:00,70873
2016-11-02 18:15:00,69685
2016-11-02 18:30:00,68800
2016-11-02 18:45:00,68181
2016-11-02 19:00:00,67179
2016-11-02 19:15:00,65853
2016-11-02 19:30:00,64508
2016-11-02 19:45:00,63576
2016-11-02 20:00:00,62823
2016-11-02 20:15:00,62185
2016-11-02 20:30:00,61370
2016-11-02 20:45:00,60608
2016-11-02 21:00:00,60308
2016-11-02 21:15:00,59287
2016-11-02 21:30:00,58172
2016-11-02 21:45:00,57184
2016-11-02 22:00:00,55912
2016-11-02 22:15:00,54905
2016-11-02 22:30:00,52976
2016-11-02 22:45:00,53836
2016-11-02 23:00:00,52875
2016-11-02 23:15:00,51965
2016-11-02 23:30:00,51122
2016-11-02 23:45:00,50551
2016-11-03 00:00:00,50208
2016-11-03 00:15:00,49903
2016-11-03 00:30:00,49593
2016-11-03 00:45:00,49488
2016-11-03 01:00:00,49408
2016-11-03 01:15:00,49400
2016-11-03 01:30:00,49245
2016-11-03 01:45:00,49466
2016-11-03 02:00:00,49472
2016-11-03 02:15:00,49505
2016-11-03 02:30:00,49813
2016-11-03 02:45:00,49896
2016-11-03 03:00:00,50746
2016-11-03 03:15:00,51143
2016-11-03 03:30:00,51577
2016-11-03 03:45:00,51989
2016-11-03 04:00:00,53170
2016-11-03 04:15:00,53997
2016-11-03 04:30:00,55514
2016-11-03 04:45:00,56979
2016-11-03 05:00:00,59562
2016-11-03 05:15:00,61988
2016-11-03 05:30:00,64139
2016-11-03 05:45:00,66028
2016-11-03 06:00:00,66972
2016-11-03 06:15:00,67810
2016-11-03 06:30:00,68677
2016-11-03 06:45:00,69411
2016-11-03 07:00:00,70123
2016-11-03 07:15:00,70032
2016-11-03 07:30:00,69887
2016-11-03 07:45:00,70038
2016-11-03 08:00:00,69993
2016-11-03 08:15:00,70133
2016-11-03 08:30:00,70275
2016-11-03 08:45:00,70350
2016-11-03 09:00:00,70526
2016-11-03 09:15:00,70439
2016-11-03 09:30:00,70761
2016-11-03 09:45:00,71131
2016-11-03 10:00:00,71551
2016-11-03 10:15:00,72037
2016-11-03 10:30:00,72320
2016-11-03 10:45:00,72177
2016-11-03 11:00:00,71761
2016-11-03 11:15:00,71327
2016-11-03 11:30:00,71014
2016-11-03 11:45:00,71280
2016-11-03 12:00:00,71544
2016-11-03 12:15:00,71046
2016-11-03 12:30:00,70681
2016-11-03 12:45:00,70028
2016-11-03 13:00:00,69836
2016-11-03 13:15:00,69649
2016-11-03 13:30:00,69320
2016-11-03 13:45:00,69217
2016-11-03 14:00:00,69053
2016-11-03 14:15:00,69002
2016-11-03 14:30:00,68870
2016-11-03 14:45:00,68671
2016-11-03 15:00:00,68059
2016-11-03 15:15:00,66104
2016-11-03 15:30:00,66440
2016-11-03 15:45:00,67060
2016-11-03 16:00:00,68405
2016-11-03 16:15:00,69582
2016-11-03 16:30:00,70666
2016-11-03 16:45:00,70980
2016-11-03 17:00:00,70731
2016-11-03 17:15:00,70351
2016-11-03 17:30:00,70206
2016-11-03 17:45:00,70158
2016-11-03 18:00:00,69745
2016-11-03 18:15:00,69071
2016-11-03 18:30:00,68669
2016-11-03 18:45:00,67810
2016-11-03 19:00:00,66662
2016-11-03 19:15:00,65283
2016-11-03 19:30:00,64185
2016-11-03 19:45:00,63215
2016-11-03 20:00:00,62259
2016-11-03 20:15:00,61416
2016-11-03 20:30:00,60442
2016-11-03 20:45:00,59513
2016-11-03 21:00:00,58787
2016-11-03 21:15:00,57908
2016-11-03 21:30:00,57075
2016-11-03 21:45:00,55830
2016-11-03 22:00:00,54323
2016-11-03 22:15:00,53345
2016-11-03 22:30:00,52526
2016-11-03 22:45:00,51691
2016-11-03 23:00:00,50476
2016-11-03 23:15:00,49889
2016-11-03 23:30:00,49011
2016-11-03 23:45:00,48731
2016-11-04 00:00:00,48432
2016-11-04 00:15:00,48125
2016-11-04 00:30:00,47790
2016-11-04 00:45:00,47683
2016-11-04 01:00:00,47528
2016-11-04 01:15:00,47310
2016-11-04 01:30:00,47360
2016-11-04 01:45:00,47162
2016-11-04 02:00:00,47515
2016-11-04 02:15:00,47757
2016-11-04 02:30:00,48070
2016-11-04 02:45:00,48378
2016-11-04 03:00:00,48851
2016-11-04 03:15:00,49205
2016-11-04 03:30:00,49568
2016-11-04 03:45:00,50216
2016-11-04 04:00:00,51169
2016-11-04 04:15:00,51650
2016-11-04 04:30:00,52674
2016-11-04 04:45:00,54167
2016-11-04 05:00:00,57402
2016-11-04 05:15:00,59987
2016-11-04 05:30:00,61797
2016-11-04 05:45:00,63672
2016-11-04 06:00:00,65552
2016-11-04 06:15:00,66272
2016-11-04 06:30:00,66842
2016-11-04 06:45:00,67515
2016-11-04 07:00:00,68063
2016-11-04 07:15:00,68744
2016-11-04 07:30:00,69038
2016-11-04 07:45:00,69238
2016-11-04 08:00:00,68874
2016-11-04 08:15:00,69186
2016-11-04 08:30:00,69263
2016-11-04 08:45:00,69591
2016-11-04 09:00:00,69526
2016-11-04 09:15:00,69515
2016-11-04 09:30:00,69757
2016-11-04 09:45:00,70202
2016-11-04 10:00:00,70097
2016-11-04 10:15:00,70306
2016-11-04 10:30:00,70401
2016-11-04 10:45:00,70178
2016-11-04 11:00:00,69777
2016-11-04 11:15:00,69590
2016-11-04 11:30:00,69149
2016-11-04 11:45:00,68743
2016-11-04 12:00:00,68530
2016-11-04 12:15:00,68044
2016-11-04 12:30:00,67374
2016-11-04 12:45:00,66562
2016-11-04 13:00:00,66344
2016-11-04 13:15:00,65997
2016-11-04 13:30:00,65430
2016-11-04 13:45:00,65342
2016-11-04 14:00:00,65457
2016-11-04 14:15:00,64927
2016-11-04 14:30:00,64716
2016-11-04 14:45:00,64407
2016-11-04 15:00:00,64632
2016-11-04 15:15:00,64871
2016-11-04 15:30:00,65360
2016-11-04 15:45:00,66524
2016-11-04 16:00:00,67684
2016-11-04 16:15:00,68818
2016-11-04 16:30:00,69397
2016-11-04 16:45:00,69692
2016-11-04 17:00:00,69241
2016-11-04 17:15:00,68907
2016-11-04 17:30:00,68563
2016-11-04 17:45:00,68270
2016-11-04 18:00:00,67913
2016-11-04 18:15:00,67193
2016-11-04 18:30:00,66413
2016-11-04 18:45:00,65848
2016-11-04 19:00:00,64352
2016-11-04 19:15:00,63158
2016-11-04 19:30:00,61931
2016-11-04 19:45:00,61121
2016-11-04 20:00:00,60097
2016-11-04 20:15:00,59516
2016-11-04 20:30:00,58383
2016-11-04 20:45:00,57656
2016-11-04 21:00:00,57469
2016-11-04 21:15:00,56562
2016-11-04 21:30:00,55328
2016-11-04 21:45:00,54338
2016-11-04 22:00:00,53252
2016-11-04 22:15:00,52340
2016-11-04 22:30:00,51575
2016-11-04 22:45:00,50462
2016-11-04 23:00:00,49364
2016-11-04 23:15:00,48361
2016-11-04 23:30:00,47744
2016-11-04 23:45:00,46700
2016-11-05 00:00:00,46455
2016-11-05 00:15:00,45947
2016-11-05 00:30:00,45558
2016-11-05 00:45:00,44677
2016-11-05 01:00:00,44594
2016-11-05 01:15:00,44429
