Date,Realised/System total load in MAW
2017-02-16 02:45:00,51047
2017-02-16 03:00:00,51387
2017-02-16 03:15:00,51953
2017-02-16 03:30:00,52787
2017-02-16 03:45:00,53036
2017-02-16 04:00:00,54057
2017-02-16 04:15:00,54619
2017-02-16 04:30:00,55703
2017-02-16 04:45:00,57105
2017-02-16 05:00:00,59739
2017-02-16 05:15:00,61906
2017-02-16 05:30:00,63840
2017-02-16 05:45:00,65944
2017-02-16 06:00:00,67956
2017-02-16 06:15:00,68576
2017-02-16 06:30:00,69005
2017-02-16 06:45:00,69658
2017-02-16 07:00:00,70839
2017-02-16 07:15:00,71010
2017-02-16 07:30:00,70994
2017-02-16 07:45:00,70694
2017-02-16 08:00:00,70306
2017-02-16 08:15:00,70364
2017-02-16 08:30:00,70673
2017-02-16 08:45:00,71052
2017-02-16 09:00:00,71098
2017-02-16 09:15:00,70853
2017-02-16 09:30:00,71091
2017-02-16 09:45:00,71261
2017-02-16 10:00:00,71392
2017-02-16 10:15:00,71353
2017-02-16 10:30:00,71315
2017-02-16 10:45:00,71210
2017-02-16 11:00:00,70605
2017-02-16 11:15:00,70412
2017-02-16 11:30:00,70615
2017-02-16 11:45:00,70672
2017-02-16 12:00:00,70782
2017-02-16 12:15:00,70524
2017-02-16 12:30:00,70097
2017-02-16 12:45:00,69337
2017-02-16 13:00:00,69086
2017-02-16 13:15:00,68686
2017-02-16 13:30:00,68608
2017-02-16 13:45:00,68310
2017-02-16 14:00:00,68578
2017-02-16 14:15:00,68408
2017-02-16 14:30:00,68106
2017-02-16 14:45:00,67769
2017-02-16 15:00:00,67519
2017-02-16 15:15:00,67405
2017-02-16 15:30:00,67239
2017-02-16 15:45:00,67417
2017-02-16 16:00:00,67855
2017-02-16 16:15:00,68437
2017-02-16 16:30:00,69622
2017-02-16 16:45:00,71005
2017-02-16 17:00:00,71715
2017-02-16 17:15:00,72219
2017-02-16 17:30:00,72770
2017-02-16 17:45:00,72757
2017-02-16 18:00:00,72578
2017-02-16 18:15:00,71742
2017-02-16 18:30:00,71059
2017-02-16 18:45:00,70484
2017-02-16 19:00:00,68989
2017-02-16 19:15:00,67958
2017-02-16 19:30:00,66762
2017-02-16 19:45:00,65738
2017-02-16 20:00:00,65000
2017-02-16 20:15:00,64265
2017-02-16 20:30:00,63228
2017-02-16 20:45:00,62307
2017-02-16 21:00:00,62173
2017-02-16 21:15:00,61437
2017-02-16 21:30:00,60369
2017-02-16 21:45:00,59259
2017-02-16 22:00:00,57647
2017-02-16 22:15:00,56467
2017-02-16 22:30:00,55614
2017-02-16 22:45:00,54778
2017-02-16 23:00:00,54003
2017-02-16 23:15:00,53236
2017-02-16 23:30:00,52499
2017-02-16 23:45:00,51909
2017-02-17 00:00:00,51158
2017-02-17 00:15:00,50782
2017-02-17 00:30:00,50746
2017-02-17 00:45:00,50339
2017-02-17 01:00:00,50111
2017-02-17 01:15:00,49807
2017-02-17 01:30:00,49782
2017-02-17 01:45:00,49670
2017-02-17 02:00:00,49749
2017-02-17 02:15:00,50363
2017-02-17 02:30:00,50230
2017-02-17 02:45:00,50569
2017-02-17 03:00:00,51134
2017-02-17 03:15:00,51382
2017-02-17 03:30:00,51611
2017-02-17 03:45:00,52221
2017-02-17 04:00:00,53490
2017-02-17 04:15:00,54156
2017-02-17 04:30:00,55247
2017-02-17 04:45:00,56810
2017-02-17 05:00:00,59422
2017-02-17 05:15:00,61735
2017-02-17 05:30:00,63650
2017-02-17 05:45:00,65629
2017-02-17 06:00:00,67645
2017-02-17 06:15:00,68654
2017-02-17 06:30:00,69308
2017-02-17 06:45:00,70125
2017-02-17 07:00:00,71016
2017-02-17 07:15:00,71336
2017-02-17 07:30:00,71509
2017-02-17 07:45:00,71420
2017-02-17 08:00:00,71434
2017-02-17 08:15:00,71317
2017-02-17 08:30:00,71411
2017-02-17 08:45:00,71613
2017-02-17 09:00:00,72008
2017-02-17 09:15:00,72071
2017-02-17 09:30:00,72189
2017-02-17 09:45:00,72237
2017-02-17 10:00:00,72459
2017-02-17 10:15:00,73240
2017-02-17 10:30:00,73091
2017-02-17 10:45:00,72969
2017-02-17 11:00:00,72628
2017-02-17 11:15:00,72526
2017-02-17 11:30:00,72259
2017-02-17 11:45:00,71968
2017-02-17 12:00:00,71915
2017-02-17 12:15:00,71285
2017-02-17 12:30:00,70875
2017-02-17 12:45:00,70068
2017-02-17 13:00:00,69600
2017-02-17 13:15:00,69201
2017-02-17 13:30:00,68780
2017-02-17 13:45:00,68017
2017-02-17 14:00:00,67978
2017-02-17 14:15:00,67501
2017-02-17 14:30:00,67256
2017-02-17 14:45:00,67054
2017-02-17 15:00:00,66679
2017-02-17 15:15:00,66288
2017-02-17 15:30:00,66841
2017-02-17 15:45:00,66722
2017-02-17 16:00:00,66957
2017-02-17 16:15:00,67449
2017-02-17 16:30:00,68221
2017-02-17 16:45:00,69225
2017-02-17 17:00:00,70201
2017-02-17 17:15:00,70180
2017-02-17 17:30:00,70403
2017-02-17 17:45:00,70297
2017-02-17 18:00:00,69689
2017-02-17 18:15:00,68799
2017-02-17 18:30:00,68292
2017-02-17 18:45:00,67411
2017-02-17 19:00:00,65973
2017-02-17 19:15:00,64825
2017-02-17 19:30:00,63694
2017-02-17 19:45:00,62562
2017-02-17 20:00:00,62017
2017-02-17 20:15:00,61215
2017-02-17 20:30:00,60280
2017-02-17 20:45:00,59429
2017-02-17 21:00:00,59640
2017-02-17 21:15:00,58929
2017-02-17 21:30:00,57827
2017-02-17 21:45:00,57047
2017-02-17 22:00:00,55503
2017-02-17 22:15:00,54357
2017-02-17 22:30:00,53298
2017-02-17 22:45:00,52328
2017-02-17 23:00:00,51413
2017-02-17 23:15:00,50828
2017-02-17 23:30:00,50157
2017-02-17 23:45:00,49576
2017-02-18 00:00:00,48987
2017-02-18 00:15:00,48511
2017-02-18 00:30:00,48170
2017-02-18 00:45:00,47708
2017-02-18 01:00:00,47308
2017-02-18 01:15:00,46900
2017-02-18 01:30:00,46794
2017-02-18 01:45:00,46755
2017-02-18 02:00:00,46748
2017-02-18 02:15:00,46629
2017-02-18 02:30:00,46731
2017-02-18 02:45:00,46733
2017-02-18 03:00:00,47024
2017-02-18 03:15:00,46903
2017-02-18 03:30:00,47082
2017-02-18 03:45:00,47117
2017-02-18 04:00:00,47239
2017-02-18 04:15:00,47104
2017-02-18 04:30:00,47124
2017-02-18 04:45:00,46817
2017-02-18 05:00:00,46943
2017-02-18 05:15:00,47603
2017-02-18 05:30:00,48223
2017-02-18 05:45:00,49011
2017-02-18 06:00:00,49885
2017-02-18 06:15:00,50348
2017-02-18 06:30:00,50781
2017-02-18 06:45:00,52067
2017-02-18 07:00:00,53205
2017-02-18 07:15:00,54143
2017-02-18 07:30:00,55188
2017-02-18 07:45:00,55922
2017-02-18 08:00:00,57089
2017-02-18 08:15:00,57640
2017-02-18 08:30:00,58033
2017-02-18 08:45:00,58545
2017-02-18 09:00:00,58980
2017-02-18 09:15:00,59360
2017-02-18 09:30:00,59385
2017-02-18 09:45:00,59490
2017-02-18 10:00:00,59420
2017-02-18 10:15:00,59914
2017-02-18 10:30:00,60054
2017-02-18 10:45:00,59828
2017-02-18 11:00:00,59679
2017-02-18 11:15:00,59539
2017-02-18 11:30:00,59336
2017-02-18 11:45:00,59234
2017-02-18 12:00:00,58833
2017-02-18 12:15:00,58348
2017-02-18 12:30:00,57953
2017-02-18 12:45:00,57280
2017-02-18 13:00:00,56888
2017-02-18 13:15:00,56578
2017-02-18 13:30:00,56312
2017-02-18 13:45:00,55733
2017-02-18 14:00:00,55633
2017-02-18 14:15:00,55311
2017-02-18 14:30:00,55164
2017-02-18 14:45:00,54757
2017-02-18 15:00:00,54920
2017-02-18 15:15:00,54973
2017-02-18 15:30:00,55008
2017-02-18 15:45:00,55280
2017-02-18 16:00:00,56153
2017-02-18 16:15:00,56746
2017-02-18 16:30:00,57917
2017-02-18 16:45:00,58960
2017-02-18 17:00:00,60436
2017-02-18 17:15:00,61365
2017-02-18 17:30:00,61460
2017-02-18 17:45:00,61294
2017-02-18 18:00:00,60863
2017-02-18 18:15:00,60212
2017-02-18 18:30:00,59583
2017-02-18 18:45:00,58852
2017-02-18 19:00:00,57645
2017-02-18 19:15:00,56399
2017-02-18 19:30:00,55499
2017-02-18 19:45:00,54447
2017-02-18 20:00:00,53936
2017-02-18 20:15:00,53349
2017-02-18 20:30:00,52859
2017-02-18 20:45:00,52632
2017-02-18 21:00:00,53154
2017-02-18 21:15:00,52538
2017-02-18 21:30:00,51725
2017-02-18 21:45:00,51188
2017-02-18 22:00:00,50423
2017-02-18 22:15:00,49704
2017-02-18 22:30:00,48841
2017-02-18 22:45:00,48305
2017-02-18 23:00:00,47135
2017-02-18 23:15:00,46484
2017-02-18 23:30:00,45732
2017-02-18 23:45:00,45488
2017-02-19 00:00:00,45029
2017-02-19 00:15:00,44853
2017-02-19 00:30:00,44725
2017-02-19 00:45:00,44262
2017-02-19 01:00:00,43820
2017-02-19 01:15:00,43740
2017-02-19 01:30:00,43670
2017-02-19 01:45:00,43602
2017-02-19 02:00:00,43510
2017-02-19 02:15:00,43458
2017-02-19 02:30:00,43294
2017-02-19 02:45:00,43392
2017-02-19 03:00:00,43495
2017-02-19 03:15:00,43505
2017-02-19 03:30:00,43778
2017-02-19 03:45:00,43798
2017-02-19 04:00:00,43498
2017-02-19 04:15:00,43212
2017-02-19 04:30:00,43066
2017-02-19 04:45:00,42636
2017-02-19 05:00:00,42116
2017-02-19 05:15:00,42162
2017-02-19 05:30:00,42244
2017-02-19 05:45:00,42565
2017-02-19 06:00:00,43197
2017-02-19 06:15:00,43500
2017-02-19 06:30:00,44284
2017-02-19 06:45:00,45103
2017-02-19 07:00:00,45802
2017-02-19 07:15:00,46687
2017-02-19 07:30:00,47748
2017-02-19 07:45:00,48778
2017-02-19 08:00:00,49542
2017-02-19 08:15:00,50414
2017-02-19 08:30:00,51326
2017-02-19 08:45:00,52134
2017-02-19 09:00:00,52544
2017-02-19 09:15:00,52905
2017-02-19 09:30:00,53502
2017-02-19 09:45:00,54217
2017-02-19 10:00:00,55159
2017-02-19 10:15:00,55687
2017-02-19 10:30:00,55983
2017-02-19 10:45:00,55632
2017-02-19 11:00:00,55405
2017-02-19 11:15:00,54836
2017-02-19 11:30:00,54275
2017-02-19 11:45:00,53643
2017-02-19 12:00:00,53235
2017-02-19 12:15:00,52404
2017-02-19 12:30:00,52136
2017-02-19 12:45:00,51603
2017-02-19 13:00:00,52186
2017-02-19 13:15:00,52056
2017-02-19 13:30:00,51610
2017-02-19 13:45:00,51406
2017-02-19 14:00:00,51478
2017-02-19 14:15:00,51060
2017-02-19 14:30:00,50859
2017-02-19 14:45:00,50668
2017-02-19 15:00:00,51019
2017-02-19 15:15:00,51314
2017-02-19 15:30:00,51308
2017-02-19 15:45:00,51645
2017-02-19 16:00:00,52452
2017-02-19 16:15:00,53267
2017-02-19 16:30:00,54526
2017-02-19 16:45:00,55611
2017-02-19 17:00:00,57178
2017-02-19 17:15:00,57780
2017-02-19 17:30:00,58218
2017-02-19 17:45:00,57804
2017-02-19 18:00:00,57580
2017-02-19 18:15:00,57049
2017-02-19 18:30:00,56938
2017-02-19 18:45:00,56256
2017-02-19 19:00:00,55934
2017-02-19 19:15:00,54772
2017-02-19 19:30:00,54052
2017-02-19 19:45:00,53417
2017-02-19 20:00:00,53016
2017-02-19 20:15:00,53043
2017-02-19 20:30:00,52872
2017-02-19 20:45:00,52918
2017-02-19 21:00:00,53588
2017-02-19 21:15:00,53295
2017-02-19 21:30:00,52521
2017-02-19 21:45:00,51762
2017-02-19 22:00:00,50682
2017-02-19 22:15:00,49914
2017-02-19 22:30:00,49286
2017-02-19 22:45:00,48630
2017-02-19 23:00:00,47717
2017-02-19 23:15:00,46973
2017-02-19 23:30:00,46187
2017-02-19 23:45:00,45709
2017-02-20 00:00:00,45287
2017-02-20 00:15:00,44995
2017-02-20 00:30:00,44791
2017-02-20 00:45:00,44652
2017-02-20 01:00:00,44396
2017-02-20 01:15:00,44575
2017-02-20 01:30:00,44875
2017-02-20 01:45:00,45043
2017-02-20 02:00:00,45306
2017-02-20 02:15:00,45239
2017-02-20 02:30:00,45584
2017-02-20 02:45:00,45917
2017-02-20 03:00:00,46493
2017-02-20 03:15:00,46937
2017-02-20 03:30:00,47533
2017-02-20 03:45:00,48118
2017-02-20 04:00:00,49550
2017-02-20 04:15:00,50526
2017-02-20 04:30:00,51960
2017-02-20 04:45:00,53521
2017-02-20 05:00:00,57011
2017-02-20 05:15:00,59813
2017-02-20 05:30:00,62207
2017-02-20 05:45:00,63837
2017-02-20 06:00:00,65649
2017-02-20 06:15:00,66583
2017-02-20 06:30:00,67533
2017-02-20 06:45:00,68407
2017-02-20 07:00:00,69501
2017-02-20 07:15:00,69822
2017-02-20 07:30:00,70342
2017-02-20 07:45:00,70170
2017-02-20 08:00:00,70121
2017-02-20 08:15:00,70343
2017-02-20 08:30:00,70558
2017-02-20 08:45:00,71013
2017-02-20 09:00:00,71735
2017-02-20 09:15:00,71665
2017-02-20 09:30:00,71844
2017-02-20 09:45:00,72442
2017-02-20 10:00:00,72908
2017-02-20 10:15:00,73510
2017-02-20 10:30:00,73783
2017-02-20 10:45:00,74218
2017-02-20 11:00:00,73887
2017-02-20 11:15:00,73426
2017-02-20 11:30:00,73745
2017-02-20 11:45:00,73889
2017-02-20 12:00:00,74087
2017-02-20 12:15:00,73557
2017-02-20 12:30:00,73285
2017-02-20 12:45:00,72453
2017-02-20 13:00:00,72377
2017-02-20 13:15:00,72179
2017-02-20 13:30:00,72172
2017-02-20 13:45:00,71667
2017-02-20 14:00:00,71707
2017-02-20 14:15:00,71542
2017-02-20 14:30:00,71295
2017-02-20 14:45:00,70874
2017-02-20 15:00:00,70769
2017-02-20 15:15:00,70288
2017-02-20 15:30:00,70008
2017-02-20 15:45:00,70010
2017-02-20 16:00:00,70675
2017-02-20 16:15:00,71006
2017-02-20 16:30:00,71723
2017-02-20 16:45:00,73066
2017-02-20 17:00:00,73488
2017-02-20 17:15:00,73819
2017-02-20 17:30:00,73816
2017-02-20 17:45:00,73918
2017-02-20 18:00:00,73743
2017-02-20 18:15:00,73246
2017-02-20 18:30:00,72993
2017-02-20 18:45:00,72130
2017-02-20 19:00:00,70834
2017-02-20 19:15:00,69690
2017-02-20 19:30:00,68739
2017-02-20 19:45:00,67251
2017-02-20 20:00:00,66236
2017-02-20 20:15:00,65029
2017-02-20 20:30:00,64422
2017-02-20 20:45:00,63498
2017-02-20 21:00:00,63244
2017-02-20 21:15:00,62483
2017-02-20 21:30:00,61082
2017-02-20 21:45:00,59793
2017-02-20 22:00:00,58734
2017-02-20 22:15:00,57091
2017-02-20 22:30:00,56232
2017-02-20 22:45:00,55483
2017-02-20 23:00:00,53970
2017-02-20 23:15:00,53179
2017-02-20 23:30:00,52433
2017-02-20 23:45:00,51595
2017-02-21 00:00:00,50758
2017-02-21 00:15:00,50714
2017-02-21 00:30:00,50497
2017-02-21 00:45:00,49919
2017-02-21 01:00:00,49353
2017-02-21 01:15:00,49334
2017-02-21 01:30:00,49528
2017-02-21 01:45:00,49520
2017-02-21 02:00:00,49615
2017-02-21 02:15:00,49728
2017-02-21 02:30:00,49942
2017-02-21 02:45:00,50020
2017-02-21 03:00:00,50345
2017-02-21 03:15:00,50837
2017-02-21 03:30:00,51147
2017-02-21 03:45:00,51892
2017-02-21 04:00:00,53401
2017-02-21 04:15:00,53844
2017-02-21 04:30:00,54744
2017-02-21 04:45:00,56267
2017-02-21 05:00:00,59397
2017-02-21 05:15:00,61411
2017-02-21 05:30:00,63532
2017-02-21 05:45:00,65611
2017-02-21 06:00:00,67691
2017-02-21 06:15:00,68692
2017-02-21 06:30:00,69420
2017-02-21 06:45:00,70066
2017-02-21 07:00:00,70746
2017-02-21 07:15:00,71231
2017-02-21 07:30:00,71301
2017-02-21 07:45:00,71578
2017-02-21 08:00:00,71725
2017-02-21 08:15:00,72042
2017-02-21 08:30:00,72395
2017-02-21 08:45:00,72337
2017-02-21 09:00:00,72409
2017-02-21 09:15:00,72672
2017-02-21 09:30:00,73065
2017-02-21 09:45:00,73283
2017-02-21 10:00:00,73891
2017-02-21 10:15:00,74349
2017-02-21 10:30:00,74639
2017-02-21 10:45:00,74130
2017-02-21 11:00:00,73686
2017-02-21 11:15:00,73407
2017-02-21 11:30:00,73558
2017-02-21 11:45:00,73589
2017-02-21 12:00:00,73658
2017-02-21 12:15:00,73432
2017-02-21 12:30:00,72504
2017-02-21 12:45:00,71823
2017-02-21 13:00:00,71830
2017-02-21 13:15:00,71741
2017-02-21 13:30:00,71365
2017-02-21 13:45:00,70802
2017-02-21 14:00:00,70503
2017-02-21 14:15:00,70286
2017-02-21 14:30:00,69646
2017-02-21 14:45:00,69307
2017-02-21 15:00:00,69014
2017-02-21 15:15:00,68395
2017-02-21 15:30:00,68156
2017-02-21 15:45:00,68224
2017-02-21 16:00:00,67838
2017-02-21 16:15:00,68370
2017-02-21 16:30:00,69437
2017-02-21 16:45:00,70190
2017-02-21 17:00:00,71160
2017-02-21 17:15:00,71647
2017-02-21 17:30:00,71871
2017-02-21 17:45:00,71938
2017-02-21 18:00:00,71701
2017-02-21 18:15:00,70791
2017-02-21 18:30:00,70278
2017-02-21 18:45:00,69463
2017-02-21 19:00:00,68048
2017-02-21 19:15:00,67049
2017-02-21 19:30:00,65736
2017-02-21 19:45:00,64660
2017-02-21 20:00:00,63674
2017-02-21 20:15:00,62740
2017-02-21 20:30:00,61882
2017-02-21 20:45:00,60879
2017-02-21 21:00:00,60998
2017-02-21 21:15:00,59938
2017-02-21 21:30:00,58963
2017-02-21 21:45:00,57810
2017-02-21 22:00:00,56685
2017-02-21 22:15:00,55726
2017-02-21 22:30:00,54719
2017-02-21 22:45:00,53998
2017-02-21 23:00:00,52303
2017-02-21 23:15:00,51696
2017-02-21 23:30:00,50982
2017-02-21 23:45:00,50403
2017-02-22 00:00:00,49836
2017-02-22 00:15:00,49431
2017-02-22 00:30:00,49114
2017-02-22 00:45:00,49145
2017-02-22 01:00:00,48818
2017-02-22 01:15:00,48654
2017-02-22 01:30:00,48762
2017-02-22 01:45:00,49218
2017-02-22 02:00:00,49130
2017-02-22 02:15:00,49272
2017-02-22 02:30:00,49649
2017-02-22 02:45:00,50203
2017-02-22 03:00:00,50495
2017-02-22 03:15:00,50740
2017-02-22 03:30:00,51380
2017-02-22 03:45:00,51845
2017-02-22 04:00:00,53251
2017-02-22 04:15:00,54184
2017-02-22 04:30:00,55745
2017-02-22 04:45:00,57372
2017-02-22 05:00:00,60250
2017-02-22 05:15:00,62323
2017-02-22 05:30:00,64355
2017-02-22 05:45:00,66502
2017-02-22 06:00:00,68638
2017-02-22 06:15:00,69463
2017-02-22 06:30:00,70295
2017-02-22 06:45:00,71143
2017-02-22 07:00:00,71812
2017-02-22 07:15:00,72097
2017-02-22 07:30:00,72283
2017-02-22 07:45:00,72414
2017-02-22 08:00:00,72483
2017-02-22 08:15:00,72567
2017-02-22 08:30:00,73101
2017-02-22 08:45:00,73535
2017-02-22 09:00:00,73727
2017-02-22 09:15:00,74106
2017-02-22 09:30:00,74268
2017-02-22 09:45:00,74796
2017-02-22 10:00:00,75252
2017-02-22 10:15:00,75492
2017-02-22 10:30:00,75381
2017-02-22 10:45:00,75297
2017-02-22 11:00:00,74896
2017-02-22 11:15:00,74791
2017-02-22 11:30:00,74649
2017-02-22 11:45:00,74392
2017-02-22 12:00:00,74655
2017-02-22 12:15:00,74377
2017-02-22 12:30:00,73881
2017-02-22 12:45:00,73115
2017-02-22 13:00:00,73068
2017-02-22 13:15:00,72572
2017-02-22 13:30:00,72285
2017-02-22 13:45:00,71827
2017-02-22 14:00:00,71875
2017-02-22 14:15:00,71641
2017-02-22 14:30:00,71126
2017-02-22 14:45:00,70507
2017-02-22 15:00:00,70811
2017-02-22 15:15:00,70902
2017-02-22 15:30:00,70620
2017-02-22 15:45:00,70487
2017-02-22 16:00:00,70402
2017-02-22 16:15:00,70547
2017-02-22 16:30:00,71098
2017-02-22 16:45:00,72312
2017-02-22 17:00:00,73320
2017-02-22 17:15:00,73677
2017-02-22 17:30:00,74075
2017-02-22 17:45:00,73969
2017-02-22 18:00:00,73759
2017-02-22 18:15:00,73007
2017-02-22 18:30:00,72657
2017-02-22 18:45:00,71853
2017-02-22 19:00:00,70739
2017-02-22 19:15:00,69277
2017-02-22 19:30:00,68176
2017-02-22 19:45:00,66553
2017-02-22 20:00:00,65480
2017-02-22 20:15:00,64658
2017-02-22 20:30:00,63467
2017-02-22 20:45:00,62486
2017-02-22 21:00:00,62423
2017-02-22 21:15:00,61393
2017-02-22 21:30:00,60390
2017-02-22 21:45:00,59105
2017-02-22 22:00:00,57819
2017-02-22 22:15:00,56751
2017-02-22 22:30:00,55525
2017-02-22 22:45:00,54702
2017-02-22 23:00:00,53574
2017-02-22 23:15:00,52590
2017-02-22 23:30:00,52191
2017-02-22 23:45:00,51331
2017-02-23 00:00:00,50584
2017-02-23 00:15:00,50252
2017-02-23 00:30:00,49997
2017-02-23 00:45:00,49595
2017-02-23 01:00:00,49346
2017-02-23 01:15:00,49047
2017-02-23 01:30:00,49066
2017-02-23 01:45:00,49174
2017-02-23 02:00:00,49414
2017-02-23 02:15:00,49651
2017-02-23 02:30:00,49721
2017-02-23 02:45:00,50016
2017-02-23 03:00:00,50739
2017-02-23 03:15:00,50918
2017-02-23 03:30:00,51666
2017-02-23 03:45:00,52207
2017-02-23 04:00:00,53052
2017-02-23 04:15:00,53538
2017-02-23 04:30:00,54583
2017-02-23 04:45:00,56143
2017-02-23 05:00:00,59194
2017-02-23 05:15:00,61468
2017-02-23 05:30:00,63258
2017-02-23 05:45:00,64784
2017-02-23 06:00:00,66427
2017-02-23 06:15:00,67537
2017-02-23 06:30:00,68010
2017-02-23 06:45:00,68628
2017-02-23 07:00:00,69600
2017-02-23 07:15:00,69900
2017-02-23 07:30:00,70184
2017-02-23 07:45:00,69865
2017-02-23 08:00:00,69760
2017-02-23 08:15:00,70216
2017-02-23 08:30:00,70831
2017-02-23 08:45:00,71373
2017-02-23 09:00:00,71688
2017-02-23 09:15:00,72331
2017-02-23 09:30:00,72853
2017-02-23 09:45:00,73174
2017-02-23 10:00:00,73104
2017-02-23 10:15:00,73306
2017-02-23 10:30:00,73422
2017-02-23 10:45:00,73365
2017-02-23 11:00:00,72890
2017-02-23 11:15:00,72627
2017-02-23 11:30:00,72670
2017-02-23 11:45:00,72623
2017-02-23 12:00:00,72793
2017-02-23 12:15:00,72551
2017-02-23 12:30:00,72331
2017-02-23 12:45:00,71254
2017-02-23 13:00:00,71077
2017-02-23 13:15:00,70569
2017-02-23 13:30:00,70064
2017-02-23 13:45:00,69990
2017-02-23 14:00:00,69763
2017-02-23 14:15:00,69343
2017-02-23 14:30:00,68897
2017-02-23 14:45:00,68648
2017-02-23 15:00:00,68616
2017-02-23 15:15:00,68389
2017-02-23 15:30:00,68647
2017-02-23 15:45:00,68508
2017-02-23 16:00:00,69073
2017-02-23 16:15:00,69484
2017-02-23 16:30:00,70510
2017-02-23 16:45:00,71586
2017-02-23 17:00:00,72239
2017-02-23 17:15:00,72748
2017-02-23 17:30:00,73188
2017-02-23 17:45:00,73096
2017-02-23 18:00:00,73228
2017-02-23 18:15:00,72348
2017-02-23 18:30:00,71757
2017-02-23 18:45:00,71270
2017-02-23 19:00:00,69921
2017-02-23 19:15:00,68323
2017-02-23 19:30:00,66836
2017-02-23 19:45:00,65693
2017-02-23 20:00:00,65056
2017-02-23 20:15:00,64171
2017-02-23 20:30:00,63160
2017-02-23 20:45:00,62351
2017-02-23 21:00:00,62245
2017-02-23 21:15:00,61443
2017-02-23 21:30:00,60301
2017-02-23 21:45:00,59711
2017-02-23 22:00:00,58552
2017-02-23 22:15:00,57112
2017-02-23 22:30:00,56229
2017-02-23 22:45:00,55596
2017-02-23 23:00:00,54208
2017-02-23 23:15:00,53449
2017-02-23 23:30:00,52714
2017-02-23 23:45:00,52055
2017-02-24 00:00:00,51534
2017-02-24 00:15:00,51423
2017-02-24 00:30:00,51128
2017-02-24 00:45:00,50754
2017-02-24 01:00:00,50744
2017-02-24 01:15:00,50530
2017-02-24 01:30:00,50802
2017-02-24 01:45:00,50513
2017-02-24 02:00:00,50921
2017-02-24 02:15:00,50946
2017-02-24 02:30:00,51197
2017-02-24 02:45:00,50949
2017-02-24 03:00:00,51871
2017-02-24 03:15:00,52005
2017-02-24 03:30:00,52430
2017-02-24 03:45:00,52919
2017-02-24 04:00:00,53680
2017-02-24 04:15:00,54244
2017-02-24 04:30:00,55304
2017-02-24 04:45:00,56655
2017-02-24 05:00:00,59429
2017-02-24 05:15:00,61478
2017-02-24 05:30:00,63436
2017-02-24 05:45:00,64852
2017-02-24 06:00:00,66498
2017-02-24 06:15:00,67231
2017-02-24 06:30:00,67837
2017-02-24 06:45:00,68420
2017-02-24 07:00:00,69644
2017-02-24 07:15:00,70317
2017-02-24 07:30:00,70619
2017-02-24 07:45:00,70539
2017-02-24 08:00:00,70351
2017-02-24 08:15:00,70117
2017-02-24 08:30:00,70663
2017-02-24 08:45:00,70713
2017-02-24 09:00:00,70236
2017-02-24 09:15:00,70567
2017-02-24 09:30:00,71001
2017-02-24 09:45:00,71100
2017-02-24 10:00:00,71195
2017-02-24 10:15:00,71585
2017-02-24 10:30:00,71818
2017-02-24 10:45:00,71485
2017-02-24 11:00:00,70817
2017-02-24 11:15:00,70584
2017-02-24 11:30:00,70405
2017-02-24 11:45:00,70366
2017-02-24 12:00:00,70130
2017-02-24 12:15:00,69235
2017-02-24 12:30:00,69045
2017-02-24 12:45:00,68104
2017-02-24 13:00:00,67951
2017-02-24 13:15:00,67520
2017-02-24 13:30:00,66719
2017-02-24 13:45:00,66158
2017-02-24 14:00:00,66573
2017-02-24 14:15:00,66465
2017-02-24 14:30:00,65580
2017-02-24 14:45:00,65338
2017-02-24 15:00:00,65040
2017-02-24 15:15:00,64858
2017-02-24 15:30:00,64631
2017-02-24 15:45:00,64989
2017-02-24 16:00:00,64681
2017-02-24 16:15:00,64684
2017-02-24 16:30:00,65145
2017-02-24 16:45:00,65565
2017-02-24 17:00:00,66346
2017-02-24 17:15:00,67310
2017-02-24 17:30:00,68271
2017-02-24 17:45:00,68473
2017-02-24 18:00:00,68415
2017-02-24 18:15:00,67559
2017-02-24 18:30:00,67168
2017-02-24 18:45:00,66399
2017-02-24 19:00:00,64927
2017-02-24 19:15:00,63652
2017-02-24 19:30:00,62333
2017-02-24 19:45:00,61305
2017-02-24 20:00:00,60506
2017-02-24 20:15:00,59766
2017-02-24 20:30:00,59027
2017-02-24 20:45:00,58542
2017-02-24 21:00:00,58227
2017-02-24 21:15:00,57637
2017-02-24 21:30:00,56681
2017-02-24 21:45:00,55772
2017-02-24 22:00:00,55056
2017-02-24 22:15:00,54502
2017-02-24 22:30:00,53660
2017-02-24 22:45:00,53102
2017-02-24 23:00:00,51449
2017-02-24 23:15:00,50750
2017-02-24 23:30:00,50149
2017-02-24 23:45:00,49723
2017-02-25 00:00:00,49554
2017-02-25 00:15:00,49141
2017-02-25 00:30:00,48694
2017-02-25 00:45:00,48378
2017-02-25 01:00:00,48332
2017-02-25 01:15:00,47975
2017-02-25 01:30:00,47809
2017-02-25 01:45:00,47647
2017-02-25 02:00:00,47609
2017-02-25 02:15:00,47480
2017-02-25 02:30:00,47609
2017-02-25 02:45:00,47253
2017-02-25 03:00:00,47433
2017-02-25 03:15:00,47177
2017-02-25 03:30:00,47154
2017-02-25 03:45:00,47298
2017-02-25 04:00:00,47657
2017-02-25 04:15:00,46894
2017-02-25 04:30:00,46618
2017-02-25 04:45:00,46265
2017-02-25 05:00:00,46885
