Date,MAW
2016-04-24 22:06:30,9580
2016-04-24 22:06:45,9879
2016-04-24 22:07:00,10162
2016-04-24 22:07:15,10385
2016-04-24 22:07:30,10464
2016-04-24 22:07:45,10772
2016-04-24 22:08:00,10852
2016-04-24 22:08:15,10890
2016-04-24 22:08:30,10847
2016-04-24 22:08:45,10816
2016-04-24 22:09:00,10858
2016-04-24 22:09:15,10950
2016-04-24 22:09:30,10955
2016-04-24 22:09:45,10967
2016-04-24 22:10:00,11051
2016-04-24 22:10:15,11070
2016-04-24 22:10:30,11086
2016-04-24 22:10:45,11128
2016-04-24 22:11:00,11212
2016-04-24 22:11:15,11306
2016-04-24 22:11:30,11336
2016-04-24 22:11:45,11411
2016-04-24 22:12:00,10602
2016-04-24 22:12:15,10125
2016-04-24 22:12:30,10549
2016-04-24 22:12:45,9821
2016-04-24 22:13:00,10619
2016-04-24 22:13:15,10232
2016-04-24 22:13:30,10123
2016-04-24 22:13:45,10519
2016-04-24 22:14:00,10503
2016-04-24 22:14:15,10198
2016-04-24 22:14:30,9621
2016-04-24 22:14:45,9977
2016-04-24 22:15:00,9750
2016-04-24 22:15:15,10217
2016-04-24 22:15:30,10083
2016-04-24 22:15:45,10173
2016-04-24 22:16:00,9583
2016-04-24 22:16:15,9497
2016-04-24 22:16:30,9030
2016-04-24 22:16:45,10094
2016-04-24 22:17:00,10115
2016-04-24 22:17:15,10113
2016-04-24 22:17:30,9651
2016-04-24 22:17:45,10150
2016-04-24 22:18:00,10084
2016-04-24 22:18:15,9676
2016-04-24 22:18:30,10044
2016-04-24 22:18:45,10175
2016-04-24 22:19:00,9716
2016-04-24 22:19:15,9743
2016-04-24 22:19:30,9733
2016-04-24 22:19:45,10104
2016-04-24 22:20:00,9968
2016-04-24 22:20:15,9636
2016-04-24 22:20:30,9717
2016-04-24 22:20:45,9193
2016-04-24 22:21:00,9668
2016-04-24 22:21:15,9544
2016-04-24 22:21:30,9831
2016-04-24 22:21:45,8696
2016-04-24 22:22:00,8605
2016-04-24 22:22:15,8372
2016-04-24 22:22:30,8188
2016-04-24 22:22:45,8216
2016-04-24 22:23:00,8333
2016-04-24 22:23:15,8232
2016-04-24 22:23:30,8030
2016-04-24 22:23:45,7959
2016-04-25 22:00:00,8161
2016-04-25 22:00:15,8130
2016-04-25 22:00:30,8057
2016-04-25 22:00:45,7968
2016-04-25 22:01:00,7875
2016-04-25 22:01:15,7795
2016-04-25 22:01:30,7722
2016-04-25 22:01:45,7680
2016-04-25 22:02:00,7645
2016-04-25 22:02:15,7618
2016-04-25 22:02:30,7621
2016-04-25 22:02:45,7647
2016-04-25 22:03:00,7696
2016-04-25 22:03:15,7727
2016-04-25 22:03:30,7722
2016-04-25 22:03:45,7719
2016-04-25 22:04:00,7866
2016-04-25 22:04:15,7921
2016-04-25 22:04:30,7991
2016-04-25 22:04:45,8070
2016-04-25 22:05:00,8268
2016-04-25 22:05:15,8386
2016-04-25 22:05:30,8568
2016-04-25 22:05:45,8789
2016-04-25 22:06:00,9121
2016-04-25 22:06:15,9440
2016-04-25 22:06:30,9747
2016-04-25 22:06:45,9981
2016-04-25 22:07:00,10242
2016-04-25 22:07:15,10475
2016-04-25 22:07:30,7799
2016-04-25 22:07:45,8207
2016-04-25 22:08:00,8408
2016-04-25 22:08:15,8458
2016-04-25 22:08:30,8538
2016-04-25 22:08:45,8561
2016-04-25 22:09:00,8702
2016-04-25 22:09:15,8914
2016-04-25 22:09:30,8791
2016-04-25 22:09:45,8907
2016-04-25 22:10:00,9009
2016-04-25 22:10:15,9095
2016-04-25 22:10:30,9159
2016-04-25 22:10:45,9244
2016-04-25 22:11:00,9331
2016-04-25 22:11:15,9430
2016-04-25 22:11:30,9530
2016-04-25 22:11:45,9689
2016-04-25 22:12:00,9156
2016-04-25 22:12:15,9346
2016-04-25 22:12:30,8903
2016-04-25 22:12:45,8915
2016-04-25 22:13:00,8557
2016-04-25 22:13:15,8697
2016-04-25 22:13:30,8556
2016-04-25 22:13:45,8271
2016-04-25 22:14:00,8257
2016-04-25 22:14:15,7916
2016-04-25 22:14:30,8037
2016-04-25 22:14:45,8553
2016-04-25 22:15:00,8786
2016-04-25 22:15:15,8102
2016-04-25 22:15:30,8140
2016-04-25 22:15:45,8071
2016-04-25 22:16:00,8366
2016-04-25 22:16:15,8949
2016-04-25 22:16:30,9023
2016-04-25 22:16:45,8229
2016-04-25 22:17:00,8423
2016-04-25 22:17:15,8487
2016-04-25 22:17:30,8842
2016-04-25 22:17:45,8687
2016-04-25 22:18:00,8717
2016-04-25 22:18:15,8966
2016-04-25 22:18:30,8881
2016-04-25 22:18:45,8992
2016-04-25 22:19:00,9018
2016-04-25 22:19:15,8965
2016-04-25 22:19:30,8894
2016-04-25 22:19:45,8782
2016-04-25 22:20:00,8782
2016-04-25 22:20:15,8356
2016-04-25 22:20:30,8291
2016-04-25 22:20:45,8429
2016-04-25 22:21:00,7770
2016-04-25 22:21:15,7846
2016-04-25 22:21:30,8613
2016-04-25 22:21:45,7927
2016-04-25 22:22:00,7868
2016-04-25 22:22:15,7774
2016-04-25 22:22:30,7612
2016-04-25 22:22:45,7370
2016-04-25 22:23:00,7096
2016-04-25 22:23:15,6917
2016-04-25 22:23:30,6750
2016-04-25 22:23:45,6722
2016-04-26 22:00:00,6900
2016-04-26 22:00:15,6851
2016-04-26 22:00:30,6789
2016-04-26 22:00:45,6724
2016-04-26 22:01:00,6649
2016-04-26 22:01:15,6581
2016-04-26 22:01:30,6511
2016-04-26 22:01:45,6482
2016-04-26 22:02:00,6465
2016-04-26 22:02:15,6454
2016-04-26 22:02:30,6477
2016-04-26 22:02:45,6499
2016-04-26 22:03:00,6544
2016-04-26 22:03:15,6562
2016-04-26 22:03:30,6573
2016-04-26 22:03:45,6599
2016-04-26 22:04:00,6719
2016-04-26 22:04:15,6774
2016-04-26 22:04:30,6831
2016-04-26 22:04:45,6897
2016-04-26 22:05:00,7082
2016-04-26 22:05:15,7143
2016-04-26 22:05:30,7297
2016-04-26 22:05:45,7421
2016-04-26 22:06:00,7629
2016-04-26 22:06:15,7963
2016-04-26 22:06:30,8179
2016-04-26 22:06:45,8431
2016-04-26 22:07:00,8652
2016-04-26 22:07:15,8883
2016-04-26 22:07:30,10796
2016-04-26 22:07:45,10937
2016-04-26 22:08:00,10969
2016-04-26 22:08:15,11068
2016-04-26 22:08:30,11077
2016-04-26 22:08:45,11052
2016-04-26 22:09:00,11123
2016-04-26 22:09:15,11134
2016-04-26 22:09:30,11185
2016-04-26 22:09:45,11252
2016-04-26 22:10:00,11281
2016-04-26 22:10:15,11315
2016-04-26 22:10:30,11330
2016-04-26 22:10:45,11371
2016-04-26 22:11:00,11446
2016-04-26 22:11:15,11520
2016-04-26 22:11:30,11554
2016-04-26 22:11:45,10964
2016-04-26 22:12:00,11305
2016-04-26 22:12:15,11300
2016-04-26 22:12:30,11179
2016-04-26 22:12:45,11222
2016-04-26 22:13:00,10907
2016-04-26 22:13:15,11005
2016-04-26 22:13:30,10899
2016-04-26 22:13:45,10791
2016-04-26 22:14:00,10802
2016-04-26 22:14:15,10534
2016-04-26 22:14:30,10553
2016-04-26 22:14:45,11037
2016-04-26 22:15:00,11320
2016-04-26 22:15:15,10764
2016-04-26 22:15:30,10727
2016-04-26 22:15:45,10692
2016-04-26 22:16:00,10727
2016-04-26 22:16:15,10965
2016-04-26 22:16:30,11107
2016-04-26 22:16:45,10688
2016-04-26 22:17:00,10692
2016-04-26 22:17:15,10700
2016-04-26 22:17:30,10756
2016-04-26 22:17:45,10757
2016-04-26 22:18:00,10687
2016-04-26 22:18:15,10800
2016-04-26 22:18:30,10893
2016-04-26 22:18:45,10972
2016-04-26 22:19:00,11022
2016-04-26 22:19:15,11015
2016-04-26 22:19:30,10988
2016-04-26 22:19:45,10896
2016-04-26 22:20:00,10791
2016-04-26 22:20:15,10623
2016-04-26 22:20:30,10340
2016-04-26 22:20:45,10224
2016-04-26 22:21:00,9899
2016-04-26 22:21:15,9927
2016-04-26 22:21:30,9760
2016-04-26 22:21:45,9897
2016-04-26 22:22:00,9806
2016-04-26 22:22:15,9657
2016-04-26 22:22:30,9463
2016-04-26 22:22:45,9122
2016-04-26 22:23:00,8800
2016-04-26 22:23:15,8592
2016-04-26 22:23:30,8407
2016-04-26 22:23:45,8278
2016-04-27 22:00:00,8243
2016-04-27 22:00:15,8148
2016-04-27 22:00:30,8060
2016-04-27 22:00:45,7969
2016-04-27 22:01:00,7874
2016-04-27 22:01:15,7793
2016-04-27 22:01:30,7721
2016-04-27 22:01:45,7680
2016-04-27 22:02:00,7645
2016-04-27 22:02:15,7617
2016-04-27 22:02:30,7621
2016-04-27 22:02:45,7644
2016-04-27 22:03:00,7691
2016-04-27 22:03:15,7716
2016-04-27 22:03:30,7709
2016-04-27 22:03:45,7706
2016-04-27 22:04:00,7856
2016-04-27 22:04:15,7906
2016-04-27 22:04:30,7972
2016-04-27 22:04:45,8047
2016-04-27 22:05:00,8245
2016-04-27 22:05:15,8347
2016-04-27 22:05:30,8527
2016-04-27 22:05:45,8743
2016-04-27 22:06:00,9064
2016-04-27 22:06:15,9373
2016-04-27 22:06:30,9660
2016-04-27 22:06:45,9890
2016-04-27 22:07:00,10150
2016-04-27 22:07:15,10379
2016-04-27 22:07:30,10732
2016-04-27 22:07:45,10865
2016-04-27 22:08:00,10911
2016-04-27 22:08:15,11008
2016-04-27 22:08:30,11017
2016-04-27 22:08:45,11001
2016-04-27 22:09:00,11079
2016-04-27 22:09:15,11095
2016-04-27 22:09:30,11159
2016-04-27 22:09:45,11215
2016-04-27 22:10:00,11250
2016-04-27 22:10:15,11286
2016-04-27 22:10:30,11301
2016-04-27 22:10:45,11345
2016-04-27 22:11:00,11422
2016-04-27 22:11:15,11496
2016-04-27 22:11:30,11533
2016-04-27 22:11:45,11027
2016-04-27 22:12:00,11276
2016-04-27 22:12:15,11276
2016-04-27 22:12:30,11151
2016-04-27 22:12:45,11181
2016-04-27 22:13:00,10834
2016-04-27 22:13:15,10943
2016-04-27 22:13:30,10821
2016-04-27 22:13:45,10724
2016-04-27 22:14:00,10732
2016-04-27 22:14:15,10458
2016-04-27 22:14:30,10475
2016-04-27 22:14:45,10958
2016-04-27 22:15:00,11204
2016-04-27 22:15:15,10693
2016-04-27 22:15:30,10676
2016-04-27 22:15:45,10627
2016-04-27 22:16:00,10673
2016-04-27 22:16:15,10893
2016-04-27 22:16:30,10978
2016-04-27 22:16:45,10630
2016-04-27 22:17:00,10645
2016-04-27 22:17:15,10657
2016-04-27 22:17:30,10705
2016-04-27 22:17:45,10708
2016-04-27 22:18:00,10635
2016-04-27 22:18:15,10736
2016-04-27 22:18:30,10827
2016-04-27 22:18:45,10910
2016-04-27 22:19:00,10970
2016-04-27 22:19:15,10954
2016-04-27 22:19:30,10932
2016-04-27 22:19:45,10846
2016-04-27 22:20:00,10738
2016-04-27 22:20:15,10619
2016-04-27 22:20:30,10299
2016-04-27 22:20:45,10189
2016-04-27 22:21:00,9829
2016-04-27 22:21:15,9878
2016-04-27 22:21:30,9742
2016-04-27 22:21:45,9836
2016-04-27 22:22:00,9746
2016-04-27 22:22:15,9595
2016-04-27 22:22:30,9406
2016-04-27 22:22:45,9078
2016-04-27 22:23:00,8765
2016-04-27 22:23:15,8561
2016-04-27 22:23:30,8375
2016-04-27 22:23:45,8206
2016-04-28 22:00:00,8087
2016-04-28 22:00:15,7970
2016-04-28 22:00:30,7871
2016-04-28 22:00:45,7774
2016-04-28 22:01:00,7677
2016-04-28 22:01:15,7594
2016-04-28 22:01:30,7521
2016-04-28 22:01:45,7479
2016-04-28 22:02:00,7443
2016-04-28 22:02:15,7409
2016-04-28 22:02:30,7404
2016-04-28 22:02:45,7423
2016-04-28 22:03:00,7464
2016-04-28 22:03:15,7484
2016-04-28 22:03:30,7474
2016-04-28 22:03:45,7468
2016-04-28 22:04:00,7600
2016-04-28 22:04:15,7638
2016-04-28 22:04:30,7685
2016-04-28 22:04:45,7738
2016-04-28 22:05:00,7914
2016-04-28 22:05:15,7984
2016-04-28 22:05:30,8138
2016-04-28 22:05:45,8314
2016-04-28 22:06:00,8571
2016-04-28 22:06:15,8870
2016-04-28 22:06:30,9131
2016-04-28 22:06:45,9354
2016-04-28 22:07:00,9589
2016-04-28 22:07:15,9817
2016-04-28 22:07:30,10407
2016-04-28 22:07:45,10564
2016-04-28 22:08:00,10618
2016-04-28 22:08:15,10716
2016-04-28 22:08:30,10744
2016-04-28 22:08:45,10737
2016-04-28 22:09:00,10815
2016-04-28 22:09:15,10855
2016-04-28 22:09:30,10912
2016-04-28 22:09:45,10973
2016-04-28 22:10:00,11013
2016-04-28 22:10:15,11056
2016-04-28 22:10:30,11074
2016-04-28 22:10:45,11129
2016-04-28 22:11:00,11213
2016-04-28 22:11:15,11296
2016-04-28 22:11:30,11340
2016-04-28 22:11:45,10828
2016-04-28 22:12:00,11064
2016-04-28 22:12:15,11073
2016-04-28 22:12:30,10916
2016-04-28 22:12:45,10939
2016-04-28 22:13:00,10569
2016-04-28 22:13:15,10694
2016-04-28 22:13:30,10579
2016-04-28 22:13:45,10456
2016-04-28 22:14:00,10457
2016-04-28 22:14:15,10172
2016-04-28 22:14:30,10190
2016-04-28 22:14:45,10698
2016-04-28 22:15:00,10970
2016-04-28 22:15:15,10416
2016-04-28 22:15:30,10401
2016-04-28 22:15:45,10355
2016-04-28 22:16:00,10411
2016-04-28 22:16:15,10678
2016-04-28 22:16:30,10765
2016-04-28 22:16:45,10337
2016-04-28 22:17:00,10368
2016-04-28 22:17:15,10386
2016-04-28 22:17:30,10459
2016-04-28 22:17:45,10449
2016-04-28 22:18:00,10392
2016-04-28 22:18:15,10509
2016-04-28 22:18:30,10598
2016-04-28 22:18:45,10686
2016-04-28 22:19:00,10756
2016-04-28 22:19:15,10749
2016-04-28 22:19:30,10720
2016-04-28 22:19:45,10598
2016-04-28 22:20:00,10530
2016-04-28 22:20:15,10423
2016-04-28 22:20:30,10079
2016-04-28 22:20:45,10007
2016-04-28 22:21:00,9623
2016-04-28 22:21:15,9680
2016-04-28 22:21:30,9602
2016-04-28 22:21:45,9692
2016-04-28 22:22:00,9606
2016-04-28 22:22:15,9457
2016-04-28 22:22:30,9271
2016-04-28 22:22:45,8942
2016-04-28 22:23:00,8627
2016-04-28 22:23:15,8424
2016-04-28 22:23:30,8239
2016-04-28 22:23:45,7836
2016-04-29 22:00:00,7195
2016-04-29 22:00:15,6945
2016-04-29 22:00:30,6803
2016-04-29 22:00:45,6694
2016-04-29 22:01:00,6600
2016-04-29 22:01:15,6520
2016-04-29 22:01:30,6442
2016-04-29 22:01:45,6405
2016-04-29 22:02:00,6375
2016-04-29 22:02:15,6331
2016-04-29 22:02:30,6304
2016-04-29 22:02:45,6313
2016-04-29 22:03:00,6337
2016-04-29 22:03:15,6339
2016-04-29 22:03:30,6328
2016-04-29 22:03:45,6323
2016-04-29 22:04:00,6388
2016-04-29 22:04:15,6386
2016-04-29 22:04:30,6370
2016-04-29 22:04:45,6347
2016-04-29 22:05:00,6433
2016-04-29 22:05:15,6375
2016-04-29 22:05:30,6416
2016-04-29 22:05:45,6386
2016-04-29 22:06:00,6314
2016-04-29 22:06:15,6507
2016-04-29 22:06:30,6557
2016-04-29 22:06:45,6678
2016-04-29 22:07:00,6811
2016-04-29 22:07:15,7007
2016-04-29 22:07:30,7544
2016-04-29 22:07:45,7923
2016-04-29 22:08:00,8124
2016-04-29 22:08:15,8209
2016-04-29 22:08:30,8386
2016-04-29 22:08:45,8457
2016-04-29 22:09:00,8617
2016-04-29 22:09:15,8817
2016-04-29 22:09:30,8821
2016-04-29 22:09:45,8925
2016-04-29 22:10:00,9029
2016-04-29 22:10:15,9109
2016-04-29 22:10:30,9173
2016-04-29 22:10:45,9299
2016-04-29 22:11:00,9466
2016-04-29 22:11:15,9605
2016-04-29 22:11:30,9722
2016-04-29 22:11:45,9455
2016-04-29 22:12:00,9289
2016-04-29 22:12:15,9377
2016-04-29 22:12:30,8928
2016-04-29 22:12:45,8938
2016-04-29 22:13:00,8473
2016-04-29 22:13:15,8675
2016-04-29 22:13:30,8593
2016-04-29 22:13:45,8303
2016-04-29 22:14:00,8277
2016-04-29 22:14:15,7940
2016-04-29 22:14:30,8002
2016-04-29 22:14:45,8529
2016-04-29 22:15:00,8750
2016-04-29 22:15:15,8130
2016-04-29 22:15:30,8124
2016-04-29 22:15:45,8089
2016-04-29 22:16:00,8258
2016-04-29 22:16:15,8760
2016-04-29 22:16:30,8770
2016-04-29 22:16:45,8072
2016-04-29 22:17:00,8276
2016-04-29 22:17:15,8336
2016-04-29 22:17:30,8681
2016-04-29 22:17:45,8548
2016-04-29 22:18:00,8644
2016-04-29 22:18:15,8882
2016-04-29 22:18:30,8907
2016-04-29 22:18:45,9007
2016-04-29 22:19:00,9115
2016-04-29 22:19:15,9152
2016-04-29 22:19:30,9071
2016-04-29 22:19:45,8696
2016-04-29 22:20:00,8948
2016-04-29 22:20:15,8832
2016-04-29 22:20:30,8351
2016-04-29 22:20:45,8588
2016-04-29 22:21:00,7999
2016-04-29 22:21:15,8099
2016-04-29 22:21:30,8640
2016-04-29 22:21:45,8523
2016-04-29 22:22:00,8485
2016-04-29 22:22:15,8389
2016-04-29 22:22:30,8246
2016-04-29 22:22:45,7909
2016-04-29 22:23:00,7558
2016-04-29 22:23:15,7368
2016-04-29 22:23:30,7201
2016-04-29 22:23:45,6806
2016-04-30 22:00:00,6194
2016-04-30 22:00:15,5947
2016-04-30 22:00:30,5794
2016-04-30 22:00:45,5696
2016-04-30 22:01:00,5623
2016-04-30 22:01:15,5556
2016-04-30 22:01:30,5481
2016-04-30 22:01:45,5452
2016-04-30 22:02:00,5442
2016-04-30 22:02:15,5424
2016-04-30 22:02:30,5417
2016-04-30 22:02:45,5420
2016-04-30 22:03:00,5445
2016-04-30 22:03:15,5448
2016-04-30 22:03:30,5439
2016-04-30 22:03:45,5441
2016-04-30 22:04:00,5507
2016-04-30 22:04:15,5525
2016-04-30 22:04:30,5518
2016-04-30 22:04:45,5507
2016-04-30 22:05:00,5584
2016-04-30 22:05:15,5539
2016-04-30 22:05:30,5539
2016-04-30 22:05:45,5445
2016-04-30 22:06:00,5316
2016-04-30 22:06:15,5393
2016-04-30 22:06:30,5379
2016-04-30 22:06:45,5454
2016-04-30 22:07:00,5572
2016-04-30 22:07:15,5741
2016-04-30 22:07:30,6579
2016-04-30 22:07:45,7037
2016-04-30 22:08:00,7294
2016-04-30 22:08:15,7384
2016-04-30 22:08:30,7525
2016-04-30 22:08:45,7594
2016-04-30 22:09:00,7800
2016-04-30 22:09:15,8045
2016-04-30 22:09:30,7972
2016-04-30 22:09:45,8079
2016-04-30 22:10:00,8216
2016-04-30 22:10:15,8314
2016-04-30 22:10:30,8400
2016-04-30 22:10:45,8514
2016-04-30 22:11:00,8667
2016-04-30 22:11:15,8798
2016-04-30 22:11:30,8927
2016-04-30 22:11:45,9088
2016-04-30 22:12:00,8512
2016-04-30 22:12:15,8652
2016-04-30 22:12:30,8163
2016-04-30 22:12:45,8176
2016-04-30 22:13:00,7734
2016-04-30 22:13:15,7937
2016-04-30 22:13:30,7802
2016-04-30 22:13:45,7492
2016-04-30 22:14:00,7484
2016-04-30 22:14:15,7144
2016-04-30 22:14:30,7269
2016-04-30 22:14:45,7774
2016-04-30 22:15:00,8008
2016-04-30 22:15:15,7292
2016-04-30 22:15:30,7306
2016-04-30 22:15:45,7258
2016-04-30 22:16:00,7542
2016-04-30 22:16:15,8135
2016-04-30 22:16:30,8292
2016-04-30 22:16:45,7450
2016-04-30 22:17:00,7677
2016-04-30 22:17:15,7719
2016-04-30 22:17:30,8085
2016-04-30 22:17:45,7914
2016-04-30 22:18:00,7996
2016-04-30 22:18:15,8273
2016-04-30 22:18:30,8189
2016-04-30 22:18:45,8296
2016-04-30 22:19:00,8345
2016-04-30 22:19:15,8318
2016-04-30 22:19:30,8256
2016-04-30 22:19:45,8023
2016-04-30 22:20:00,8164
2016-04-30 22:20:15,7961
2016-04-30 22:20:30,7668
2016-04-30 22:20:45,7852
2016-04-30 22:21:00,7234
2016-04-30 22:21:15,7329
2016-04-30 22:21:30,8148
2016-04-30 22:21:45,7530
2016-04-30 22:22:00,7509
2016-04-30 22:22:15,7437
2016-04-30 22:22:30,7301
2016-04-30 22:22:45,7044
2016-04-30 22:23:00,6760
2016-04-30 22:23:15,6590
2016-04-30 22:23:30,6441
2016-04-30 22:23:45,6535
2016-05-01 22:00:00,6965
2016-05-01 22:00:15,7009
2016-05-01 22:00:30,6974
2016-05-01 22:00:45,6915
2016-05-01 22:01:00,6844
2016-05-01 22:01:15,6761
2016-05-01 22:01:30,6703
2016-05-01 22:01:45,6695
2016-05-01 22:02:00,6688
2016-05-01 22:02:15,6655
2016-05-01 22:02:30,6653
2016-05-01 22:02:45,6683
2016-05-01 22:03:00,6713
2016-05-01 22:03:15,6680
2016-05-01 22:03:30,6685
2016-05-01 22:03:45,6711
2016-05-01 22:04:00,7012
2016-05-01 22:04:15,7089
2016-05-01 22:04:30,7207
2016-05-01 22:04:45,7307
2016-05-01 22:05:00,7610
2016-05-01 22:05:15,7755
2016-05-01 22:05:30,8033
2016-05-01 22:05:45,8346
2016-05-01 22:06:00,8767
2016-05-01 22:06:15,9210
2016-05-01 22:06:30,9497
2016-05-01 22:06:45,9795
2016-05-01 22:07:00,10075
2016-05-01 22:07:15,10298
2016-05-01 22:07:30,10511
2016-05-01 22:07:45,10814
2016-05-01 22:08:00,10892
2016-05-01 22:08:15,10930
2016-05-01 22:08:30,10888
2016-05-01 22:08:45,10856
2016-05-01 22:09:00,10898
2016-05-01 22:09:15,10986
2016-05-01 22:09:30,10994
2016-05-01 22:09:45,11006
2016-05-01 22:10:00,11087
2016-05-01 22:10:15,11105
2016-05-01 22:10:30,11120
2016-05-01 22:10:45,11162
2016-05-01 22:11:00,11246
2016-05-01 22:11:15,11339
2016-05-01 22:11:30,11368
2016-05-01 22:11:45,11428
2016-05-01 22:12:00,10656
2016-05-01 22:12:15,10193
2016-05-01 22:12:30,10602
2016-05-01 22:12:45,9897
2016-05-01 22:13:00,10665
2016-05-01 22:13:15,10285
2016-05-01 22:13:30,10174
2016-05-01 22:13:45,10564
2016-05-01 22:14:00,10549
2016-05-01 22:14:15,10249
2016-05-01 22:14:30,9680
2016-05-01 22:14:45,10027
2016-05-01 22:15:00,9788
2016-05-01 22:15:15,10270
2016-05-01 22:15:30,10142
2016-05-01 22:15:45,10223
2016-05-01 22:16:00,9649
2016-05-01 22:16:15,9550
2016-05-01 22:16:30,9055
2016-05-01 22:16:45,10137
2016-05-01 22:17:00,10155
2016-05-01 22:17:15,10157
2016-05-01 22:17:30,9713
2016-05-01 22:17:45,10203
2016-05-01 22:18:00,10139
2016-05-01 22:18:15,9736
2016-05-01 22:18:30,10104
2016-05-01 22:18:45,10235
2016-05-01 22:19:00,9794
2016-05-01 22:19:15,9816
2016-05-01 22:19:30,9804
2016-05-01 22:19:45,10168
2016-05-01 22:20:00,10027
2016-05-01 22:20:15,9689
2016-05-01 22:20:30,9770
2016-05-01 22:20:45,9257
2016-05-01 22:21:00,9705
2016-05-01 22:21:15,9590
2016-05-01 22:21:30,9865
2016-05-01 22:21:45,8763
2016-05-01 22:22:00,8670
2016-05-01 22:22:15,8437
2016-05-01 22:22:30,8253
2016-05-01 22:22:45,8271
2016-05-01 22:23:00,8371
2016-05-01 22:23:15,8267
2016-05-01 22:23:30,8064
2016-05-01 22:23:45,8019
2016-05-02 22:00:00,8279
2016-05-02 22:00:15,8265
2016-05-02 22:00:30,8192
2016-05-02 22:00:45,8099
2016-05-02 22:01:00,8003
2016-05-02 22:01:15,7921
2016-05-02 22:01:30,7848
2016-05-02 22:01:45,7803
2016-05-02 22:02:00,7766
2016-05-02 22:02:15,7734
2016-05-02 22:02:30,7730
2016-05-02 22:02:45,7755
2016-05-02 22:03:00,7802
2016-05-02 22:03:15,7833
2016-05-02 22:03:30,7825
2016-05-02 22:03:45,7816
2016-05-02 22:04:00,7960
2016-05-02 22:04:15,8011
2016-05-02 22:04:30,8074
2016-05-02 22:04:45,8147
2016-05-02 22:05:00,8336
2016-05-02 22:05:15,8452
2016-05-02 22:05:30,8626
2016-05-02 22:05:45,8844
2016-05-02 22:06:00,9169
2016-05-02 22:06:15,9479
2016-05-02 22:06:30,9786
2016-05-02 22:06:45,10012
2016-05-02 22:07:00,10271
2016-05-02 22:07:15,10503
2016-05-02 22:07:30,10696
2016-05-02 22:07:45,10848
2016-05-02 22:08:00,10880
2016-05-02 22:08:15,10980
2016-05-02 22:08:30,10995
2016-05-02 22:08:45,10973
2016-05-02 22:09:00,11042
2016-05-02 22:09:15,11059
2016-05-02 22:09:30,11107
2016-05-02 22:09:45,11178
2016-05-02 22:10:00,11207
2016-05-02 22:10:15,11244
2016-05-02 22:10:30,11260
2016-05-02 22:10:45,11304
2016-05-02 22:11:00,11383
2016-05-02 22:11:15,11460
2016-05-02 22:11:30,11496
2016-05-02 22:11:45,10888
2016-05-02 22:12:00,11242
2016-05-02 22:12:15,11238
2016-05-02 22:12:30,11107
2016-05-02 22:12:45,11150
2016-05-02 22:13:00,10831
2016-05-02 22:13:15,10932
2016-05-02 22:13:30,10833
2016-05-02 22:13:45,10715
2016-05-02 22:14:00,10723
2016-05-02 22:14:15,10452
2016-05-02 22:14:30,10469
2016-05-02 22:14:45,10961
2016-05-02 22:15:00,11254
2016-05-02 22:15:15,10685
2016-05-02 22:15:30,10644
2016-05-02 22:15:45,10612
2016-05-02 22:16:00,10648
2016-05-02 22:16:15,10900
2016-05-02 22:16:30,11045
2016-05-02 22:16:45,10600
2016-05-02 22:17:00,10607
2016-05-02 22:17:15,10616
2016-05-02 22:17:30,10681
2016-05-02 22:17:45,10677
2016-05-02 22:18:00,10615
2016-05-02 22:18:15,10734
2016-05-02 22:18:30,10831
2016-05-02 22:18:45,10910
2016-05-02 22:19:00,10962
2016-05-02 22:19:15,10962
2016-05-02 22:19:30,10930
2016-05-02 22:19:45,10822
2016-05-02 22:20:00,10734
2016-05-02 22:20:15,10563
2016-05-02 22:20:30,10274
2016-05-02 22:20:45,10172
2016-05-02 22:21:00,9845
2016-05-02 22:21:15,9873
2016-05-02 22:21:30,9719
2016-05-02 22:21:45,9868
2016-05-02 22:22:00,9777
2016-05-02 22:22:15,9629
2016-05-02 22:22:30,9436
2016-05-02 22:22:45,9091
2016-05-02 22:23:00,8763
2016-05-02 22:23:15,8555
2016-05-02 22:23:30,8370
2016-05-02 22:23:45,8099
2016-05-03 22:00:00,7742
2016-05-03 22:00:15,7562
2016-05-03 22:00:30,7459
2016-05-03 22:00:45,7372
2016-05-03 22:01:00,7285
2016-05-03 22:01:15,7208
2016-05-03 22:01:30,7137
2016-05-03 22:01:45,7102
2016-05-03 22:02:00,7074
2016-05-03 22:02:15,7054
2016-05-03 22:02:30,7067
2016-05-03 22:02:45,7090
2016-05-03 22:03:00,7135
2016-05-03 22:03:15,7155
2016-05-03 22:03:30,7157
2016-05-03 22:03:45,7169
2016-05-03 22:04:00,7305
2016-05-03 22:04:15,7357
2016-05-03 22:04:30,7418
2016-05-03 22:04:45,7488
2016-05-03 22:05:00,7682
2016-05-03 22:05:15,7763
2016-05-03 22:05:30,7933
2016-05-03 22:05:45,8109
2016-05-03 22:06:00,8382
2016-05-03 22:06:15,8707
2016-05-03 22:06:30,8964
2016-05-03 22:06:45,9208
2016-05-03 22:07:00,9449
2016-05-03 22:07:15,9680
2016-05-03 22:07:30,10173
2016-05-03 22:07:45,10359
2016-05-03 22:08:00,10432
2016-05-03 22:08:15,10513
2016-05-03 22:08:30,10522
2016-05-03 22:08:45,10507
